                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   414274007 |   640174106 |   742435731 |   249999981
  Cycles                             |  1996307044 |  1996307295 |  1996306898 |  1996305713
  IPC                                |        0.21 |        0.32 |        0.37 |        0.13
  Time (ns)                          |   665435682 |   665435765 |   665435633 |   665435238
Branch predictor stats               |             |             |             |            
  num correct                        |    68417940 |    12139284 |   112833897 |    58565837
  num incorrect                      |     4349081 |    16826401 |    24362377 |     6500447
  misprediction rate                 |       5.98% |      58.09% |      17.76% |       9.99%
  mpki                               |       10.50 |       26.28 |       32.81 |       26.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    69416143 |    70160088 |   102688159 |    21135842
    num misses                       |           4 |          14 |         209 |       17441
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.08%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.07
  D-TLB                              |             |             |             |            
    num accesses                     |   126484868 |   236211109 |   288272983 |    86633855
    num misses                       |      150488 |     1670473 |     1534071 |     1331627
    miss rate                        |       0.12% |       0.71% |       0.53% |       1.54%
    mpki                             |        0.36 |        2.61 |        2.07 |        5.33
  L2 TLB                             |             |             |             |            
    num accesses                     |      150492 |     1670487 |     1534280 |     1349068
    num misses                       |      150492 |     1670468 |      151870 |     1140471
    miss rate                        |     100.00% |     100.00% |       9.90% |      84.54%
    mpki                             |        0.36 |        2.61 |        0.20 |        4.56
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    69416143 |    70160088 |   102688159 |    21135842
    num cache misses                 |       12439 |       30593 |     6494893 |      380728
    miss rate                        |       0.02% |       0.04% |       6.32% |       1.80%
    mpki                             |        0.03 |        0.05 |        8.75 |        1.52
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   126484868 |   236211109 |   288272983 |    86633855
    num cache misses                 |     9630898 |    18204483 |     6896284 |     7444598
    miss rate                        |       7.61% |       7.71% |       2.39% |       8.59%
    mpki                             |       23.25 |       28.44 |        9.29 |       29.78
  Cache L2                           |             |             |             |            
    num cache accesses               |    12954753 |    20591113 |    13932464 |     7853425
    num cache misses                 |     9643337 |    18234937 |     7638520 |     7465462
    miss rate                        |      74.44% |      88.56% |      54.83% |      95.06%
    mpki                             |       23.28 |       28.48 |       10.29 |       29.86
  Cache L3                           |             |             |             |            
    num cache accesses               |    12954753 |    20590974 |     8184554 |     7494697
    num cache misses                 |     9638848 |    18210491 |     4975398 |     7416327
    miss rate                        |      74.40% |      88.44% |      60.79% |      98.95%
    mpki                             |       23.27 |       28.45 |        6.70 |       29.67
DRAM summary                         |             |             |             |            
  num dram accesses                  |    53491985 |           0 |           0 |           0
  average dram access latency (ns)   |      160.77 |         inf |         inf |         inf
  average dram queueing delay        |       50.76 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      80.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
