                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1575232694 |   7802359499 |   1254736385 |  12396163101 |   1237863394 |    249999989 |   2115700197 |    871518681 |   5150408846 |   3186693326 |   3468187550 |   6268712657 |  15836051594 |   6816891235 |  12821288196 |    451742584
  Cycles                             |  10293591364 |  10293589797 |  10293589816 |  10293589604 |  10293590854 |  10293584149 |  10293589946 |  10293592726 |  10293590138 |  10293589966 |  10293592486 |  10293590431 |  10293589563 |  10293589645 |  10293589555 |  10293592761
  IPC                                |         0.15 |         0.76 |         0.12 |         1.20 |         0.12 |         0.02 |         0.21 |         0.08 |         0.50 |         0.31 |         0.34 |         0.61 |         1.54 |         0.66 |         1.25 |         0.04
  Time (ns)                          |   3431197121 |   3431196599 |   3431196605 |   3431196535 |   3431196951 |   3431194716 |   3431196649 |   3431197575 |   3431196713 |   3431196655 |   3431197495 |   3431196810 |   3431196521 |   3431196548 |   3431196518 |   3431197587
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     14299237 |   1192726149 |     99446999 |   1098666240 |     23908599 |     43244780 |    113026960 |    119784699 |    558614512 |     73201761 |    527880444 |    945420769 |   1055019259 |    370998179 |    565675321 |    105838972
  num incorrect                      |        95784 |    305748746 |      8132571 |    183336839 |     32857935 |     11689069 |      2644511 |     16462305 |     85250988 |      1304809 |    113515346 |    106286614 |    181133267 |    257451597 |     32118686 |     11754940
  misprediction rate                 |        0.67% |       20.40% |        7.56% |       14.30% |       57.88% |       21.28% |        2.29% |       12.08% |       13.24% |        1.75% |       17.70% |       10.11% |       14.65% |       40.97% |        5.37% |       10.00%
  mpki                               |         0.06 |        39.19 |         6.48 |        14.79 |        26.54 |        46.76 |         1.25 |        18.89 |        16.55 |         0.41 |        32.73 |        16.96 |        11.44 |        37.77 |         2.51 |        26.02
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    139220918 |   1015090165 |    105106177 |   1407645847 |    135930536 |     23761816 |    211006044 |    152694103 |    606548047 |    285095914 |    479000449 |   1003687170 |   1921588349 |    557718805 |   1221357823 |     38180873
    num misses                       |            3 |           19 |           42 |         4162 |           14 |            3 |           47 |          105 |           10 |            4 |          622 |        36411 |           18 |           52 |            8 |        31161
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.08%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.01 |         0.00 |         0.00 |         0.00 |         0.07
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    429051423 |   2626381242 |    345450801 |   5183561910 |    462842381 |     88558906 |    734907079 |    406080163 |   2313782174 |   1253109659 |   1345393189 |   2524793473 |   6677821057 |   2013679670 |   3899711779 |    156498925
    num misses                       |       766835 |     11628467 |      1686119 |      2734642 |      3284945 |     21159649 |      1136710 |     15806659 |     23310087 |       665211 |      7149565 |     14087649 |     47492741 |       121883 |      1248074 |      2405302
    miss rate                        |        0.18% |        0.44% |        0.49% |        0.05% |        0.71% |       23.89% |        0.15% |        3.89% |        1.01% |        0.05% |        0.53% |        0.56% |        0.71% |        0.01% |        0.03% |        1.54%
    mpki                             |         0.49 |         1.49 |         1.34 |         0.22 |         2.65 |        84.64 |         0.54 |        18.14 |         4.53 |         0.21 |         2.06 |         2.25 |         3.00 |         0.02 |         0.10 |         5.32
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       766838 |     11628486 |      1686161 |      2738804 |      3284959 |     21159652 |      1136757 |     15806764 |     23310097 |       665215 |      7150187 |     14124060 |     47492759 |       121935 |      1248082 |      2436463
    num misses                       |       766261 |      2434590 |       523918 |        86190 |      3284921 |     10898320 |       348826 |      4735292 |      2067076 |       348779 |       692240 |      2007639 |       362890 |       108869 |        30840 |      2061742
    miss rate                        |       99.92% |       20.94% |       31.07% |        3.15% |      100.00% |       51.51% |       30.69% |       29.96% |        8.87% |       52.43% |        9.68% |       14.21% |        0.76% |       89.28% |        2.47% |       84.62%
    mpki                             |         0.49 |         0.31 |         0.42 |         0.01 |         2.65 |        43.59 |         0.16 |         5.43 |         0.40 |         0.11 |         0.20 |         0.32 |         0.02 |         0.02 |         0.00 |         4.56
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    139220918 |   1015090165 |    105106177 |   1407645847 |    135930536 |     23761816 |    211006044 |    152694103 |    606548047 |    285095914 |    479000449 |   1003687170 |   1921588349 |    557718805 |   1221357823 |     38180873
    num cache misses                 |       447251 |      3898512 |       140740 |     17432748 |        48635 |       105972 |       125437 |      2314680 |       223137 |       182186 |     27375341 |     17386711 |     15932932 |       118900 |        98628 |       648840
    miss rate                        |        0.32% |        0.38% |        0.13% |        1.24% |        0.04% |        0.45% |        0.06% |        1.52% |        0.04% |        0.06% |        5.72% |        1.73% |        0.83% |        0.02% |        0.01% |        1.70%
    mpki                             |         0.28 |         0.50 |         0.11 |         1.41 |         0.04 |         0.42 |         0.06 |         2.66 |         0.04 |         0.06 |         7.89 |         2.77 |         1.01 |         0.02 |         0.01 |         1.44
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    429051423 |   2626381242 |    345450801 |   5183561910 |    462842381 |     88558906 |    734907079 |    406080163 |   2313782174 |   1253109659 |   1345393189 |   2524793473 |   6677821057 |   2013679670 |   3899711779 |    156498925
    num cache misses                 |     80931708 |     10052143 |     18426470 |     47391054 |     36157774 |     28759946 |     25962009 |     22712567 |     74169068 |     32316093 |     30286211 |     22637894 |     30713306 |      7472516 |    103338337 |     13418535
