                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1158174568 |  10999006608 |   448529883 |  7808477166 |   469435225 |  8203340884 |  3682229744 |   501467798 |   860394457 |  1762093665 |  1073913103 |  3919442864 |   249999981 |   681034713 |  9696415108 |  7731000914
  Cycles                             |  6070516703 |   6070516237 |  6070517085 |  6070516276 |  6070516822 |  6070516256 |  6070516274 |  6070516318 |  6070517481 |  6070516421 |  6070516560 |  6070516323 |  6070511659 |  6070516448 |  6070516676 |  6070516372
  IPC                                |        0.19 |         1.81 |        0.07 |        1.29 |        0.08 |        1.35 |        0.61 |        0.08 |        0.14 |        0.29 |        0.18 |        0.65 |        0.04 |        0.11 |        1.60 |        1.27
  Time (ns)                          |  2023505568 |   2023505412 |  2023505695 |  2023505425 |  2023505607 |  2023505419 |  2023505425 |  2023505439 |  2023505827 |  2023505474 |  2023505520 |  2023505441 |  2023503886 |  2023505483 |  2023505559 |  2023505457
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61963255 |   2029871202 |    74459842 |   692340619 |    64547835 |  1091828009 |   555606263 |    85019044 |     7800827 |    40597024 |    35225346 |   209434641 |    58565837 |    12596337 |   646266960 |   341423081
  num incorrect                      |     1449613 |    138474749 |     4506801 |   115519128 |     8871327 |   110591449 |    62364827 |     7847772 |       52232 |      724003 |    16594207 |   149492640 |     6500447 |    17557687 |   110850105 |    19372564
  misprediction rate                 |       2.29% |        6.39% |       5.71% |      14.30% |      12.08% |       9.20% |      10.09% |       8.45% |       0.67% |       1.75% |      32.02% |      41.65% |       9.99% |      58.23% |      14.64% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.05 |       14.79 |       18.90 |       13.48 |       16.94 |       15.65 |        0.06 |        0.41 |       15.45 |       38.14 |       26.00 |       25.78 |       11.43 |        2.51
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   115739269 |   1803559351 |    75615777 |   886741331 |    82224066 |  1230347988 |   589316621 |    58136703 |    76042199 |   157476964 |    83858108 |   318134498 |    21135842 |    73725106 |  1176562277 |   736243593
    num misses                       |          47 |           39 |           4 |        2649 |          92 |        5287 |       21353 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   404566197 |   3584551960 |   135863230 |  3264934807 |   218773652 |  3201900448 |  1481407717 |   173648764 |   234219167 |   691853059 |   470794198 |  1153931123 |    86633855 |   248003101 |  4088479344 |  2350178880
    num misses                       |      611903 |           23 |      162602 |     1716034 |     8514388 |      985508 |     8150067 |     2927098 |      418064 |      368718 |      484671 |       67980 |     1331686 |     1719391 |    29017352 |      754792
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.55% |       1.69% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |         0.00 |        0.36 |        0.22 |       18.14 |        0.12 |        2.21 |        5.84 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |        2.99 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      611950 |           62 |      162606 |     1718683 |     8514480 |      990795 |     8171420 |     2927140 |      418067 |      368722 |      484674 |       68032 |     1349127 |     1719405 |    29017370 |      754800
    num misses                       |      191096 |           62 |      162606 |       54232 |     2542336 |       28955 |     1164637 |      796789 |      417751 |      191947 |      328900 |       60624 |     1140463 |     1719386 |      221652 |       18719
    miss rate                        |      31.23% |      100.00% |     100.00% |       3.16% |      29.86% |       2.92% |      14.25% |      27.22% |      99.92% |      52.06% |      67.86% |      89.11% |      84.53% |     100.00% |       0.76% |       2.48%
    mpki                             |        0.16 |         0.00 |        0.36 |        0.01 |        5.42 |        0.00 |        0.32 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |        0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   115739269 |   1803559351 |    75615777 |   886741331 |    82224066 |  1230347988 |   589316621 |    58136703 |    76042199 |   157476964 |    83858108 |   318134498 |    21135842 |    73725106 |  1176562277 |   736243593
    num cache misses                 |      115959 |     16991184 |       12453 |    12150470 |     1789538 |    25372023 |    11016835 |       66147 |      590799 |      226098 |      121732 |       78185 |      402887 |       54975 |    10143133 |      121335
    miss rate                        |       0.10% |        0.94% |       0.02% |       1.37% |       2.18% |       2.06% |       1.87% |       0.11% |       0.78% |       0.14% |       0.15% |       0.02% |       1.91% |       0.07% |       0.86% |       0.02%
    mpki                             |        0.10 |         1.54 |        0.03 |        1.56 |        3.81 |        3.09 |        2.99 |        0.13 |        0.69 |        0.13 |        0.11 |        0.02 |        1.61 |        0.08 |        1.05 |        0.02
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   404566197 |   3584551960 |   135863230 |  3264934807 |   218773652 |  3201900448 |  1481407717 |   173648764 |   234219167 |   691853059 |   470794198 |  1153931123 |    86633855 |   248003101 |  4088479344 |  2350178880
    num cache misses                 |    14258977 |       130767 |    10409260 |    30219050 |    12469727 |    43445618 |    13642981 |    20265882 |    44165959 |    17908071 |    23811491 |     4172491 |     7451767 |    18958129 |    19284455 |    62240711
    miss rate                        |       3.52% |        0.00% |       7.66% |       0.93% |       5.70% |       1.36% |       0.92% |      11.67% |      18.86% |       2.59% |       5.06% |       0.36% |       8.60% |       7.64% |       0.47% |       2.65%
    mpki                             |       12.31 |         0.01 |       23.21 |        3.87 |       26.56 |        5.30 |        3.71 |       40.41 |       51.33 |       10.16 |       22.17 |        1.06 |       29.81 |       27.84 |        1.99 |        8.05
  Cache L2                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16443993 |     17139005 |    13801225 |    42420675 |    16763571 |    69115081 |    25129768 |    22496779 |    44756769 |    18136783 |    25522927 |     4362364 |     7874300 |    21367791 |    29545409 |    62580741
    num cache misses                 |    11613496 |       361839 |    10421713 |    16828040 |    12248259 |     3965974 |    13239990 |    17922044 |    29086666 |    12581659 |    21302573 |     4058936 |     7525893 |    19013104 |     2895921 |     1978421
    miss rate                        |      70.62% |        2.11% |      75.51% |      39.67% |      73.06% |       5.74% |      52.69% |      79.66% |      64.99% |      69.37% |      83.46% |      93.04% |      95.58% |      88.98% |       9.80% |       3.16%
    mpki                             |       10.03 |         0.03 |       23.24 |        2.16 |       26.09 |        0.48 |        3.60 |       35.74 |       33.81 |        7.14 |       19.84 |        1.04 |       30.10 |       27.92 |        0.30 |        0.26
  Cache L3                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    13716019 |       378893 |    13801225 |    16879715 |    14756486 |     4263639 |    13711767 |    20087711 |    29086677 |    12588138 |    22892277 |     4172234 |     7546109 |    21367791 |     3015901 |     2203603
    num cache misses                 |    10242892 |       357267 |    10402954 |     1216587 |     8448699 |     1825384 |     4147499 |    12086230 |    26727603 |    12075312 |    21045532 |     4029302 |     7262065 |    18954867 |      690196 |     1248328
    miss rate                        |      74.68% |       94.29% |      75.38% |       7.21% |      57.25% |      42.81% |      30.25% |      60.17% |      91.89% |      95.93% |      91.93% |      96.57% |      96.24% |      88.71% |      22.89% |      56.65%
    mpki                             |        8.84 |         0.03 |       23.19 |        0.16 |       18.00 |        0.22 |        1.13 |       24.10 |       31.06 |        6.85 |       19.60 |        1.03 |       29.05 |       27.83 |        0.07 |        0.16
DRAM summary                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   195271615 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      469.52 |          inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      359.51 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
