                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1047114266 |   249999981 |   448563147 |  2253405466 |  1797014363 |  1011103528 |  2392978709 |  2732914905
  Cycles                             |  3388001600 |  3387998224 |  3388001287 |  3388001023 |  3388001045 |  3388001290 |  3388001469 |  3388002008
  IPC                                |        0.31 |        0.07 |        0.13 |        0.67 |        0.53 |        0.30 |        0.71 |        0.81
  Time (ns)                          |  1129333867 |  1129332742 |  1129333763 |  1129333675 |  1129333682 |  1129333764 |  1129333823 |  1129334003
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     9505798 |    58565837 |    74464798 |   344478228 |     2347334 |    62649635 |   110191938 |   219735265
  num incorrect                      |       63674 |     6500447 |     4507725 |    88285888 |       39780 |     2131038 |      915522 |    36913191
  misprediction rate                 |       0.67% |       9.99% |       5.71% |      20.40% |       1.67% |       3.29% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.05 |       39.18 |        0.02 |        2.11 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    92545351 |    21135842 |    75621657 |   293155719 |   205822463 |    96001228 |   183070992 |   400328047
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   285214354 |    86633855 |   135872512 |   758592360 |  1344318306 |   334776445 |  1376994279 |  1310242737
    num misses                       |      509803 |     1331657 |      162614 |     3358642 |    48624758 |     2687524 |      184899 |     7308799
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.62% |       0.80% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.06 |        2.66 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      509806 |     1349098 |      162618 |     3358661 |    48624764 |     2687546 |      184942 |     7308864
    num misses                       |      509422 |     1140467 |      162618 |      703432 |    34719435 |      264247 |       54057 |       46612
    miss rate                        |      99.92% |      84.54% |     100.00% |      20.94% |      71.40% |       9.83% |      29.23% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.32 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    92545351 |    21135842 |    75621657 |   293155719 |   205822463 |    96001228 |   183070992 |   400328047
    num cache misses                 |       67998 |      425032 |       10555 |     1711949 |      512841 |      244039 |      150831 |    12388753
    miss rate                        |       0.07% |       2.01% |       0.01% |       0.58% |       0.25% |       0.25% |       0.08% |       3.09%
    mpki                             |        0.06 |        1.70 |        0.02 |        0.76 |        0.29 |        0.24 |        0.06 |        4.53
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   285214354 |    86633855 |   135872512 |   758592360 |  1344318306 |   334776445 |  1376994279 |  1310242737
    num cache misses                 |    53774642 |     7461076 |    10414409 |     3489091 |    14935072 |    19332020 |    12934984 |    43769567
    miss rate                        |      18.85% |       8.61% |       7.66% |       0.46% |       1.11% |       5.77% |       0.94% |       3.34%
    mpki                             |       51.36 |       29.84 |       23.22 |        1.55 |        8.31 |       19.12 |        5.41 |       16.02
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    53842657 |     7913312 |    13802830 |     5975671 |    15492193 |    21145659 |    13179596 |    56314200
    num cache misses                 |    32668930 |     7484354 |    10424965 |     2507833 |    10642975 |     6628039 |     8106108 |     3004901
    miss rate                        |      60.67% |      94.58% |      75.53% |      41.97% |      68.70% |      31.34% |      61.50% |       5.34%
    mpki                             |       31.20 |       29.94 |       23.24 |        1.11 |        5.92 |        6.56 |        3.39 |        1.10
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    32668947 |     7512561 |    13802830 |     3301817 |    10688498 |     8243883 |     8218735 |     3181838
    num cache misses                 |    24459021 |     7477989 |    10424233 |     2504261 |    10548659 |     6578111 |     8068931 |     3000113
    miss rate                        |      74.87% |      99.54% |      75.52% |      75.84% |      98.69% |      79.79% |      98.18% |      94.29%
    mpki                             |       23.36 |       29.91 |       23.24 |        1.11 |        5.87 |        6.51 |        3.37 |        1.10
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   106322922 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      258.16 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      148.15 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
