                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5550271255 |  4010148839 |  3923244623 |  4584550275 |   967818106 |  2247968017 |  5774936589 |   249999989
  Cycles                             |  4108072127 |  4108072552 |  4108072311 |  4108072086 |  4108072907 |  4108072201 |  4108072200 |  4108067772
  IPC                                |        1.35 |        0.98 |        0.96 |        1.12 |        0.24 |        0.55 |        1.41 |        0.06
  Time (ns)                          |  1369357376 |  1369357518 |  1369357437 |  1369357362 |  1369357636 |  1369357401 |  1369357400 |  1369355924
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   492369863 |   434563669 |   504797817 |   261215009 |   163845105 |   136668200 |   265942464 |    43244780
  num incorrect                      |    82138830 |    66188008 |   117987404 |    44220000 |    15108508 |    82240037 |     2213165 |    11689069
  misprediction rate                 |      14.30% |      13.22% |      18.95% |      14.48% |       8.44% |      37.57% |       0.83% |      21.28%
  mpki                               |       14.80 |       16.51 |       30.07 |        9.65 |       15.61 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   630325422 |   472306033 |   550249946 |   515258669 |   112283681 |   268350898 |   441811727 |    23761816
    num misses                       |        1905 |          10 |         270 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2320656117 |  1803214055 |  1534278782 |  2154480036 |   335839418 |  1033404983 |  3323084194 |    88558906
    num misses                       |     1216868 |    17965167 |     2721238 |     1390889 |     5722524 |     7113377 |      447974 |    21160238
    miss rate                        |       0.05% |       1.00% |       0.18% |       0.06% |       1.70% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.48 |        0.69 |        0.30 |        5.91 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1218773 |    17965177 |     2721508 |     1390945 |     5722566 |     7113387 |      448017 |    21160241
    num misses                       |       38532 |     1585113 |      434792 |      219194 |     1551617 |     5656850 |      128655 |    10898485
    miss rate                        |       3.16% |       8.82% |      15.98% |      15.76% |      27.11% |      79.52% |      28.72% |      51.50%
    mpki                             |        0.01 |        0.40 |        0.11 |        0.05 |        1.60 |        2.52 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   630325422 |   472306033 |   550249946 |   515258669 |   112283681 |   268350898 |   441811727 |    23761816
    num cache misses                 |     8787460 |      349381 |    17088811 |     1530803 |      128256 |      151396 |      399837 |      190667
    miss rate                        |       1.39% |       0.07% |       3.11% |       0.30% |       0.11% |       0.06% |       0.09% |       0.80%
    mpki                             |        1.58 |        0.09 |        4.36 |        0.33 |        0.13 |        0.07 |        0.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2320656117 |  1803214055 |  1534278782 |  2154480036 |   335839418 |  1033404983 |  3323084194 |    88558906
    num cache misses                 |    21588703 |    57735495 |    19037437 |    13276092 |    39300374 |    16023917 |    31244220 |    28767275
    miss rate                        |       0.93% |       3.20% |       1.24% |       0.62% |      11.70% |       1.55% |       0.94% |      32.48%
    mpki                             |        3.89 |       14.40 |        4.85 |        2.90 |       40.61 |        7.13 |        5.41 |      115.07
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    30462541 |    58739220 |    37029319 |    14841339 |    43595936 |    17979450 |    31680639 |    32698484
    num cache misses                 |    12364079 |    40813981 |    16406577 |    10505567 |    34770024 |    15050544 |    21872991 |    24348307
    miss rate                        |      40.59% |      69.48% |      44.31% |      70.79% |      79.76% |      83.71% |      69.04% |      74.46%
    mpki                             |        2.23 |       10.18 |        4.18 |        2.29 |       35.93 |        6.70 |        3.79 |       97.39
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12453994 |    41504146 |    17313593 |    10543966 |    38938974 |    17053203 |    21912002 |    28114841
    num cache misses                 |     1716772 |     6903812 |     2560104 |     7156393 |    23001087 |     6396768 |    10325867 |    18110347
    miss rate                        |      13.78% |      16.63% |      14.79% |      67.87% |      59.07% |      37.51% |      47.12% |      64.42%
    mpki                             |        0.31 |        1.72 |        0.65 |        1.56 |       23.77 |        2.85 |        1.79 |       72.44
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   111703249 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      163.85 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       53.84 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      81.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
