                                     | Core 0       | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7     
  Instructions                       |  12058247606 |  1830010867 |   249999989 |  2317781481 |   837592753 |  12880807991 |  5754364865 |  6972440093
  Cycles                             |   6842203200 |  6842203168 |  6842198703 |  6842203470 |  6842203524 |   6842203098 |  6842203698 |  6842203049
  IPC                                |         1.76 |        0.27 |        0.04 |        0.34 |        0.12 |         1.88 |        0.84 |        1.02
  Time (ns)                          |   2280734400 |  2280734390 |  2280732901 |  2280734490 |  2280734508 |   2280734366 |  2280734566 |  2280734350
Branch predictor stats               |              |             |             |             |             |              |             |            
  num correct                        |    687082848 |    16613173 |    43244780 |   124023299 |   115298688 |    593169216 |   867886781 |   464550828
  num incorrect                      |    116192082 |      111284 |    11689069 |     2901657 |    15802268 |      4935570 |    97553534 |    79717894
  misprediction rate                 |       14.46% |       0.67% |      21.28% |       2.29% |      12.05% |        0.83% |      10.10% |      14.65%
  mpki                               |         9.64 |        0.06 |       46.76 |        1.25 |       18.87 |         0.38 |       16.95 |       11.43
TLB Summary                          |              |             |             |             |             |              |             |            
  I-TLB                              |              |             |             |             |             |              |             |            
    num accesses                     |   1353869616 |   161738693 |    23761816 |   231680216 |   146789292 |    985441542 |   921318539 |   846041398
    num misses                       |           56 |           3 |           3 |          47 |         101 |           43 |       33471 |          18
    miss rate                        |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00%
    mpki                             |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.01 |        0.00
  D-TLB                              |              |             |             |             |             |              |             |            
    num accesses                     |   5666674928 |   498462721 |    88558906 |   803719029 |   390365502 |   7412039848 |  2317548837 |  2939926195
    num misses                       |      3662840 |      890961 |    21160875 |     1229455 |    15206193 |      1000257 |    12928045 |    20859708
    miss rate                        |        0.06% |       0.18% |      23.89% |       0.15% |       3.90% |        0.01% |       0.56% |       0.71%
    mpki                             |         0.30 |        0.49 |       84.64 |        0.53 |       18.15 |         0.08 |        2.25 |        2.99
  L2 TLB                             |              |             |             |             |             |              |             |            
    num accesses                     |      3662896 |      890964 |    21160878 |     1229502 |    15206294 |      1000300 |    12961516 |    20859726
    num misses                       |       577438 |      890291 |    10898986 |      381617 |     4570162 |       286489 |     1842128 |      159609
    miss rate                        |       15.76% |      99.92% |      51.51% |      31.04% |      30.05% |       28.64% |      14.21% |       0.77%
    mpki                             |         0.05 |        0.49 |       43.60 |        0.16 |        5.46 |         0.02 |        0.32 |        0.02
Cache Summary                        |              |             |             |             |             |              |             |            
  Cache L1-I                         |              |             |             |             |             |              |             |            
    num cache accesses               |   1353869616 |   161738693 |    23761816 |   231680216 |   146789292 |    985441542 |   921318539 |   846041398
    num cache misses                 |      3959115 |     1283754 |      223096 |      270807 |     3445271 |       890736 |    17538287 |     9445500
    miss rate                        |        0.29% |       0.79% |       0.94% |       0.12% |       2.35% |        0.09% |       1.90% |       1.12%
    mpki                             |         0.33 |        0.70 |        0.89 |        0.12 |        4.11 |         0.07 |        3.05 |        1.35
  Cache L1-D                         |              |             |             |             |             |              |             |            
    num cache accesses               |   5666674928 |   498462721 |    88558906 |   803719029 |   390365502 |   7412039848 |  2317548837 |  2939926195
    num cache misses                 |     34827199 |    94129124 |    28932761 |    28591047 |    22716946 |     69696479 |    21803466 |    17902335
    miss rate                        |        0.61% |      18.88% |      32.67% |       3.56% |       5.82% |        0.94% |       0.94% |       0.61%
    mpki                             |         2.89 |       51.44 |      115.73 |       12.34 |       27.12 |         5.41 |        3.79 |        2.57
  Cache L2                           |              |             |             |             |             |              |             |            
    num cache accesses               |     38791280 |    95416207 |    33350655 |    33233552 |    32030558 |     70602085 |    40123904 |    28174361
    num cache misses                 |     27309049 |    62872392 |    25317299 |    24537125 |    22747837 |     48807890 |    21282106 |     9468234
    miss rate                        |       70.40% |      65.89% |      75.91% |      73.83% |      71.02% |       69.13% |      53.04% |      33.61%
    mpki                             |         2.26 |       34.36 |      101.27 |       10.59 |       27.16 |         3.79 |        3.70 |        1.36
  Cache L3                           |              |             |             |             |             |              |             |            
    num cache accesses               |     27314260 |    62875721 |    29539229 |    29065321 |    28628202 |     48823258 |    22067538 |    10328026
    num cache misses                 |       555362 |    57830931 |    23033084 |    22682905 |    19255731 |      4046026 |     7045406 |     6583990
    miss rate                        |        2.03% |      91.98% |      77.97% |      78.04% |      67.26% |        8.29% |      31.93% |      63.75%
    mpki                             |         0.05 |       31.60 |       92.13 |        9.79 |       22.99 |         0.31 |        1.22 |        0.94
DRAM summary                         |              |             |             |             |             |              |             |            
  num dram accesses                  |    213611701 |           0 |           0 |           0 |           0 |            0 |           0 |           0
  average dram access latency (ns)   |       233.67 |         inf |         inf |         inf |         inf |          inf |         inf |         inf
  average dram queueing delay        |       123.66 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       93.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00%
Coherency Traffic                    |              |             |             |             |             |              |             |            
  num loads from dram                |            0 |           0 |           0 |           0 |           0 |            0 |           0 |           0
  num loads from dram cache          |            0 |           0 |           0 |           0 |           0 |            0 |           0 |           0
  num loads from remote cache        |            0 |           0 |           0 |           0 |           0 |            0 |           0 |           0
