                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  648026280 |  249999898 |  384397289 |  479009044
  Cycles                             |  766848544 |  766847257 |  766848609 |  766848488
  IPC                                |       0.85 |       0.33 |       0.50 |       0.62
  Time (ns)                          |  255616181 |  255615752 |  255616203 |  255616163
Branch predictor stats               |            |            |            |           
  num correct                        |     840782 |    4856955 |   23425985 |   71807908
  num incorrect                      |      14250 |    6669357 |     859002 |   16215136
  misprediction rate                 |      1.67% |     57.86% |      3.54% |     18.42%
  mpki                               |       0.02 |      26.68 |       2.23 |      33.85
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   74238668 |   27532058 |   36692397 |   67229820
    num misses                       |          6 |         14 |         22 |        169
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  484721680 |   93614435 |  128909689 |  186699135
    num misses                       |   17511373 |     661938 |    1062734 |    1002554
    miss rate                        |      3.61% |      0.71% |      0.82% |      0.54%
    mpki                             |      27.02 |       2.65 |       2.76 |       2.09
  L2 TLB                             |            |            |            |           
    num accesses                     |   17511379 |     661952 |    1062756 |    1002723
    num misses                       |   12576626 |     661946 |      91339 |     100084
    miss rate                        |     71.82% |    100.00% |      8.59% |      9.98%
    mpki                             |      19.41 |       2.65 |       0.24 |       0.21
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   74238668 |   27532058 |   36692397 |   67229820
    num cache misses                 |     340054 |      19297 |     259956 |    3976929
    miss rate                        |      0.46% |      0.07% |      0.71% |      5.92%
    mpki                             |       0.52 |       0.08 |       0.68 |       8.30
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  484721680 |   93614435 |  128909689 |  186699135
    num cache misses                 |    5332855 |    7294916 |    7485845 |    3505954
    miss rate                        |      1.10% |      7.79% |      5.81% |      1.88%
    mpki                             |       8.23 |      29.18 |      19.47 |       7.32
  Cache L2                           |            |            |            |           
    num cache accesses               |    5678468 |    8259163 |    8311692 |    7671010
    num cache misses                 |    4014580 |    7314213 |    3667638 |    3404345
    miss rate                        |     70.70% |     88.56% |     44.13% |     44.38%
    mpki                             |       6.20 |      29.26 |       9.54 |       7.11
  Cache L3                           |            |            |            |           
    num cache accesses               |    4020221 |    8259163 |    4240172 |    3592879
    num cache misses                 |    3429595 |    7291591 |    2116956 |    1152937
    miss rate                        |     85.31% |     88.28% |     49.93% |     32.09%
    mpki                             |       5.29 |      29.17 |       5.51 |       2.41
DRAM summary                         |            |            |            |           
  num dram accesses                  |   19324212 |          0 |          0 |          0
  average dram access latency (ns)   |     156.47 |        inf |        inf |        inf
  average dram queueing delay        |      46.46 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     75.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
