                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  332338799 |  488757366 |  249999888 |  974655293
  Cycles                             |  838860196 |  838860195 |  838856358 |  838860003
  IPC                                |       0.40 |       0.58 |       0.30 |       1.16
  Time (ns)                          |  279620065 |  279620065 |  279618786 |  279620001
Branch predictor stats               |            |            |            |           
  num correct                        |    3007642 |   39287682 |   19818647 |   64913932
  num incorrect                      |      20128 |    6598977 |    1620730 |   11114025
  misprediction rate                 |      0.66% |     14.38% |      7.56% |     14.62%
  mpki                               |       0.06 |      13.50 |       6.48 |      11.40
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   29371948 |   71597886 |   20925725 |  118206883
    num misses                       |          3 |         65 |         42 |         18
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   90394188 |  234297242 |   68803936 |  410611708
    num misses                       |     161033 |    1307721 |     336513 |    2871126
    miss rate                        |      0.18% |      0.56% |      0.49% |      0.70%
    mpki                             |       0.48 |       2.68 |       1.35 |       2.95
  L2 TLB                             |            |            |            |           
    num accesses                     |     161036 |    1307786 |     336555 |    2871144
    num misses                       |     160915 |       8405 |     104710 |      22006
    miss rate                        |     99.92% |      0.64% |     31.11% |      0.77%
    mpki                             |       0.48 |       0.02 |       0.42 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   29371948 |   71597886 |   20925725 |  118206883
    num cache misses                 |      94323 |    2435840 |      31103 |    1274557
    miss rate                        |      0.32% |      3.40% |      0.15% |      1.08%
    mpki                             |       0.28 |       4.98 |       0.12 |       1.31
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   90394188 |  234297242 |   68803936 |  410611708
    num cache misses                 |   16994608 |    8036859 |    3683286 |    2350141
    miss rate                        |     18.80% |      3.43% |      5.35% |      0.57%
    mpki                             |      51.14 |      16.44 |      14.73 |       2.41
  Cache L2                           |            |            |            |           
    num cache accesses               |   17088936 |   10545826 |    3759948 |    3732708
    num cache misses                 |   10400883 |    1547930 |    3290199 |     994889
    miss rate                        |     60.86% |     14.68% |     87.51% |     26.65%
    mpki                             |      31.30 |       3.17 |      13.16 |       1.02
  Cache L3                           |            |            |            |           
    num cache accesses               |   10400888 |    1633273 |    3335839 |    1107541
    num cache misses                 |   10294839 |    1492811 |    3275633 |     988116
    miss rate                        |     98.98% |     91.40% |     98.20% |     89.22%
    mpki                             |      30.98 |       3.05 |      13.10 |       1.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |   24533215 |          0 |          0 |          0
  average dram access latency (ns)   |     154.40 |        inf |        inf |        inf
  average dram queueing delay        |      44.39 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     87.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
