                                   | Core 0     
  Instructions                     |   499999985
  Cycles                           |  4740101050
  IPC                              |        0.11
  Time (ns)                        |  1580033684
Branch predictor stats             |            
  num correct                      |    85483294
  num incorrect                    |    23905408
  misprediction rate               |      21.85%
  mpki                             |       47.81
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    49168056
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   179145716
    num misses                     |    42006676
    miss rate                      |      23.45%
    mpki                           |       84.01
  L2 TLB                           |            
    num accesses                   |    42006679
    num misses                     |    21919780
    miss rate                      |      52.18%
    mpki                           |       43.84
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    49168056
    num cache misses               |      383497
    miss rate                      |       0.78%
    mpki                           |        0.77
  Cache L1-D                       |            
    num cache accesses             |   179145716
    num cache misses               |    57252770
    miss rate                      |      31.96%
    mpki                           |      114.51
  Cache L2                         |            
    num cache accesses             |    65151961
    num cache misses               |    48142805
    miss rate                      |      73.89%
    mpki                           |       96.29
  Cache L3                         |            
    num cache accesses             |    55719667
    num cache misses               |    40089267
    miss rate                      |      71.95%
    mpki                           |       80.18
DRAM summary                       |            
  num dram accesses                |    48366839
  average dram access latency (ns) |       72.12
  average dram queueing delay      |        7.10
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
