                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1285427181 |   249999989 |   916478681 |  2917982942
  Cycles                             |  3678148826 |  3678144864 |  3678148930 |  3678148733
  IPC                                |        0.35 |        0.07 |        0.25 |        0.79
  Time (ns)                          |  1226049609 |  1226048288 |  1226049644 |  1226049578
Branch predictor stats               |             |             |             |            
  num correct                        |   101867169 |    43244780 |   154379934 |   316711213
  num incorrect                      |     8329463 |    11689069 |    14294695 |    48404567
  misprediction rate                 |       7.56% |      21.28% |       8.47% |      13.26%
  mpki                               |        6.48 |       46.76 |       15.60 |       16.59
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   107844547 |    23761816 |   106320650 |   343729680
    num misses                       |          42 |           3 |          42 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   353753957 |    88558906 |   319768817 |  1309641704
    num misses                       |     1727272 |    21160201 |     5539216 |    13319658
    miss rate                        |       0.49% |      23.89% |       1.73% |       1.02%
    mpki                             |        1.34 |       84.64 |        6.04 |        4.56
  L2 TLB                             |             |             |             |            
    num accesses                     |     1727314 |    21160204 |     5539258 |    13319668
    num misses                       |      538528 |    10898499 |     1494328 |     1184502
    miss rate                        |      31.18% |      51.50% |      26.98% |       8.89%
    mpki                             |        0.42 |       43.59 |        1.63 |        0.41
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   107844547 |    23761816 |   106320650 |   343729680
    num cache misses                 |      206143 |      190389 |      123431 |      255578
    miss rate                        |       0.19% |       0.80% |       0.12% |       0.07%
    mpki                             |        0.16 |        0.76 |        0.13 |        0.09
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   353753957 |    88558906 |   319768817 |  1309641704
    num cache misses                 |    18949804 |    28763782 |    37494339 |    42323778
    miss rate                        |       5.36% |      32.48% |      11.73% |       3.23%
    mpki                             |       14.74 |      115.06 |       40.91 |       14.50
  Cache L2                           |             |             |             |            
    num cache accesses               |    19325388 |    32674239 |    41857942 |    43130629
    num cache misses                 |    17769154 |    24351783 |    33182494 |    29808931
    miss rate                        |      91.95% |      74.53% |      79.27% |      69.11%
    mpki                             |       13.82 |       97.41 |       36.21 |       10.22
  Cache L3                           |             |             |             |            
    num cache accesses               |    17938994 |    28097646 |    37424388 |    30389757
    num cache misses                 |    15658285 |    17938161 |    23066069 |    11443635
    miss rate                        |      87.29% |      63.84% |      61.63% |      37.66%
    mpki                             |       12.18 |       71.75 |       25.17 |        3.92
DRAM summary                         |             |             |             |            
  num dram accesses                  |    88089106 |           0 |           0 |           0
  average dram access latency (ns)   |      142.05 |         inf |         inf |         inf
  average dram queueing delay        |       32.04 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      71.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
