                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   310424253 |   473442810 |   249999876 |   538066562
  Cycles                             |  1949804197 |  1949809482 |  1949802506 |  1949806029
  IPC                                |        0.16 |        0.24 |        0.13 |        0.28
  Time (ns)                          |   649934732 |   649936494 |   649934169 |   649935343
Branch predictor stats               |             |             |             |            
  num correct                        |    17047788 |    70639428 |     8515508 |      699053
  num incorrect                      |      398660 |    16178969 |     3973583 |       11848
  misprediction rate                 |       2.29% |      18.64% |      31.82% |       1.67%
  mpki                               |        1.28 |       34.17 |       15.89 |        0.02
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    31742327 |    66745612 |    19582128 |    61638843
    num misses                       |          47 |         167 |           3 |           6
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   107679813 |   184707385 |   107816592 |   402481515
    num misses                       |      162341 |      990140 |      111968 |    14527684
    miss rate                        |       0.15% |       0.54% |       0.10% |       3.61%
    mpki                             |        0.52 |        2.09 |        0.45 |       27.00
  L2 TLB                             |             |             |             |            
    num accesses                     |      162388 |      990307 |      111971 |    14527690
    num misses                       |       54763 |       94822 |       76686 |    10370166
    miss rate                        |      33.72% |       9.58% |      68.49% |      71.38%
    mpki                             |        0.18 |        0.20 |        0.31 |       19.27
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    31742327 |    66745612 |    19582128 |    61638843
    num cache misses                 |       18748 |     3875745 |       13670 |      139452
    miss rate                        |       0.06% |       5.81% |       0.07% |       0.23%
    mpki                             |        0.06 |        8.19 |        0.05 |        0.26
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   107679813 |   184707385 |   107816592 |   402481515
    num cache misses                 |     3899398 |     3011450 |     5526337 |     4419567
    miss rate                        |       3.62% |       1.63% |       5.13% |       1.10%
    mpki                             |       12.56 |        6.36 |       22.11 |        8.21
  Cache L2                           |             |             |             |            
    num cache accesses               |     4433432 |     7056513 |     5938983 |     4565889
    num cache misses                 |     3081387 |     2595634 |     4928685 |     3099054
    miss rate                        |      69.50% |      36.78% |      82.99% |      67.87%
    mpki                             |        9.93 |        5.48 |       19.71 |        5.76
  Cache L3                           |             |             |             |            
    num cache accesses               |     3617513 |     2765265 |     5327661 |     3106001
    num cache misses                 |     2874895 |     1040098 |     4914173 |     2956946
    miss rate                        |      79.47% |      37.61% |      92.24% |      95.20%
    mpki                             |        9.26 |        2.20 |       19.66 |        5.50
DRAM summary                         |             |             |             |            
  num dram accesses                  |    14653040 |           0 |           0 |           0
  average dram access latency (ns)   |      683.17 |         inf |         inf |         inf
  average dram queueing delay        |      543.13 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      90.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
