                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   510915348 |   249999989 |  3116628843 |  3012903341
  Cycles                             |  3307532028 |  3307529053 |  3307531882 |  3307531924
  IPC                                |        0.15 |        0.08 |        0.94 |        0.91
  Time (ns)                          |  1102510676 |  1102509684 |  1102510627 |  1102510641
Branch predictor stats               |             |             |             |            
  num correct                        |   119726314 |    43244780 |     4063440 |   460502043
  num incorrect                      |    13295728 |    11689069 |       68862 |   118086086
  misprediction rate                 |      10.00% |      21.28% |       1.67% |      20.41%
  mpki                               |       26.02 |       46.76 |        0.02 |       39.19
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    43174867 |    23761816 |   356987598 |   391993784
    num misses                       |       35043 |           3 |           6 |          19
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   176995780 |    88558906 |  2331425343 |  1014185936
    num misses                       |     2696626 |    21160350 |    84211569 |     4492998
    miss rate                        |       1.52% |      23.89% |       3.61% |       0.44%
    mpki                             |        5.28 |       84.64 |       27.02 |        1.49
  L2 TLB                             |             |             |             |            
    num accesses                     |     2731669 |    21160353 |    84211575 |     4493017
    num misses                       |     2309511 |    10898511 |    60217565 |      940573
    miss rate                        |      84.55% |      51.50% |      71.51% |      20.93%
    mpki                             |        4.52 |       43.59 |       19.32 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    43174867 |    23761816 |   356987598 |   391993784
    num cache misses                 |      698468 |       55107 |      323063 |     1610359
    miss rate                        |       1.62% |       0.23% |       0.09% |       0.41%
    mpki                             |        1.37 |        0.22 |        0.10 |        0.53
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   176995780 |    88558906 |  2331425343 |  1014185936
    num cache misses                 |    15143197 |    28769158 |    25509804 |     4028712
    miss rate                        |       8.56% |      32.49% |       1.09% |       0.40%
    mpki                             |       29.64 |      115.08 |        8.19 |        1.34
  Cache L2                           |             |             |             |            
    num cache accesses               |    15880804 |    32561397 |    25840747 |     6536454
    num cache misses                 |    14996665 |    20399965 |    17234223 |     1986687
    miss rate                        |      94.43% |      62.65% |      66.69% |      30.39%
    mpki                             |       29.35 |       81.60 |        5.53 |        0.66
  Cache L3                           |             |             |             |            
    num cache accesses               |    15037699 |    24209588 |    17242584 |     2905326
    num cache misses                 |    14693865 |    17465687 |    16674247 |     1948823
    miss rate                        |      97.71% |      72.14% |      96.70% |      67.08%
    mpki                             |       28.76 |       69.86 |        5.35 |        0.65
DRAM summary                         |             |             |             |            
  num dram accesses                  |    61029229 |           0 |           0 |           0
  average dram access latency (ns)   |      125.44 |         inf |         inf |         inf
  average dram queueing delay        |       15.43 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      55.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
