                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999979 |  379781695 |  276101897 |  461978343
  Cycles                             |  253944373 |  253947698 |  253947988 |  253947680
  IPC                                |       0.98 |       1.50 |       1.09 |       1.82
  Time (ns)                          |   84648124 |   84649233 |   84649329 |   84649227
Branch predictor stats               |            |            |            |           
  num correct                        |   38222132 |   30602652 |    6403661 |   58015953
  num incorrect                      |    9793313 |    5114761 |     954265 |    6516668
  misprediction rate                 |     20.40% |     14.32% |     12.97% |     10.10%
  mpki                               |      39.17 |      13.47 |       3.46 |      14.11
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   32523298 |   55683266 |   26775370 |   71453666
    num misses                       |         19 |         65 |         62 |        358
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   84159510 |  182082308 |  139814075 |  187079131
    num misses                       |     372545 |    1025420 |     324105 |      54683
    miss rate                        |      0.44% |      0.56% |      0.23% |      0.03%
    mpki                             |       1.49 |       2.70 |       1.17 |       0.12
  L2 TLB                             |            |            |            |           
    num accesses                     |     372564 |    1025485 |     324167 |      55041
    num misses                       |      78121 |       6285 |       4676 |       1799
    miss rate                        |     20.97% |      0.61% |      1.44% |      3.27%
    mpki                             |       0.31 |       0.02 |       0.02 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   32523298 |   55683266 |   26775370 |   71453666
    num cache misses                 |     164667 |    1847871 |      53146 |    1523018
    miss rate                        |      0.51% |      3.32% |      0.20% |      2.13%
    mpki                             |       0.66 |       4.87 |       0.19 |       3.30
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   84159510 |  182082308 |  139814075 |  187079131
    num cache misses                 |     343075 |    6163092 |    2334541 |    1442395
    miss rate                        |      0.41% |      3.38% |      1.67% |      0.77%
    mpki                             |       1.37 |      16.23 |       8.46 |       3.12
  Cache L2                           |            |            |            |           
    num cache accesses               |     573761 |    8011379 |    2402350 |    2967442
    num cache misses                 |     224273 |    1190169 |    1162669 |     195615
    miss rate                        |     39.09% |     14.86% |     48.40% |      6.59%
    mpki                             |       0.90 |       3.13 |       4.21 |       0.42
  Cache L3                           |            |            |            |           
    num cache accesses               |     291393 |    1190677 |    1177357 |     197645
    num cache misses                 |      85998 |      10063 |     129038 |      43450
    miss rate                        |     29.51% |      0.85% |     10.96% |     21.98%
    mpki                             |       0.34 |       0.03 |       0.47 |       0.09
DRAM summary                         |            |            |            |           
  num dram accesses                  |     371945 |          0 |          0 |          0
  average dram access latency (ns)   |     110.84 |        inf |        inf |        inf
  average dram queueing delay        |       0.83 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
