                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  278062524 |  360045315 |  540118095 |  618896350 |  398179672 |  278219583 |  670554039 |  249999884
  Cycles                             |  395301009 |  395301015 |  395301000 |  395301000 |  395301000 |  395300817 |  395301319 |  395298035
  IPC                                |       0.70 |       0.91 |       1.37 |       1.57 |       1.01 |       0.70 |       1.70 |       0.63
  Time (ns)                          |  131767003 |  131767005 |  131767000 |  131767000 |  131767000 |  131766939 |  131767107 |  131766012
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   16891321 |   54978911 |   43448043 |   35666861 |   17408319 |   42194395 |   44955174 |   13325983
  num incorrect                      |   10164745 |   14216649 |    7303945 |    6102260 |   16649563 |    9161358 |    7596972 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.39% |     14.61% |     48.89% |     17.84% |     14.46% |      2.29%
  mpki                               |      36.56 |      39.49 |      13.52 |       9.86 |      41.81 |      32.93 |      11.33 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33160705 |   46903744 |   79147928 |   70151302 |   29793589 |   38549110 |   81211471 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  127941100 |  121023193 |  258960493 |  289809429 |  113376453 |  108176223 |  282022136 |   86640605
    num misses                       |     877040 |     536217 |    1447994 |     184370 |       4854 |     581671 |    1930049 |     132921
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.06% |      0.00% |      0.54% |      0.68% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.30 |       0.01 |       2.09 |       2.88 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     877050 |     536236 |    1448059 |     184426 |       4906 |     581811 |    1930067 |     132968
    num misses                       |     696304 |     111960 |       9273 |      29061 |       4288 |      53225 |      14426 |      40814
    miss rate                        |     79.39% |     20.88% |      0.64% |     15.76% |     87.40% |      9.15% |      0.75% |     30.69%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33160705 |   46903744 |   79147928 |   70151302 |   29793589 |   38549110 |   81211471 |   24892730
    num cache misses                 |      19280 |     273599 |    2635739 |     198128 |      15720 |    2279262 |     723083 |      25028
    miss rate                        |      0.06% |      0.58% |      3.33% |      0.28% |      0.05% |      5.91% |      0.89% |      0.10%
    mpki                             |       0.07 |       0.76 |       4.88 |       0.32 |       0.04 |       8.19 |       1.08 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  127941100 |  121023193 |  258960493 |  289809429 |  113376453 |  108176223 |  282022136 |   86640605
    num cache misses                 |    1994102 |     530144 |    8809170 |    1753089 |     308826 |    2402397 |    1417791 |    3051883
    miss rate                        |      1.56% |      0.44% |      3.40% |      0.60% |      0.27% |      2.22% |      0.50% |      3.52%
    mpki                             |       7.17 |       1.47 |      16.31 |       2.83 |       0.78 |       8.63 |       2.11 |      12.21
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2202667 |     911395 |   11450537 |    1952369 |     350273 |    4792139 |    2157588 |    3525147
    num cache misses                 |    1875624 |     407752 |    1850151 |    1370100 |     306761 |    2364023 |     301117 |    2478396
    miss rate                        |     85.15% |     44.74% |     16.16% |     70.18% |     87.58% |     49.33% |     13.96% |     70.31%
    mpki                             |       6.75 |       1.13 |       3.43 |       2.21 |       0.77 |       8.50 |       0.45 |       9.91
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2086554 |     517638 |    1856941 |    1371377 |     332989 |    2474739 |     318233 |    2934659
    num cache misses                 |     572773 |     233126 |     124170 |     345030 |     304911 |     626410 |     124246 |    2179012
    miss rate                        |     27.45% |     45.04% |      6.69% |     25.16% |     91.57% |     25.31% |     39.04% |     74.25%
    mpki                             |       2.06 |       0.65 |       0.23 |       0.56 |       0.77 |       2.25 |       0.19 |       8.72
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    6545774 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     120.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      10.27 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     49.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
