                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14      | Core 15    
  Instructions                       |  1169552305 |  11022419406 |   451403836 |  8587229769 |   470604834 |  8874297428 |  3879353458 |   703513102 |   853761487 |  1720423890 |  1084148369 |  3946367071 |   249999981 |   684098114 |  10150423174 |  7778017900
  Cycles                             |  5942576155 |   5942575330 |  5942576433 |  5942575425 |  5942575321 |  5942577297 |  5942575307 |  5942576212 |  5942575514 |  5942576940 |  5942575326 |  5942576707 |  5942571516 |  5942576652 |   5942575293 |  5942575361
  IPC                                |        0.20 |         1.85 |        0.08 |        1.45 |        0.08 |        1.49 |        0.65 |        0.12 |        0.14 |        0.29 |        0.18 |        0.66 |        0.04 |        0.12 |         1.71 |        1.31
  Time (ns)                          |  1980858718 |   1980858443 |  1980858811 |  1980858475 |  1980858440 |  1980859099 |  1980858436 |  1980858737 |  1980858505 |  1980858980 |  1980858442 |  1980858902 |  1980857172 |  1980858884 |   1980858431 |  1980858454
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
  num correct                        |    62358065 |   2034193102 |    74935377 |   761551895 |    64707822 |  1183449075 |   585143216 |   118727027 |     7741491 |    39543520 |    35386443 |   210924665 |    58565837 |    12630604 |    676524554 |   343297217
  num incorrect                      |     1458875 |    138770314 |     4546572 |   127101384 |     8891803 |   119368093 |    65713782 |    10988618 |       51836 |      704937 |    16691118 |   150622680 |     6500447 |    17612513 |    116049077 |    19491819
  misprediction rate                 |       2.29% |        6.39% |       5.72% |      14.30% |      12.08% |       9.16% |      10.10% |       8.47% |       0.67% |       1.75% |      32.05% |      41.66% |       9.99% |      58.24% |       14.64% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.07 |       14.80 |       18.89 |       13.45 |       16.94 |       15.62 |        0.06 |        0.41 |       15.40 |       38.17 |       26.00 |       25.75 |        11.43 |        2.51
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
    num accesses                     |   116804301 |   1807400964 |    76131083 |   975256504 |    82431233 |  1330106117 |   621023306 |    81592402 |    75456024 |   153892393 |    84623829 |   319602044 |    21135842 |    73992384 |   1231613544 |   740825811
    num misses                       |          47 |           39 |           4 |        2908 |          92 |        5734 |       22778 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |           18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |        0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |         0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
    num accesses                     |   408397391 |   3592190147 |   136656074 |  3590594492 |   219306509 |  3460186485 |  1562012716 |   244774030 |   232424549 |   676431853 |   476267875 |  1161045687 |    86633855 |   248887165 |   4279877326 |  2365236769
    num misses                       |      627181 |           23 |      163609 |     1888060 |     8537043 |     1074964 |     8689728 |     4210983 |      414910 |      359357 |      488824 |       68989 |     1331665 |     1723059 |     30387603 |      757969
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.56% |       1.72% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |        0.71% |       0.03%
    mpki                             |        0.54 |         0.00 |        0.36 |        0.22 |       18.14 |        0.12 |        2.24 |        5.99 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |         2.99 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
    num accesses                     |      627228 |           62 |      163613 |     1890968 |     8537135 |     1080698 |     8712506 |     4211025 |      414913 |      359361 |      488827 |       69041 |     1349106 |     1723073 |     30387621 |      757977
    num misses                       |      194059 |           62 |      163613 |       59603 |     2548581 |       31365 |     1242050 |     1137767 |      414599 |      188229 |      331967 |       61435 |     1140470 |     1723054 |       231948 |       18844
    miss rate                        |      30.94% |      100.00% |     100.00% |       3.15% |      29.85% |       2.90% |      14.26% |      27.02% |      99.92% |      52.38% |      67.91% |      88.98% |      84.54% |     100.00% |        0.76% |       2.49%
    mpki                             |        0.17 |         0.00 |        0.36 |        0.01 |        5.42 |        0.00 |        0.32 |        1.62 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |         0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
    num cache accesses               |   116804301 |   1807400964 |    76131083 |   975256504 |    82431233 |  1330106117 |   621023306 |    81592402 |    75456024 |   153892393 |    84623829 |   319602044 |    21135842 |    73992384 |   1231613544 |   740825811
    num cache misses                 |      117606 |     16944580 |       12691 |    13347246 |     1797044 |    27372197 |    11751672 |       91734 |      586310 |      223529 |      123276 |       47665 |      411078 |       54799 |     10473761 |      112858
    miss rate                        |       0.10% |        0.94% |       0.02% |       1.37% |       2.18% |       2.06% |       1.89% |       0.11% |       0.78% |       0.15% |       0.15% |       0.01% |       1.94% |       0.07% |        0.85% |       0.02%
    mpki                             |        0.10 |         1.54 |        0.03 |        1.55 |        3.82 |        3.08 |        3.03 |        0.13 |        0.69 |        0.13 |        0.11 |        0.01 |        1.64 |        0.08 |         1.03 |        0.01
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
    num cache accesses               |   408397391 |   3592190147 |   136656074 |  3590594492 |   219306509 |  3460186485 |  1562012716 |   244774030 |   232424549 |   676431853 |   476267875 |  1161045687 |    86633855 |   248887165 |   4279877326 |  2365236769
    num cache misses                 |    14400333 |       174660 |    10473712 |    33145834 |    12505149 |    47456622 |    14543647 |    28563870 |    43832498 |    17504748 |    24046127 |     4117437 |     7460377 |    19014337 |     19956593 |    62732233
    miss rate                        |       3.53% |        0.00% |       7.66% |       0.92% |       5.70% |       1.37% |       0.93% |      11.67% |      18.86% |       2.59% |       5.05% |       0.35% |       8.61% |       7.64% |        0.47% |       2.65%
    mpki                             |       12.31 |         0.02 |       23.20 |        3.86 |       26.57 |        5.35 |        3.75 |       40.60 |       51.34 |       10.17 |       22.18 |        1.04 |       29.84 |       27.79 |         1.97 |        8.07
  Cache L2                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
    num cache accesses               |    16539929 |     17153809 |    13883091 |    46510617 |    16787192 |    75069168 |    26724689 |    30248893 |    44418862 |    17750506 |    25760166 |     4215753 |     7894075 |    21423731 |     30473687 |    63070626
    num cache misses                 |    11730093 |       328648 |    10486403 |    18383607 |    12293303 |     4252570 |    14104785 |    25295620 |    28900756 |    12485132 |    21513260 |     4006675 |     7552123 |    19069136 |      2591945 |     1971448
    miss rate                        |      70.92% |        1.92% |      75.53% |      39.53% |      73.23% |       5.66% |      52.78% |      83.62% |      65.06% |      70.34% |      83.51% |      95.04% |      95.67% |      89.01% |        8.51% |       3.13%
    mpki                             |       10.03 |         0.03 |       23.23 |        2.14 |       26.12 |        0.48 |        3.64 |       35.96 |       33.85 |        7.26 |       19.84 |        1.02 |       30.21 |       27.87 |         0.26 |        0.25
  Cache L3                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
    num cache accesses               |    13789742 |       363218 |    13883091 |    18401192 |    14782141 |     4493264 |    14535853 |    26889747 |    28900810 |    12517915 |    23104023 |     4058695 |     7575325 |    21423731 |      2635827 |     2198826
    num cache misses                 |    10328623 |       305326 |    10467694 |      497187 |     8406048 |     1481016 |     3986220 |    10576252 |    26561621 |    12016190 |    21264222 |     3976075 |     7321260 |    19011389 |       323637 |     1181951
    miss rate                        |      74.90% |       84.06% |      75.40% |       2.70% |      56.87% |      32.96% |      27.42% |      39.33% |      91.91% |      95.99% |      92.04% |      97.96% |      96.65% |      88.74% |       12.28% |      53.75%
    mpki                             |        8.83 |         0.03 |       23.19 |        0.06 |       17.86 |        0.17 |        1.03 |       15.03 |       31.11 |        6.98 |       19.61 |        1.01 |       29.29 |       27.79 |         0.03 |        0.15
DRAM summary                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |              |            
  num dram accesses                  |   190936874 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0 |           0
