                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1323356836 |  2375687829 |  1893438118 |  1650314988 |   948985719 |   566210965 |  1448867111 |   290827484 |  2311740536 |   570650254 |  2215907060 |   813673276 |  1436161962 |  2733924686 |  1454564164
  Cycles                             |  1618059496 |  1618063810 |  1618063800 |  1618063799 |  1618063800 |  1618063803 |  1618063972 |  1618063800 |  1618064027 |  1618063801 |  1618064106 |  1618063800 |  1618063991 |  1618063811 |  1618063800 |  1618063800
  IPC                                |        0.15 |        0.82 |        1.47 |        1.17 |        1.02 |        0.59 |        0.35 |        0.90 |        0.18 |        1.43 |        0.35 |        1.37 |        0.50 |        0.89 |        1.69 |        0.90
  Time (ns)                          |   539353166 |   539354604 |   539354600 |   539354600 |   539354600 |   539354601 |   539354658 |   539354600 |   539354676 |   539354601 |   539354702 |   539354600 |   539354664 |   539354604 |   539354600 |   539354600
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    70237900 |   211232121 |    87187188 |    94478696 |    57669472 |    30663666 |   221667721 |    48477474 |   101570822 |    35154553 |   178163843 |    18582536 |    26735528 |   182122838 |   219440015
  num incorrect                      |     4720676 |    50653464 |    35387833 |      724020 |    15988412 |    34703026 |      717255 |    56730999 |     4481905 |     5772428 |     1130338 |    29922927 |      330022 |     3983723 |    31243615 |    24625000
  misprediction rate                 |      12.07% |      41.90% |      14.35% |       0.82% |      14.47% |      37.57% |       2.29% |      20.38% |       8.46% |       5.38% |       3.12% |      14.38% |       1.74% |      12.97% |      14.64% |      10.09%
  mpki                               |       18.88 |       38.28 |       14.90 |        0.38 |        9.69 |       36.57 |        1.27 |       39.16 |       15.41 |        2.50 |        1.98 |       13.50 |        0.41 |        2.77 |       11.43 |       16.93
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
