                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   456462184 |   249999989 |  4072153861 |  6647573476
  Cycles                             |  9375704189 |  9375700573 |  9375703288 |  9375703483
  IPC                                |        0.05 |        0.03 |        0.43 |        0.71
  Time (ns)                          |  3125234730 |  3125233524 |  3125234429 |  3125234494
Branch predictor stats               |             |             |             |            
  num correct                        |   106933431 |    43244780 |     5309332 |  1016381421
  num incorrect                      |    11868585 |    11689069 |       89976 |   260458504
  misprediction rate                 |       9.99% |      21.28% |       1.67% |      20.40%
  mpki                               |       26.00 |       46.76 |        0.02 |       39.18
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    38586502 |    23761816 |   466435922 |   864849894
    num misses                       |       31752 |           3 |           6 |          19
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   158171109 |    88558906 |  3046216214 |  2237664921
    num misses                       |     2438150 |    21159357 |   109957504 |     9900528
    miss rate                        |       1.54% |      23.89% |       3.61% |       0.44%
    mpki                             |        5.34 |       84.64 |       27.00 |        1.49
  L2 TLB                             |             |             |             |            
    num accesses                     |     2469902 |    21159360 |   109957510 |     9900547
    num misses                       |     2089092 |    10898244 |    78506268 |     2073758
    miss rate                        |      84.58% |      51.51% |      71.40% |      20.95%
    mpki                             |        4.58 |       43.59 |       19.28 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    38586502 |    23761816 |   466435922 |   864849894
    num cache misses                 |      665385 |      108911 |      893138 |     3494713
    miss rate                        |       1.72% |       0.46% |       0.19% |       0.40%
    mpki                             |        1.46 |        0.44 |        0.22 |        0.53
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   158171109 |    88558906 |  3046216214 |  2237664921
    num cache misses                 |    13561657 |    28759850 |    33385902 |     8735382
    miss rate                        |       8.57% |      32.48% |       1.10% |       0.39%
    mpki                             |       29.71 |      115.04 |        8.20 |        1.31
  Cache L2                           |             |             |             |            
    num cache accesses               |    14262990 |    32571680 |    34285216 |    14119806
    num cache misses                 |    13522501 |    22341053 |    23156493 |     4117065
    miss rate                        |      94.81% |      68.59% |      67.54% |      29.16%
    mpki                             |       29.62 |       89.36 |        5.69 |        0.62
  Cache L3                           |             |             |             |            
    num cache accesses               |    13560026 |    26089178 |    23163301 |     6046052
    num cache misses                 |    13017236 |    17073241 |    21516204 |     3407877
    miss rate                        |      96.00% |      65.44% |      92.89% |      56.37%
    mpki                             |       28.52 |       68.29 |        5.28 |        0.51
DRAM summary                         |             |             |             |            
  num dram accesses                  |    67857831 |           0 |           0 |           0
  average dram access latency (ns)   |      450.61 |         inf |         inf |         inf
  average dram queueing delay        |      310.57 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      86.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
