                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5994040415 |  1513448226 |   249999989 |  2022025999 |   866820081 |  7038899555 |  5126951335 |  9739015321
  Cycles                             |  6109256470 |  6109256595 |  6109252239 |  6109256382 |  6109258190 |  6109255800 |  6109255800 |  6109257035
  IPC                                |        0.98 |        0.25 |        0.04 |        0.33 |        0.14 |        1.15 |        0.84 |        1.59
  Time (ns)                          |  2036418824 |  2036418865 |  2036417413 |  2036418794 |  2036419397 |  2036418600 |  2036418600 |  2036419012
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   341476295 |    13746615 |    43244780 |   108389503 |   119161605 |   324148966 |   773375175 |   648861423
  num incorrect                      |    57774092 |       92099 |    11689069 |     2535224 |    16373272 |     2697673 |    86861098 |   111378221
  misprediction rate                 |      14.47% |       0.67% |      21.28% |       2.29% |      12.08% |       0.83% |      10.10% |      14.65%
  mpki                               |        9.64 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.94 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   672950798 |   133760908 |    23761816 |   201895908 |   151880591 |   538511731 |   820761168 |  1181801776
    num misses                       |          56 |           3 |           3 |          47 |         105 |          43 |       30018 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2816982329 |   412336239 |    88558906 |   701275177 |   403935972 |  4050401740 |  2064411837 |  4106828841
    num misses                       |     1817282 |      737455 |    21159805 |     1085832 |    15730021 |      546134 |    11490523 |    29194987
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.56% |       0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.54 |       18.15 |        0.08 |        2.24 |        3.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1817338 |      737458 |    21159808 |     1085879 |    15730126 |      546177 |    11520541 |    29195005
    num misses                       |      286556 |      736903 |    10898568 |      333459 |     4714115 |      156631 |     1641008 |      223254
    miss rate                        |      15.77% |      99.92% |      51.51% |      30.71% |      29.97% |      28.68% |      14.24% |       0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.44 |        0.02 |        0.32 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   672950798 |   133760908 |    23761816 |   201895908 |   151880591 |   538511731 |   820761168 |  1181801776
    num cache misses                 |     1960934 |     1039538 |      190002 |      199450 |     3299771 |      487051 |    15612401 |    10424353
    miss rate                        |       0.29% |       0.78% |       0.80% |       0.10% |       2.17% |       0.09% |       1.90% |       0.88%
    mpki                             |        0.33 |        0.69 |        0.76 |        0.10 |        3.81 |        0.07 |        3.05 |        1.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2816982329 |   412336239 |    88558906 |   701275177 |   403935972 |  4050401740 |  2064411837 |  4106828841
    num cache misses                 |    17281621 |    77905593 |    28756158 |    24802208 |    23027605 |    38077885 |    19343815 |    19894628
    miss rate                        |       0.61% |      18.89% |      32.47% |       3.54% |       5.70% |       0.94% |       0.94% |       0.48%
    mpki                             |        2.88 |       51.48 |      115.02 |       12.27 |       26.57 |        5.41 |        3.77 |        2.04
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    19262968 |    78945151 |    32630512 |    28622324 |    30698564 |    38602636 |    35591095 |    30565714
    num cache misses                 |    13552216 |    51303161 |    24335134 |    20222188 |    22609214 |    26653189 |    18840172 |     3656536
    miss rate                        |      70.35% |      64.99% |      74.58% |      70.65% |      73.65% |      69.04% |      52.94% |      11.96%
    mpki                             |        2.26 |       33.90 |       97.34 |       10.00 |       26.08 |        3.79 |        3.67 |        0.38
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    13575140 |    51303181 |    28044753 |    23908505 |    26986785 |    26692659 |    19477460 |     3906586
    num cache misses                 |     7491716 |    47146359 |    16918969 |    17795528 |    14823541 |    11037993 |     5873756 |     1297327
    miss rate                        |      55.19% |      91.90% |      60.33% |      74.43% |      54.93% |      41.35% |      30.16% |      33.21%
    mpki                             |        1.25 |       31.15 |       67.68 |        8.80 |       17.10 |        1.57 |        1.15 |        0.13
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   191678778 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      255.71 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      145.70 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
