                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  392559240 |  341967372 |  249999984 |  482993421
  Cycles                             |  323994387 |  323994379 |  323993294 |  323994379
  IPC                                |       1.21 |       1.06 |       0.77 |       1.49
  Time (ns)                          |  107998129 |  107998126 |  107997765 |  107998126
Branch predictor stats               |            |            |            |           
  num correct                        |   59263080 |   43926359 |   15199251 |   27558149
  num incorrect                      |    6607279 |   10395773 |    9146162 |    4703485
  misprediction rate                 |     10.03% |     19.14% |     37.57% |     14.58%
  mpki                               |      16.83 |      30.40 |      36.58 |       9.74
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   62758024 |   47880997 |   29844534 |   54275569
    num misses                       |       2506 |        113 |         10 |         56
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  157476890 |  133924646 |  114926447 |  226860663
    num misses                       |     846019 |     221000 |     791207 |     144911
    miss rate                        |      0.54% |      0.17% |      0.69% |      0.06%
    mpki                             |       2.16 |       0.65 |       3.16 |       0.30
  L2 TLB                             |            |            |            |           
    num accesses                     |     848525 |     221113 |     791217 |     144967
    num misses                       |     125285 |      37201 |     629353 |      22742
    miss rate                        |     14.77% |     16.82% |     79.54% |     15.69%
    mpki                             |       0.32 |       0.11 |       2.52 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   62758024 |   47880997 |   29844534 |   54275569
    num cache misses                 |    1137960 |    1487727 |      16173 |     157050
    miss rate                        |      1.81% |      3.11% |      0.05% |      0.29%
    mpki                             |       2.90 |       4.35 |       0.06 |       0.33
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  157476890 |  133924646 |  114926447 |  226860663
    num cache misses                 |    1415261 |    1563948 |    1771666 |    1379932
    miss rate                        |      0.90% |      1.17% |      1.54% |      0.61%
    mpki                             |       3.61 |       4.57 |       7.09 |       2.86
  Cache L2                           |            |            |            |           
    num cache accesses               |    2597541 |    3123317 |    1918150 |    1538349
    num cache misses                 |    1403794 |    1316136 |    1663711 |    1078696
    miss rate                        |     54.04% |     42.14% |     86.74% |     70.12%
    mpki                             |       3.58 |       3.85 |       6.65 |       2.23
  Cache L3                           |            |            |            |           
    num cache accesses               |    1448291 |    1388036 |    1814728 |    1080196
    num cache misses                 |     408791 |     173755 |     413688 |     389971
    miss rate                        |     28.23% |     12.52% |     22.80% |     36.10%
    mpki                             |       1.04 |       0.51 |       1.65 |       0.81
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2085265 |          0 |          0 |          0
  average dram access latency (ns)   |     112.33 |        inf |        inf |        inf
  average dram queueing delay        |       2.33 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     19.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
