                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13      | Core 14     | Core 15    
  Instructions                       |  2635211069 |  3714371317 |  1904689058 |   476998051 |  1169419364 |  8600174818 |  2825777362 |  6429185247 |  1752846961 |   249999981 |  6941175363 |   688435802 |  3863647258 |  10169796703 |   890614227 |  1962549474
  Cycles                             |  5566029347 |  5566029802 |  5566029424 |  5566029344 |  5566030434 |  5566029317 |  5566029551 |  5566029313 |  5566030941 |  5566025341 |  5566029333 |  5566030112 |  5566029421 |   5566029326 |  5566029924 |  5566030420
  IPC                                |        0.47 |        0.67 |        0.34 |        0.09 |        0.21 |        1.55 |        0.51 |        1.16 |        0.31 |        0.04 |        1.25 |        0.12 |        0.69 |         1.83 |        0.16 |        0.35
  Time (ns)                          |  1855343116 |  1855343268 |  1855343142 |  1855343115 |  1855343478 |  1855343106 |  1855343184 |  1855343105 |  1855343647 |  1855341781 |  1855343111 |  1855343371 |  1855343141 |   1855343109 |  1855343308 |  1855343474
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  num correct                        |   285720337 |   200265158 |   115764916 |    65578569 |    62354510 |   573008767 |   363886966 |   517050578 |    40429131 |    58565837 |   306064233 |    12679124 |   177914144 |   1876840924 |     8071126 |   297929782
  num incorrect                      |    43548095 |   141210180 |    69662651 |     9010465 |     1458795 |    98374098 |    84998248 |    86844054 |      721200 |     6500447 |    17387798 |    17690145 |     1478501 |    128035771 |       54034 |    64600343
  misprediction rate                 |      13.23% |      41.35% |      37.57% |      12.08% |       2.29% |      14.65% |      18.94% |      14.38% |       1.75% |       9.99% |       5.38% |      58.25% |       0.82% |        6.39% |       0.67% |      17.82%
  mpki                               |       16.53 |       38.02 |       36.57 |       18.89 |        1.25 |       11.44 |       30.08 |       13.51 |        0.41 |       26.00 |        2.51 |       25.70 |        0.38 |        12.59 |        0.06 |       32.92
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |   310097621 |   301375927 |   227284966 |    83551914 |   116790037 |  1043529732 |   396136539 |   941837648 |   156637473 |    21135842 |   661332880 |    74370840 |   295578547 |   1667591754 |    78712782 |   271299591
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         222 |          65 |           4 |       17441 |           8 |          14 |          43 |           39 |           3 |         394
