                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1324066653 |  2259898135 |  1854069237 |  1656237560 |   927227224 |   557999484 |  1437709433 |   277103239 |  2339760959 |   556290198 |  2210994363 |   806399105 |  1402764158 |  2757269622 |  1389884941
  Cycles                             |  1628334443 |  1628338800 |  1628338727 |  1628338521 |  1628339104 |  1628338804 |  1628338800 |  1628338810 |  1628339041 |  1628338778 |  1628338958 |  1628338686 |  1628338994 |  1628338630 |  1628338679 |  1628338683
  IPC                                |        0.15 |        0.81 |        1.39 |        1.14 |        1.02 |        0.57 |        0.34 |        0.88 |        0.17 |        1.44 |        0.34 |        1.36 |        0.50 |        0.86 |        1.69 |        0.85
  Time (ns)                          |   542778148 |   542779600 |   542779576 |   542779507 |   542779702 |   542779602 |   542779600 |   542779604 |   542779681 |   542779593 |   542779653 |   542779562 |   542779665 |   542779544 |   542779560 |   542779561
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    70255518 |   200367873 |    85368218 |    94936379 |    56345106 |    30250846 |   219975656 |    47071121 |   102565378 |    34312331 |   177774002 |    18370661 |    26663588 |   183644395 |   209726914
  num incorrect                      |     4720676 |    50688335 |    33439481 |      708439 |    16070085 |    33906229 |      707592 |    56284684 |     4271518 |     5832562 |     1114766 |    29855607 |      326490 |     3977749 |    31528009 |    23503527
  misprediction rate                 |      12.07% |      41.91% |      14.30% |       0.82% |      14.48% |      37.57% |       2.29% |      20.37% |       8.32% |       5.38% |       3.15% |      14.38% |       1.75% |      12.98% |      14.65% |      10.08%
  mpki                               |       18.88 |       38.28 |       14.80 |        0.38 |        9.70 |       36.57 |        1.27 |       39.15 |       15.41 |        2.49 |        2.00 |       13.50 |        0.40 |        2.84 |       11.43 |       16.91
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   107149363 |   256629877 |   141835091 |   186457140 |   110608437 |    56339187 |   187032532 |    32173692 |   223437389 |    52893419 |   323891854 |    72239833 |   133755851 |   334560112 |   222413005
    num misses                       |          84 |          52 |         839 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          78 |          18 |        8298
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   389327401 |   944913272 |  1066898751 |   776932051 |   426411122 |   193347367 |   483822303 |    96065388 |   714236086 |   183677935 |  1059944849 |   315322269 |   712082420 |  1162605122 |   559098713
    num misses                       |     4543917 |       22685 |      496478 |      143182 |      500265 |     2918596 |      295110 |     2137360 |     1611569 |      221522 |     1562613 |     5919194 |      162393 |     1635796 |     8261205 |     3087350
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.68% |       0.15% |       0.44% |       1.68% |       0.03% |       0.85% |       0.56% |       0.05% |       0.23% |       0.71% |       0.55%
    mpki                             |       18.18 |        0.02 |        0.22 |        0.08 |        0.30 |        3.15 |        0.53 |        1.49 |        5.82 |        0.09 |        2.81 |        2.68 |        0.20 |        1.17 |        3.00 |        2.22
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4544001 |       22737 |      497317 |      143225 |      500321 |     2918606 |      295157 |     2137379 |     1611611 |      221530 |     1562635 |     5919259 |      162397 |     1635874 |     8261223 |     3095648
    num misses                       |     1361729 |       20341 |       15896 |       42095 |       78911 |     2318048 |       95277 |      447597 |      456415 |        5725 |      143617 |       37502 |       86582 |       21878 |       63298 |      444363
    miss rate                        |      29.97% |      89.46% |       3.20% |      29.39% |      15.77% |      79.42% |      32.28% |      20.94% |      28.32% |       2.58% |       9.19% |       0.63% |      53.32% |       1.34% |       0.77% |      14.35%
    mpki                             |        5.45 |        0.02 |        0.01 |        0.02 |        0.05 |        2.50 |        0.17 |        0.31 |        1.65 |        0.00 |        0.26 |        0.02 |        0.11 |        0.02 |        0.02 |        0.32
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    43801034 |   107149363 |   256629877 |   141835091 |   186457140 |   110608437 |    56339187 |   187032532 |    32173692 |   223437389 |    52893419 |   323891854 |    72239833 |   133755851 |   334560112 |   222413005
    num cache misses                 |      942559 |       26913 |     3509794 |      126655 |      538469 |       61310 |       53578 |      954116 |       35762 |       36800 |      351015 |    10741923 |       97626 |      245281 |     2887803 |     4169825
    miss rate                        |       2.15% |       0.03% |       1.37% |       0.09% |       0.29% |       0.06% |       0.10% |       0.51% |       0.11% |       0.02% |       0.66% |       3.32% |       0.14% |       0.18% |       0.86% |       1.87%
    mpki                             |        3.77 |        0.02 |        1.55 |        0.07 |        0.33 |        0.07 |        0.10 |        0.66 |        0.13 |        0.02 |        0.63 |        4.86 |        0.12 |        0.17 |        1.05 |        3.00
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   116504258 |   389327401 |   944913272 |  1066898751 |   776932051 |   426411122 |   193347367 |   483822303 |    96065388 |   714236086 |   183677935 |  1059944849 |   315322269 |   712082420 |  1162605122 |   559098713
    num cache misses                 |     6642948 |     1396139 |     8759130 |    10025923 |     4762558 |     6589901 |     6935115 |     1983206 |    11400571 |    18994426 |    11007335 |    35654906 |     7941004 |    11062208 |     5476844 |     5167521
    miss rate                        |       5.70% |       0.36% |       0.93% |       0.94% |       0.61% |       1.55% |       3.59% |       0.41% |      11.87% |       2.66% |       5.99% |       3.36% |       2.52% |       1.55% |       0.47% |       0.92%
    mpki                             |       26.57 |        1.05 |        3.88 |        5.41 |        2.88 |        7.11 |       12.43 |        1.38 |       41.14 |        8.12 |       19.79 |       16.13 |        9.85 |        7.89 |        1.99 |        3.72
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     8759329 |     1462007 |    12283505 |    10162505 |     5306428 |     7152777 |     7928910 |     3324965 |    12358560 |    19096638 |    12133548 |    46406250 |     8038992 |    11425927 |     8398740 |     9506307
    num cache misses                 |     6517155 |     1355913 |     4874775 |     7015354 |     3735845 |     6193824 |     5706069 |     1312959 |    10124736 |      591267 |     5218750 |     7141106 |     5655488 |     5836848 |      827973 |     5032529
    miss rate                        |      74.40% |      92.74% |      39.69% |      69.03% |      70.40% |      86.59% |      71.97% |      39.49% |      81.92% |       3.10% |      43.01% |      15.39% |      70.35% |      51.08% |       9.86% |      52.94%
    mpki                             |       26.07 |        1.02 |        2.16 |        3.78 |        2.26 |        6.68 |       10.23 |        0.91 |       36.54 |        0.25 |        9.38 |        3.23 |        7.01 |        4.16 |        0.30 |        3.62
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     7692417 |     1395497 |     4889509 |     7025573 |     3741710 |     6770381 |     6658394 |     1707258 |    11047407 |      658590 |     5995240 |     7152763 |     5656576 |     5955429 |      862683 |     5202158
    num cache misses                 |     4003523 |     1345683 |      349078 |     3062506 |     1990193 |     1588197 |     4989133 |      557312 |     5645445 |      372577 |     2823109 |      214891 |     5428844 |      888547 |      200660 |     1520598
    miss rate                        |      52.05% |      96.43% |       7.14% |      43.59% |      53.19% |      23.46% |      74.93% |      32.64% |      51.10% |      56.57% |      47.09% |       3.00% |      95.97% |      14.92% |      23.26% |      29.23%
    mpki                             |       16.01 |        1.02 |        0.15 |        1.65 |        1.20 |        1.71 |        8.94 |        0.39 |       20.37 |        0.16 |        5.07 |        0.10 |        6.73 |        0.63 |        0.07 |        1.09
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    50961281 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      261.76 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      151.75 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
