                                     | Core 0     | Core 1      | Core 2     | Core 3    
  Instructions                       |  563827641 |  1028834585 |  249999909 |  681257455
  Cycles                             |  576533827 |   576533820 |  576532771 |  576533814
  IPC                                |       0.98 |        1.78 |       0.43 |       1.18
  Time (ns)                          |  192177942 |   192177940 |  192177590 |  192177938
Branch predictor stats               |            |             |            |           
  num correct                        |   28965334 |   136254225 |    2271023 |  102962589
  num incorrect                      |   21943241 |    13730700 |      15217 |   11497878
  misprediction rate                 |     43.10% |       9.15% |      0.67% |     10.05%
  mpki                               |      38.92 |       13.35 |       0.06 |      16.88
TLB Summary                          |            |             |            |           
  I-TLB                              |            |             |            |           
    num accesses                     |   45006786 |   153912816 |   22095385 |  108844956
    num misses                       |         52 |         804 |          3 |       3965
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.01
  D-TLB                              |            |             |            |           
    num accesses                     |  164838886 |   402593577 |   68115827 |  272935024
    num misses                       |       9158 |      143569 |     121838 |    1419334
    miss rate                        |      0.01% |       0.04% |      0.18% |      0.52%
    mpki                             |       0.02 |        0.14 |       0.49 |       2.08
  L2 TLB                             |            |             |            |           
    num accesses                     |       9210 |      144373 |     121841 |    1423299
    num misses                       |       8269 |        4205 |     121749 |     206574
    miss rate                        |     89.78% |       2.91% |     99.92% |     14.51%
    mpki                             |       0.01 |        0.00 |       0.49 |       0.30
Cache Summary                        |            |             |            |           
  Cache L1-I                         |            |             |            |           
    num cache accesses               |   45006786 |   153912816 |   22095385 |  108844956
    num cache misses                 |       9731 |     3101744 |     171917 |    1905331
    miss rate                        |      0.02% |       2.02% |      0.78% |      1.75%
    mpki                             |       0.02 |        3.01 |       0.69 |       2.80
  Cache L1-D                         |            |             |            |           
    num cache accesses               |  164838886 |   402593577 |   68115827 |  272935024
    num cache misses                 |     551191 |     5462381 |   12871326 |    2367392
    miss rate                        |      0.33% |       1.36% |     18.90% |      0.87%
    mpki                             |       0.98 |        5.31 |      51.49 |       3.48
  Cache L2                           |            |             |            |           
    num cache accesses               |     569967 |     8582661 |   13043248 |    4336272
    num cache misses                 |     539098 |      517139 |    8481307 |    2321477
    miss rate                        |     94.58% |       6.03% |     65.02% |     53.54%
    mpki                             |       0.96 |        0.50 |      33.93 |       3.41
  Cache L3                           |            |             |            |           
    num cache accesses               |     548461 |      535683 |    8481312 |    2385257
    num cache misses                 |     534880 |      159412 |    7796587 |     606686
    miss rate                        |     97.52% |      29.76% |     91.93% |     25.43%
    mpki                             |       0.95 |        0.15 |      31.19 |       0.89
DRAM summary                         |            |             |            |           
  num dram accesses                  |   15525622 |           0 |          0 |          0
  average dram access latency (ns)   |     138.23 |         inf |        inf |        inf
  average dram queueing delay        |      28.22 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     80.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0
