                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1551656784 |  6950431673 |   945587425 |  6135771391 |  3927583890 |  10597470214 |  2053551735 |  15609980357 |  6086793605 |  5875682924 |  5010961432 |  3250062813 |  1232554562 |   249999989 |  6728596462 |  11086116220
  Cycles                             |  8480462131 |  8480461800 |  8480462413 |  8480461800 |  8480461800 |   8480461800 |  8480461870 |   8480461815 |  8480461800 |  8480462292 |  8480462416 |  8480461812 |  8480461806 |  8480437120 |  8480461806 |   8480461834
  IPC                                |        0.18 |        0.82 |        0.11 |        0.72 |        0.46 |         1.25 |        0.24 |         1.84 |        0.72 |        0.69 |        0.59 |        0.38 |        0.15 |        0.03 |        0.79 |         1.31
  Time (ns)                          |  2826820711 |  2826820600 |  2826820805 |  2826820600 |  2826820600 |   2826820600 |  2826820624 |   2826820605 |  2826820600 |  2826820764 |  2826820806 |  2826820604 |  2826820602 |  2826812374 |  2826820602 |   2826820612
Branch predictor stats               |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num correct                        |    14088370 |   396471506 |   159673068 |   790393290 |     5122311 |    939711976 |   127144539 |   2880829540 |   330459960 |   109604311 |   543053048 |   496165355 |    97723760 |    43244780 |  1028830722 |    488905199
  num incorrect                      |       94378 |    67101770 |    14759953 |   184409441 |       86808 |    156819130 |     4292706 |    196526530 |   230184573 |    16647877 |    82730658 |   105603937 |     7994762 |    11689069 |   263569286 |     27761133
  misprediction rate                 |       0.67% |      14.47% |       8.46% |      18.92% |       1.67% |       14.30% |       3.27% |        6.39% |      41.06% |      13.19% |      13.22% |      17.55% |       7.56% |      21.28% |      20.39% |        5.37%
  mpki                               |        0.06 |        9.65 |       15.61 |       30.05 |        0.02 |        14.80 |        2.09 |        12.59 |       37.82 |        2.83 |       16.51 |       32.49 |        6.49 |       46.76 |       39.17 |         2.50
TLB Summary                          |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   137137473 |   780746545 |   109595744 |   860420792 |   449872224 |   1203557169 |   195023350 |   2559643914 |   497460627 |   559412894 |   590194116 |   447416474 |   103236686 |    23761816 |   875316343 |   1056240258
    num misses                       |           3 |          56 |          42 |         366 |           6 |         3568 |          22 |           39 |          52 |         150 |          10 |         593 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   422673274 |  3265026149 |   328960292 |  2396599052 |  2938083929 |   4431152000 |   679626607 |   5087264748 |  1797214533 |  2983561544 |  2252950996 |  1260137331 |   339294488 |    88558906 |  2265022499 |   3372782692
    num misses                       |      755625 |     2108214 |     5647720 |     4296308 |   106055496 |      2332272 |     5510258 |           23 |      108356 |     6667688 |    22492944 |     6688876 |     1659896 |    21159658 |    10023228 |      1076994
    miss rate                        |       0.18% |       0.06% |       1.72% |       0.18% |       3.61% |        0.05% |       0.81% |        0.00% |       0.01% |       0.22% |       1.00% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.97 |        0.70 |       27.00 |         0.22 |        2.68 |         0.00 |        0.02 |        1.13 |        4.49 |        2.06 |        1.35 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |      755628 |     2108270 |     5647762 |     4296674 |   106055502 |      2335840 |     5510280 |           62 |      108408 |     6667838 |    22492954 |     6689469 |     1659938 |    21159661 |    10023247 |      1077002
    num misses                       |      755059 |      332140 |     1527450 |      683814 |    75740411 |        73607 |      535399 |           62 |       96797 |       91260 |     1983984 |      658962 |      515828 |    10898514 |     2099020 |        26676
    miss rate                        |      99.92% |      15.75% |      27.05% |      15.91% |      71.42% |        3.15% |       9.72% |      100.00% |      89.29% |       1.37% |       8.82% |       9.85% |      31.08% |      51.51% |      20.94% |        2.48%
    mpki                             |        0.49 |        0.05 |        1.62 |        0.11 |       19.28 |         0.01 |        0.26 |         0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   137137473 |   780746545 |   109595744 |   860420792 |   449872224 |   1203557169 |   195023350 |   2559643914 |   497460627 |   559412894 |   590194116 |   447416474 |   103236686 |    23761816 |   875316343 |   1056240258
    num cache misses                 |      440581 |     1584415 |       79732 |    25126793 |      837073 |     14891807 |      559859 |     24107589 |      104802 |      270867 |      215289 |    25434299 |      138084 |      105904 |     3355135 |        84837
    miss rate                        |       0.32% |       0.20% |       0.07% |       2.92% |       0.19% |        1.24% |       0.29% |        0.94% |       0.02% |       0.05% |       0.04% |       5.68% |       0.13% |       0.45% |       0.38% |        0.01%
    mpki                             |        0.28 |        0.23 |        0.08 |        4.10 |        0.21 |         1.41 |        0.27 |         1.54 |        0.02 |        0.05 |        0.04 |        7.83 |        0.11 |        0.42 |        0.50 |         0.01
  Cache L1-D                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   422673274 |  3265026149 |   328960292 |  2396599052 |  2938083929 |   4431152000 |   679626607 |   5087264748 |  1797214533 |  2983561544 |  2252950996 |  1260137331 |   339294488 |    88558906 |  2265022499 |   3372782692
    num cache misses                 |    79747929 |    19647929 |    38431314 |    29515195 |    32184243 |     40475334 |    39142853 |       175446 |     6655105 |    45780089 |    71989861 |    29675218 |    18121909 |    28756560 |     8675360 |     89393250
    miss rate                        |      18.87% |       0.60% |      11.68% |       1.23% |       1.10% |        0.91% |       5.76% |        0.00% |       0.37% |       1.53% |       3.20% |       2.35% |       5.34% |      32.47% |       0.38% |        2.65%
    mpki                             |       51.40 |        2.83 |       40.64 |        4.81 |        8.19 |         3.82 |       19.06 |         0.01 |        1.09 |        7.79 |       14.37 |        9.13 |       14.70 |      115.03 |        1.29 |         8.06
  Cache L2                           |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |    80188530 |    21263338 |    42108659 |    56205364 |    33025084 |     55508050 |    42544398 |     24306712 |     6933020 |    46918803 |    72937299 |    56411011 |    18417274 |    32569536 |    13901422 |     89820941
    num cache misses                 |    48803649 |    12022187 |    31363096 |    15169627 |    22285730 |      9106368 |    12147643 |       494493 |     6451017 |    11058338 |    39387285 |    27298349 |    15770833 |    22321930 |     3781884 |      2199986
    miss rate                        |      60.86% |      56.54% |      74.48% |      26.99% |      67.48% |       16.41% |      28.55% |        2.03% |      93.05% |      23.57% |      54.00% |      48.39% |      85.63% |      68.54% |      27.21% |        2.45%
    mpki                             |       31.45 |        1.73 |       33.17 |        2.47 |        5.67 |         0.86 |        5.92 |         0.03 |        1.06 |        1.88 |        7.86 |        8.40 |       12.80 |       89.29 |        0.56 |         0.20
  Cache L3                           |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |    48803669 |    12064341 |    34963753 |    16760219 |    22290081 |      9261344 |    15011257 |       518170 |     6627762 |    11929774 |    40197949 |    28603950 |    15928524 |    26075013 |     5690721 |      2553681
