                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   817975767 |   249999981 |   428157309 |  2760780552 |  1918769809 |  1146851871 |  4757451911 |  4326313657
  Cycles                             |  3077370122 |  3077366632 |  3077369724 |  3077369704 |  3077369688 |  3077369700 |  3077369698 |  3077369700
  IPC                                |        0.27 |        0.08 |        0.14 |        0.90 |        0.62 |        0.37 |        1.55 |        1.41
  Time (ns)                          |  1025790041 |  1025788878 |  1025789908 |  1025789902 |  1025789896 |  1025789900 |  1025789900 |  1025789900
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7421304 |    58565837 |    70881323 |   421963731 |     2496935 |    70599986 |   219089181 |   347959668
  num incorrect                      |       49702 |     6500447 |     4400563 |   108201557 |       42316 |     2545834 |     1823977 |    58466580
  misprediction rate                 |       0.67% |       9.99% |       5.85% |      20.41% |       1.67% |       3.48% |       0.83% |      14.39%
  mpki                               |        0.06 |       26.00 |       10.28 |       39.19 |        0.02 |        2.22 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    72293490 |    21135842 |    71931015 |   359187870 |   219795109 |   109081365 |   363973285 |   633809639
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   222741378 |    86633855 |   130282942 |   929347899 |  1435307789 |   381837692 |  2737579264 |  2074480131
    num misses                       |      397880 |     1331678 |      155402 |     4116434 |    51771011 |     3048597 |      369657 |    11571074
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.80% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.98 |        2.66 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      397883 |     1349119 |      155406 |     4116453 |    51771017 |     3048619 |      369700 |    11571139
    num misses                       |      397585 |     1140467 |      155406 |      861878 |    37029979 |      288930 |      105722 |       73939
    miss rate                        |      99.93% |      84.53% |     100.00% |      20.94% |      71.53% |       9.48% |      28.60% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.30 |        0.25 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    72293490 |    21135842 |    71931015 |   359187870 |   219795109 |   109081365 |   363973285 |   633809639
    num cache misses                 |      561740 |      405763 |       11944 |     1826999 |      942228 |      708474 |      329210 |    20900107
    miss rate                        |       0.78% |       1.92% |       0.02% |       0.51% |       0.43% |       0.65% |       0.09% |       3.30%
    mpki                             |        0.69 |        1.62 |        0.03 |        0.66 |        0.49 |        0.62 |        0.07 |        4.83
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   222741378 |    86633855 |   130282942 |   929347899 |  1435307789 |   381837692 |  2737579264 |  2074480131
    num cache misses                 |    42032796 |     7455810 |     9948419 |     3805376 |    15794609 |    21730887 |    25732232 |    69845228
    miss rate                        |      18.87% |       8.61% |       7.64% |       0.41% |       1.10% |       5.69% |       0.94% |       3.37%
    mpki                             |       51.39 |       29.82 |       23.24 |        1.38 |        8.23 |       18.95 |        5.41 |       16.14
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    42594547 |     7883188 |    13293999 |     6373345 |    16741687 |    24033871 |    26072996 |    90756785
    num cache misses                 |    27681223 |     7538740 |     9960363 |     2508365 |    11710407 |    10510934 |    18007843 |    13836073
    miss rate                        |      64.99% |      95.63% |      74.92% |      39.36% |      69.95% |      43.73% |      69.07% |      15.25%
    mpki                             |       33.84 |       30.15 |       23.26 |        0.91 |        6.10 |        9.17 |        3.79 |        3.20
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    27681234 |     7560961 |    13293999 |     3261857 |    11715530 |    12110876 |    18019808 |    13849786
    num cache misses                 |    25437044 |     7291072 |     9942343 |     1032091 |    10106041 |     5662002 |     3831817 |      308732
    miss rate                        |      91.89% |      96.43% |      74.79% |      31.64% |      86.26% |      46.75% |      21.26% |       2.23%
    mpki                             |       31.10 |       29.16 |       23.22 |        0.37 |        5.27 |        4.94 |        0.81 |        0.07
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    96144389 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      241.77 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      131.76 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
