                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  459779703 |  276152305 |  676021253 |  249999935
  Cycles                             |  539173507 |  539173513 |  539173434 |  539171994
  IPC                                |       0.85 |       0.51 |       1.25 |       0.46
  Time (ns)                          |  179724503 |  179724505 |  179724478 |  179723998
Branch predictor stats               |            |            |            |           
  num correct                        |   21815253 |   35474821 |  124760801 |     325726
  num incorrect                      |   18823318 |    8413621 |    8511527 |       5522
  misprediction rate                 |     46.32% |     19.17% |      6.39% |      1.67%
  mpki                               |      40.94 |      30.47 |      12.59 |       0.02
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   34074465 |   38673765 |  110852799 |   28636353
    num misses                       |         52 |        109 |         39 |          6
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  130965831 |  107853528 |  220319472 |  187012795
    num misses                       |       7398 |     185498 |         23 |    6742287
    miss rate                        |      0.01% |      0.17% |      0.00% |      3.61%
    mpki                             |       0.02 |       0.67 |       0.00 |      26.97
  L2 TLB                             |            |            |            |           
    num accesses                     |       7450 |     185607 |         62 |    6742293
    num misses                       |       6605 |      31121 |         62 |    4812347
    miss rate                        |     88.66% |     16.77% |    100.00% |     71.38%
    mpki                             |       0.01 |       0.11 |       0.00 |      19.25
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   34074465 |   38673765 |  110852799 |   28636353
    num cache misses                 |     115475 |    1563981 |    1461665 |     768054
    miss rate                        |      0.34% |      4.04% |      1.32% |      2.68%
    mpki                             |       0.25 |       5.66 |       2.16 |       3.07
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  130965831 |  107853528 |  220319472 |  187012795
    num cache misses                 |     825330 |    1651191 |     148789 |    2763384
    miss rate                        |      0.63% |      1.53% |      0.07% |      1.48%
    mpki                             |       1.80 |       5.98 |       0.22 |      11.05
  Cache L2                           |            |            |            |           
    num cache accesses               |    1047794 |    3399422 |    1644662 |    3660065
    num cache misses                 |     931688 |    1579907 |     637215 |    3029764
    miss rate                        |     88.92% |     46.48% |     38.74% |     82.78%
    mpki                             |       2.03 |       5.72 |       0.94 |      12.12
  Cache L3                           |            |            |            |           
    num cache accesses               |    1038888 |    1765996 |     671423 |    3158394
    num cache misses                 |     930461 |    1326384 |     624065 |    2976503
    miss rate                        |     89.56% |     75.11% |     92.95% |     94.24%
    mpki                             |       2.02 |       4.80 |       0.92 |      11.91
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7533060 |          0 |          0 |          0
  average dram access latency (ns)   |     122.49 |        inf |        inf |        inf
  average dram queueing delay        |      12.48 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     41.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
