                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1485221551 |  1068480344 |  1108102783 |   375313277 |  1600634558 |   249999973 |  1581839858 |   738777251
  Cycles                             |  1141259308 |  1141259400 |  1141259350 |  1141259411 |  1141259203 |  1141255630 |  1141259359 |  1141259420
  IPC                                |        1.30 |        0.94 |        0.97 |        0.33 |        1.40 |        0.22 |        1.39 |        0.65
  Time (ns)                          |   380419770 |   380419800 |   380419784 |   380419804 |   380419735 |   380418544 |   380419787 |   380419807
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    84618998 |   163202587 |    21956145 |     7116062 |   142454829 |    40600608 |   127284874 |    44906649
  num incorrect                      |    14353723 |    41961215 |     3266759 |     9891114 |    23859499 |     2521753 |    21386932 |    27024174
  misprediction rate                 |      14.50% |      20.45% |      12.95% |      58.16% |      14.35% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.66 |       39.27 |        2.95 |       26.35 |       14.91 |       10.09 |       13.52 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   166761698 |   139058347 |   105890476 |    41331440 |   181912237 |    41868591 |   231797940 |    88165951
    num misses                       |          56 |          19 |          74 |          14 |         616 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   697998729 |   359523709 |   559793967 |   138307942 |   669378603 |    75636447 |   758638881 |   339637818
    num misses                       |      448702 |     1592853 |     1307887 |      990744 |      351248 |       88470 |     4234781 |     2333347
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      448758 |     1592872 |     1307961 |      990758 |      351864 |       88474 |     4234846 |     2333357
    num misses                       |       70688 |      333150 |       17872 |      990747 |       11171 |       88474 |       27180 |     1855518
    miss rate                        |      15.75% |      20.92% |       1.37% |     100.00% |       3.17% |     100.00% |       0.64% |      79.52%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.51
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   166761698 |   139058347 |   105890476 |    41331440 |   181912237 |    41868591 |   231797940 |    88165951
    num cache misses                 |      486522 |      721760 |      197771 |       32764 |     2507335 |        7090 |     7677140 |       48353
    miss rate                        |       0.29% |       0.52% |       0.19% |       0.08% |       1.38% |       0.02% |       3.31% |       0.05%
    mpki                             |        0.33 |        0.68 |        0.18 |        0.09 |        1.57 |        0.03 |        4.85 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   697998729 |   359523709 |   559793967 |   138307942 |   669378603 |    75636447 |   758638881 |   339637818
    num cache misses                 |     4274415 |     1485340 |     8852267 |    10634086 |     5998817 |     5663673 |    25648453 |     5241984
    miss rate                        |       0.61% |       0.41% |       1.58% |       7.69% |       0.90% |       7.49% |       3.38% |       1.54%
    mpki                             |        2.88 |        1.39 |        7.99 |       28.33 |        3.75 |       22.65 |       16.21 |        7.10
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4767118 |     2500271 |     9182810 |    12076472 |     8525024 |     7690457 |    33336393 |     5724119
    num cache misses                 |     3355439 |     1012588 |     4639042 |    10666850 |     3388470 |     5670763 |     5241437 |     4922991
    miss rate                        |      70.39% |      40.50% |      50.52% |      88.33% |      39.75% |      73.74% |      15.72% |      86.00%
    mpki                             |        2.26 |        0.95 |        4.19 |       28.42 |        2.12 |       22.68 |        3.31 |        6.66
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3362260 |     1310983 |     4771946 |    12076472 |     3407787 |     7690457 |     5254198 |     5421273
    num cache misses                 |     1546492 |      464199 |      816978 |    10629565 |      382591 |     5660106 |      233750 |     1501831
    miss rate                        |      46.00% |      35.41% |      17.12% |      88.02% |      11.23% |      73.60% |       4.45% |      27.70%
    mpki                             |        1.04 |        0.43 |        0.74 |       28.32 |        0.24 |       22.64 |        0.15 |        2.03
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30378339 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      152.81 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       42.80 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
