                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1975752008 |   924969131 |  1046395001 |   375643280 |  1652772208 |   249999973 |  1233231539 |   500569013
  Cycles                             |  1148043600 |  1148043613 |  1148043882 |  1148043840 |  1148043575 |  1148040407 |  1148043608 |  1148043879
  IPC                                |        1.72 |        0.81 |        0.91 |        0.33 |        1.44 |        0.22 |        1.07 |        0.44
  Time (ns)                          |   382681200 |   382681205 |   382681294 |   382681280 |   382681192 |   382680136 |   382681203 |   382681293
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   112899565 |   141528591 |    21598672 |     7119753 |   146505777 |    40600608 |    99145340 |    30431131
  num incorrect                      |    19122965 |    36230227 |     3245320 |     9897021 |    24506764 |     2521753 |    16653129 |    18312119
  misprediction rate                 |      14.48% |      20.38% |      13.06% |      58.16% |      14.33% |       5.85% |      14.38% |      37.57%
  mpki                               |        9.68 |       39.17 |        3.10 |       26.35 |       14.83 |       10.09 |       13.50 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   222120294 |   120360310 |   100423877 |    41360234 |   187521324 |    41868591 |   180651619 |    59752573
    num misses                       |          56 |          19 |          74 |          14 |         636 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   927556612 |   311224875 |   530774152 |   138403184 |   691525297 |    75636447 |   591213199 |   230112267
    num misses                       |      599726 |     1373407 |     1201815 |      991139 |      368137 |       88470 |     3298993 |     1583858
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.48 |        1.15 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      599782 |     1373426 |     1201889 |      991153 |      368773 |       88474 |     3299058 |     1583868
    num misses                       |       94312 |      287765 |       16821 |      991142 |       11628 |       88474 |       21049 |     1259523
    miss rate                        |      15.72% |      20.95% |       1.40% |     100.00% |       3.15% |     100.00% |       0.64% |      79.52%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.52
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   222120294 |   120360310 |   100423877 |    41360234 |   187521324 |    41868591 |   180651619 |    59752573
    num cache misses                 |      648501 |      845966 |      196130 |       36730 |     2607367 |       11830 |     6213711 |       45986
    miss rate                        |       0.29% |       0.70% |       0.20% |       0.09% |       1.39% |       0.03% |       3.44% |       0.08%
    mpki                             |        0.33 |        0.91 |        0.19 |        0.10 |        1.58 |        0.05 |        5.04 |        0.09
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   927556612 |   311224875 |   530774152 |   138403184 |   691525297 |    75636447 |   591213199 |   230112267
    num cache misses                 |     5687620 |     1472859 |     8502882 |    10642855 |     6234049 |     5664047 |    20131266 |     3585763
    miss rate                        |       0.61% |       0.47% |       1.60% |       7.69% |       0.90% |       7.49% |       3.41% |       1.56%
    mpki                             |        2.88 |        1.59 |        8.13 |       28.33 |        3.77 |       22.66 |       16.32 |        7.16
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6337619 |     2599745 |     8938550 |    12090261 |     8853151 |     7695587 |    26395868 |     4175501
    num cache misses                 |     4453625 |     1352743 |     4547905 |    10679585 |     3519580 |     5675877 |     5096397 |     3403010
    miss rate                        |      70.27% |      52.03% |      50.88% |      88.33% |      39.76% |      73.75% |      19.31% |      81.50%
    mpki                             |        2.25 |        1.46 |        4.35 |       28.43 |        2.13 |       22.70 |        4.13 |        6.80
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4455260 |     1639113 |     4787576 |    12090261 |     3531545 |     7695587 |     5155188 |     3988667
    num cache misses                 |      291096 |      896835 |      957782 |    10647728 |      232133 |     5669069 |      960211 |     2240756
    miss rate                        |       6.53% |      54.71% |      20.01% |      88.07% |       6.57% |      73.67% |      18.63% |      56.18%
    mpki                             |        0.15 |        0.97 |        0.92 |       28.35 |        0.14 |       22.68 |        0.78 |        4.48
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30483965 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      152.83 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       42.82 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
