                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     
  Instructions                       |  285792154 |  1118589804 |  249999898 |  343540707 |  890125616 |  871521626 |  377045064 |  1803699999
  Cycles                             |  972032404 |   972032408 |  972029463 |  972032240 |  972032292 |  972032255 |  972032369 |   972032259
  IPC                                |       0.29 |        1.15 |       0.26 |       0.35 |       0.92 |       0.90 |       0.39 |        1.86
  Time (ns)                          |  324010802 |   324010803 |  324009821 |  324010747 |  324010764 |  324010752 |  324010790 |   324010753
Branch predictor stats               |            |             |            |            |            |            |            |            
  num correct                        |   43283473 |    74586049 |    4856955 |    8091536 |   79347641 |   40122551 |   20756903 |   142979796
  num incorrect                      |    9439874 |    12790807 |    6669357 |    1152237 |   13349138 |     331589 |     485258 |    11682277
  misprediction rate                 |     17.90% |      14.64% |     57.86% |     12.47% |     14.40% |      0.82% |      2.28% |       7.55%
  mpki                               |      33.03 |       11.43 |      26.68 |       3.35 |      15.00 |       0.38 |       1.29 |        6.48
TLB Summary                          |            |             |            |            |            |            |            |            
  I-TLB                              |            |             |            |            |            |            |            |            
    num accesses                     |   39643924 |   135623940 |   27532058 |   33204752 |  101106822 |   66665633 |   38394732 |   151383252
    num misses                       |        140 |          18 |         14 |         62 |        390 |         43 |         47 |          42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            |            |            |            |            
    num accesses                     |  111166208 |   471339986 |   93614435 |  170432457 |  372448009 |  501511286 |  132472496 |   496434257
    num misses                       |     598178 |     3327964 |     661938 |     448564 |     200348 |      66816 |     207867 |     2420343
    miss rate                        |      0.54% |       0.71% |      0.71% |      0.26% |      0.05% |      0.01% |      0.16% |       0.49%
    mpki                             |       2.09 |        2.98 |       2.65 |       1.31 |       0.23 |       0.08 |       0.55 |        1.34
  L2 TLB                             |            |             |            |            |            |            |            |            
    num accesses                     |     598318 |     3327982 |     661952 |     448626 |     200738 |      66859 |     207914 |     2420385
    num misses                       |      53826 |       25188 |     661946 |       6250 |       6335 |      20465 |      65699 |      753965
    miss rate                        |      9.00% |       0.76% |    100.00% |      1.39% |      3.16% |     30.61% |     31.60% |      31.15%
    mpki                             |       0.19 |        0.02 |       2.65 |       0.02 |       0.01 |       0.02 |       0.17 |        0.42
Cache Summary                        |            |             |            |            |            |            |            |            
  Cache L1-I                         |            |             |            |            |            |            |            |            
    num cache accesses               |   39643924 |   135623940 |   27532058 |   33204752 |  101106822 |   66665633 |   38394732 |   151383252
    num cache misses                 |    2691972 |     1336177 |      20734 |     188104 |    1495413 |      47042 |      44272 |      203057
    miss rate                        |      6.79% |       0.99% |      0.08% |      0.57% |      1.48% |      0.07% |      0.12% |       0.13%
    mpki                             |       9.42 |        1.19 |       0.08 |       0.55 |       1.68 |       0.05 |       0.12 |        0.11
  Cache L1-D                         |            |             |            |            |            |            |            |            
    num cache accesses               |  111166208 |   471339986 |   93614435 |  170432457 |  372448009 |  501511286 |  132472496 |   496434257
    num cache misses                 |    2621840 |     2814022 |    7305653 |    3192130 |    3356118 |    4852972 |    4874779 |    26451229
    miss rate                        |      2.36% |       0.60% |      7.80% |      1.87% |      0.90% |      0.97% |      3.68% |       5.33%
    mpki                             |       9.17 |        2.52 |      29.22 |       9.29 |       3.77 |       5.57 |      12.93 |       14.66
  Cache L2                           |            |             |            |            |            |            |            |            
    num cache accesses               |    5520831 |     4288938 |    8271791 |    4039926 |    4918293 |    4929001 |    5682798 |    26668539
    num cache misses                 |    3140607 |     1119453 |    7326368 |    2254277 |    1574682 |    3279633 |    4179952 |    23045293
    miss rate                        |     56.89% |      26.10% |     88.57% |     55.80% |     32.02% |     66.54% |     73.55% |      86.41%
    mpki                             |      10.99 |        1.00 |      29.31 |       6.56 |       1.77 |       3.76 |      11.09 |       12.78
  Cache L3                           |            |             |            |            |            |            |            |            
    num cache accesses               |    3348806 |     1262968 |    8271770 |    2914471 |    1657603 |    3309605 |    4984800 |    23059646
    num cache misses                 |    1693907 |      997287 |    7320943 |    2137798 |    1144655 |    2599948 |    4120527 |      478166
    miss rate                        |     50.58% |      78.96% |     88.51% |     73.35% |     69.05% |     78.56% |     82.66% |       2.07%
    mpki                             |       5.93 |        0.89 |      29.28 |       6.22 |       1.29 |       2.98 |      10.93 |        0.27
DRAM summary                         |            |             |            |            |            |            |            |            
  num dram accesses                  |   29250698 |           0 |          0 |          0 |          0 |          0 |          0 |           0
  average dram access latency (ns)   |     195.00 |         inf |        inf |        inf |        inf |        inf |        inf |         inf
  average dram queueing delay        |      84.99 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     90.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            |            |            |            |            
  num loads from dram                |          0 |           0 |          0 |          0 |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |          0 |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |          0 |          0 |          0 |          0 |           0
