                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  561656431 |  955355998 |  249999909 |  612016841
  Cycles                             |  585955813 |  585955965 |  585952398 |  585955800
  IPC                                |       0.96 |       1.63 |       0.43 |       1.04
  Time (ns)                          |  195318604 |  195318655 |  195317466 |  195318600
Branch predictor stats               |            |            |            |           
  num correct                        |   28911019 |  123988131 |    2271023 |   92273945
  num incorrect                      |   21836871 |   13120446 |      15217 |   10351013
  misprediction rate                 |     43.03% |      9.57% |      0.67% |     10.09%
  mpki                               |      38.88 |      13.73 |       0.06 |      16.91
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   44870994 |  145252479 |   22095385 |   97990359
    num misses                       |         52 |        676 |          3 |       3954
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |           
    num accesses                     |  164260688 |  379090319 |   68115827 |  246832780
    num misses                       |       9158 |     114692 |     121838 |    1401339
    miss rate                        |      0.01% |      0.03% |      0.18% |      0.57%
    mpki                             |       0.02 |       0.12 |       0.49 |       2.29
  L2 TLB                             |            |            |            |           
    num accesses                     |       9210 |     115368 |     121841 |    1405293
    num misses                       |       8269 |       3551 |     121749 |     204588
    miss rate                        |     89.78% |      3.08% |     99.92% |     14.56%
    mpki                             |       0.01 |       0.00 |       0.49 |       0.33
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   44870994 |  145252479 |   22095385 |   97990359
    num cache misses                 |      18233 |    3050159 |     171736 |    1899448
    miss rate                        |      0.04% |      2.10% |      0.78% |      1.94%
    mpki                             |       0.03 |       3.19 |       0.69 |       3.10
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  164260688 |  379090319 |   68115827 |  246832780
    num cache misses                 |     577316 |    4165604 |   12871321 |    2353087
    miss rate                        |      0.35% |      1.10% |     18.90% |      0.95%
    mpki                             |       1.03 |       4.36 |      51.49 |       3.84
  Cache L2                           |            |            |            |           
    num cache accesses               |     624335 |    7249960 |   13043062 |    4339457
    num cache misses                 |     567856 |     474884 |    8476023 |    2320325
    miss rate                        |     90.95% |      6.55% |     64.98% |     53.47%
    mpki                             |       1.01 |       0.50 |      33.90 |       3.79
  Cache L3                           |            |            |            |           
    num cache accesses               |     597217 |     509225 |    8476028 |    2407585
    num cache misses                 |     564086 |     315299 |    7789279 |     762787
    miss rate                        |     94.45% |     61.92% |     91.90% |     31.68%
    mpki                             |       1.00 |       0.33 |      31.16 |       1.25
DRAM summary                         |            |            |            |           
  num dram accesses                  |   15931985 |          0 |          0 |          0
  average dram access latency (ns)   |     141.69 |        inf |        inf |        inf
  average dram queueing delay        |      31.68 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     81.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
