                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  537907137 |  922154212 |  249999889 |  612520537
  Cycles                             |  565067204 |  565067174 |  565063980 |  565067188
  IPC                                |       0.95 |       1.63 |       0.44 |       1.08
  Time (ns)                          |  188355735 |  188355725 |  188354660 |  188355730
Branch predictor stats               |            |            |            |           
  num correct                        |   28318563 |  119995815 |    2271023 |   92351209
  num incorrect                      |   20672226 |   12520683 |      15217 |   10358393
  misprediction rate                 |     42.20% |      9.45% |      0.67% |     10.09%
  mpki                               |      38.43 |      13.58 |       0.06 |      16.91
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   43386227 |  139934975 |   22095385 |   98069839
    num misses                       |         52 |        676 |          3 |       3954
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |           
    num accesses                     |  157938845 |  365443628 |   68115829 |  247013725
    num misses                       |       9157 |     114666 |     121838 |    1401428
    miss rate                        |      0.01% |      0.03% |      0.18% |      0.57%
    mpki                             |       0.02 |       0.12 |       0.49 |       2.29
  L2 TLB                             |            |            |            |           
    num accesses                     |       9209 |     115342 |     121841 |    1405382
    num misses                       |       8268 |       3551 |     121749 |     204598
    miss rate                        |     89.78% |      3.08% |     99.92% |     14.56%
    mpki                             |       0.02 |       0.00 |       0.49 |       0.33
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   43386227 |  139934975 |   22095385 |   98069839
    num cache misses                 |      20272 |    2909771 |     171736 |    1891356
    miss rate                        |      0.05% |      2.08% |      0.78% |      1.93%
    mpki                             |       0.04 |       3.16 |       0.69 |       3.09
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  157938845 |  365443628 |   68115829 |  247013725
    num cache misses                 |     578552 |    4164058 |   12871323 |    2347564
    miss rate                        |      0.37% |      1.14% |     18.90% |      0.95%
    mpki                             |       1.08 |       4.52 |      51.49 |       3.83
  Cache L2                           |            |            |            |           
    num cache accesses               |     631182 |    7107613 |   13043063 |    4314849
    num cache misses                 |     574477 |     474307 |    8476025 |    2304437
    miss rate                        |     91.02% |      6.67% |     64.98% |     53.41%
    mpki                             |       1.07 |       0.51 |      33.90 |       3.76
  Cache L3                           |            |            |            |           
    num cache accesses               |     607401 |     508232 |    8476029 |    2380654
    num cache misses                 |     571008 |     305443 |    7612263 |     686631
    miss rate                        |     94.01% |     60.10% |     89.81% |     28.84%
    mpki                             |       1.06 |       0.33 |      30.45 |       1.12
DRAM summary                         |            |            |            |           
  num dram accesses                  |   15481344 |          0 |          0 |          0
  average dram access latency (ns)   |     142.35 |        inf |        inf |        inf
  average dram queueing delay        |      32.34 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     82.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
