                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999989 |  4661232970 |  3284227611 |  2118568545
  Cycles                             |  3811584924 |  3811587314 |  3811587354 |  3811587496
  IPC                                |        0.07 |        1.22 |        0.86 |        0.56
  Time (ns)                          |  1270528308 |  1270529105 |  1270529118 |  1270529165
Branch predictor stats               |             |             |             |            
  num correct                        |    43244780 |   214641972 |     4279499 |   113378786
  num incorrect                      |    11689069 |     1784077 |       72524 |     2652614
  misprediction rate                 |      21.28% |       0.82% |       1.67% |       2.29%
  mpki                               |       46.76 |        0.38 |        0.02 |        1.25
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    23761816 |   356597155 |   376191941 |   211709839
    num misses                       |           3 |          43 |           6 |          47
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    88558906 |  2682237182 |  2456774895 |   735971237
    num misses                       |    21160432 |      360852 |    88627992 |     1137500
    miss rate                        |      23.89% |       0.01% |       3.61% |       0.15%
    mpki                             |       84.64 |        0.08 |       26.99 |        0.54
  L2 TLB                             |             |             |             |            
    num accesses                     |    21160435 |      360895 |    88627998 |     1137547
    num misses                       |    10898298 |      104374 |    63317393 |      349498
    miss rate                        |      51.50% |      28.92% |      71.44% |      30.72%
    mpki                             |       43.59 |        0.02 |       19.28 |        0.16
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    23761816 |   356597155 |   376191941 |   211709839
    num cache misses                 |       55700 |      179159 |      357044 |       70686
    miss rate                        |       0.23% |       0.05% |       0.09% |       0.03%
    mpki                             |        0.22 |        0.04 |        0.11 |        0.03
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    88558906 |  2682237182 |  2456774895 |   735971237
    num cache misses                 |    28781760 |    24376120 |    26881873 |    26004425
    miss rate                        |      32.50% |       0.91% |       1.09% |       3.53%
    mpki                             |      115.13 |        5.23 |        8.19 |       12.27
  Cache L2                           |             |             |             |            
    num cache accesses               |    32619694 |    24651610 |    27254173 |    29919805
    num cache misses                 |    20518775 |    13907823 |    18187284 |    19131456
    miss rate                        |      62.90% |      56.42% |      66.73% |      63.94%
    mpki                             |       82.08 |        2.98 |        5.54 |        9.03
  Cache L3                           |             |             |             |            
    num cache accesses               |    24373442 |    14029130 |    18203062 |    23120812
    num cache misses                 |    18161208 |    13013502 |    17735093 |    18856120
    miss rate                        |      74.51% |      92.76% |      97.43% |      81.55%
    mpki                             |       72.64 |        2.79 |        5.40 |        8.90
DRAM summary                         |             |             |             |            
  num dram accesses                  |    96737581 |           0 |           0 |           0
  average dram access latency (ns)   |      147.89 |         inf |         inf |         inf
  average dram queueing delay        |       37.89 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      76.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
