                                     | Core 0     | Core 1      | Core 2     | Core 3    
  Instructions                       |  566378589 |  1013180945 |  249999909 |  641702988
  Cycles                             |  580093882 |   580093880 |  580092642 |  580093891
  IPC                                |       0.98 |        1.75 |       0.43 |       1.11
  Time (ns)                          |  193364628 |   193364627 |  193364214 |  193364631
Branch predictor stats               |            |             |            |           
  num correct                        |   29029081 |   134731792 |    2271023 |   96870337
  num incorrect                      |   22068262 |    13547932 |      15217 |   10825995
  misprediction rate                 |     43.19% |       9.14% |      0.67% |     10.05%
  mpki                               |      38.96 |       13.37 |       0.06 |      16.87
TLB Summary                          |            |             |            |           
  I-TLB                              |            |             |            |           
    num accesses                     |   45166298 |   151656904 |   22095385 |  102626128
    num misses                       |         52 |         722 |          3 |       3954
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.01
  D-TLB                              |            |             |            |           
    num accesses                     |  165518072 |   395258097 |   68115827 |  257788620
    num misses                       |       9158 |      134447 |     121838 |    1406478
    miss rate                        |      0.01% |       0.03% |      0.18% |      0.55%
    mpki                             |       0.02 |        0.13 |       0.49 |       2.19
  L2 TLB                             |            |             |            |           
    num accesses                     |       9210 |      135169 |     121841 |    1410432
    num misses                       |       8269 |        3894 |     121749 |     205077
    miss rate                        |     89.78% |       2.88% |     99.92% |     14.54%
    mpki                             |       0.01 |        0.00 |       0.49 |       0.32
Cache Summary                        |            |             |            |           
  Cache L1-I                         |            |             |            |           
    num cache accesses               |   45166298 |   151656904 |   22095385 |  102626128
    num cache misses                 |      12446 |     3084134 |     176156 |    1900750
    miss rate                        |      0.03% |       2.03% |      0.80% |      1.85%
    mpki                             |       0.02 |        3.04 |       0.70 |       2.96
  Cache L1-D                         |            |             |            |           
    num cache accesses               |  165518072 |   395258097 |   68115827 |  257788620
    num cache misses                 |     554046 |     5435998 |   12871964 |    2360423
    miss rate                        |      0.33% |       1.38% |     18.90% |      0.92%
    mpki                             |       0.98 |        5.37 |      51.49 |       3.68
  Cache L2                           |            |             |            |           
    num cache accesses               |     582079 |     8551032 |   13048775 |    4336855
    num cache misses                 |     545412 |      499111 |    8487158 |    2329909
    miss rate                        |     93.70% |       5.84% |     65.04% |     53.72%
    mpki                             |       0.96 |        0.49 |      33.95 |       3.63
  Cache L3                           |            |             |            |           
    num cache accesses               |     561265 |      530143 |    8487813 |    2405921
    num cache misses                 |     541320 |      209228 |    7758179 |     682814
    miss rate                        |     96.45% |      39.47% |     91.40% |     28.38%
    mpki                             |       0.96 |        0.21 |      31.03 |       1.06
DRAM summary                         |            |             |            |           
  num dram accesses                  |   15614922 |           0 |          0 |          0
  average dram access latency (ns)   |     139.25 |         inf |        inf |        inf
  average dram queueing delay        |      29.24 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     80.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0
