                                   | Core 0    
  Instructions                     |  249999898
  Cycles                           |  640994130
  IPC                              |       0.39
  Time (ns)                        |  213664710
Branch predictor stats             |           
  num correct                      |    4856955
  num incorrect                    |    6669357
  misprediction rate               |     57.86%
  mpki                             |      26.68
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   27532058
    num misses                     |         14
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   93614435
    num misses                     |     661938
    miss rate                      |      0.71%
    mpki                           |       2.65
  L2 TLB                           |           
    num accesses                   |     661952
    num misses                     |     661946
    miss rate                      |    100.00%
    mpki                           |       2.65
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   27532058
    num cache misses               |      18782
    miss rate                      |      0.07%
    mpki                           |       0.08
  Cache L1-D                       |           
    num cache accesses             |   93614435
    num cache misses               |    7294531
    miss rate                      |      7.79%
    mpki                           |      29.18
  Cache L2                         |           
    num cache accesses             |    8258119
    num cache misses               |    7313313
    miss rate                      |     88.56%
    mpki                           |      29.25
  Cache L3                         |           
    num cache accesses             |    8258119
    num cache misses               |    7293940
    miss rate                      |     88.32%
    mpki                           |      29.18
DRAM summary                       |           
  num dram accesses                |   10453893
  average dram access latency (ns) |     115.70
  average dram queueing delay      |      30.66
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
