                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  459226309 |  423736319 |  249999984 |  628735043
  Cycles                             |  639587475 |  639587412 |  639583517 |  639587368
  IPC                                |       0.72 |       0.66 |       0.39 |       0.98
  Time (ns)                          |  213195825 |  213195804 |  213194506 |  213195789
Branch predictor stats               |            |            |            |           
  num correct                        |   69253616 |   53816079 |   15199251 |   36687203
  num incorrect                      |    7768713 |   12892826 |    9146162 |    6188685
  misprediction rate                 |     10.09% |     19.33% |     37.57% |     14.43%
  mpki                               |      16.92 |      30.43 |      36.58 |       9.84
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   73505735 |   59501697 |   29844534 |   71397616
    num misses                       |       2929 |        116 |         10 |         56
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  184973285 |  167966291 |  114926447 |  293462942
    num misses                       |    1054934 |     256058 |     791201 |     188376
    miss rate                        |      0.57% |      0.15% |      0.69% |      0.06%
    mpki                             |       2.30 |       0.60 |       3.16 |       0.30
  L2 TLB                             |            |            |            |           
    num accesses                     |    1057863 |     256174 |     791211 |     188432
    num misses                       |     154275 |      43840 |     629351 |      29763
    miss rate                        |     14.58% |     17.11% |     79.54% |     15.80%
    mpki                             |       0.34 |       0.10 |       2.52 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   73505735 |   59501697 |   29844534 |   71397616
    num cache misses                 |    1541288 |    1892660 |      31048 |     304645
    miss rate                        |      2.10% |      3.18% |      0.10% |      0.43%
    mpki                             |       3.36 |       4.47 |       0.12 |       0.48
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  184973285 |  167966291 |  114926447 |  293462942
    num cache misses                 |    1865535 |    1973663 |    1814014 |    1938668
    miss rate                        |      1.01% |      1.18% |      1.58% |      0.66%
    mpki                             |       4.06 |       4.66 |       7.26 |       3.08
  Cache L2                           |            |            |            |           
    num cache accesses               |    3580173 |    4061259 |    2206768 |    2280186
    num cache misses                 |    1705358 |    1455804 |    1727881 |    1820006
    miss rate                        |     47.63% |     35.85% |     78.30% |     79.82%
    mpki                             |       3.71 |       3.44 |       6.91 |       2.89
  Cache L3                           |            |            |            |           
    num cache accesses               |    1880064 |    1654331 |    2096246 |    1858220
    num cache misses                 |    1546066 |    1254422 |    1717587 |    1803328
    miss rate                        |     82.23% |     75.83% |     81.94% |     97.05%
    mpki                             |       3.37 |       2.96 |       6.87 |       2.87
DRAM summary                         |            |            |            |           
  num dram accesses                  |    8121267 |          0 |          0 |          0
  average dram access latency (ns)   |     114.67 |        inf |        inf |        inf
  average dram queueing delay        |       4.66 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     38.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
