                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  5917944969 |  2189973451 |   249999989 |  2237645748 |   821255561 |  5108605945 |  4294347466 |  10879961896
  Cycles                             |  7155784079 |  7155784551 |  7155780119 |  7155784204 |  7155784716 |  7155784176 |  7155784124 |   7155784068
  IPC                                |        0.83 |        0.31 |        0.03 |        0.31 |        0.11 |        0.71 |        0.60 |         1.52
  Time (ns)                          |  2385261360 |  2385261517 |  2385260040 |  2385261401 |  2385261572 |  2385261392 |  2385261375 |   2385261356
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   337879713 |    19867827 |    43244780 |   119515042 |   113004566 |   235249243 |   647368864 |    725046366
  num incorrect                      |    57184761 |      133056 |    11689069 |     2796096 |    15484303 |     1956031 |    72868600 |    124423765
  misprediction rate                 |      14.47% |       0.67% |      21.28% |       2.29% |      12.05% |       0.82% |      10.12% |       14.65%
  mpki                               |        9.66 |        0.06 |       46.76 |        1.25 |       18.85 |        0.38 |       16.97 |        11.44
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   665035893 |   193551748 |    23761816 |   222775520 |   143898403 |   390827356 |   687694330 |   1320165651
    num misses                       |          56 |           3 |           3 |          47 |         100 |          43 |       25660 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  2779241624 |   596329146 |    88558906 |   776367839 |   382765710 |  2939662538 |  1731193334 |   4587713504
    num misses                       |     1793669 |     1065097 |    21160283 |     1196918 |    14894626 |      395409 |     9752688 |     32603184
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.53 |       18.14 |        0.08 |        2.27 |         3.00
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     1793725 |     1065100 |    21160286 |     1196965 |    14894726 |      395452 |     9778348 |     32603202
    num misses                       |      282781 |     1064292 |    10898802 |      366542 |     4473352 |      114307 |     1392287 |       248930
    miss rate                        |      15.77% |      99.92% |      51.51% |      30.62% |      30.03% |      28.91% |      14.24% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.60 |        0.16 |        5.45 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   665035893 |   193551748 |    23761816 |   222775520 |   143898403 |   390827356 |   687694330 |   1320165651
    num cache misses                 |     2091477 |     1503973 |      202675 |      234439 |     3382103 |      383224 |    13759474 |     12037184
    miss rate                        |       0.31% |       0.78% |       0.85% |       0.11% |       2.35% |       0.10% |       2.00% |        0.91%
    mpki                             |        0.35 |        0.69 |        0.81 |        0.10 |        4.12 |        0.08 |        3.20 |         1.11
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  2779241624 |   596329146 |    88558906 |   776367839 |   382765710 |  2939662538 |  1731193334 |   4587713504
    num cache misses                 |    17284514 |   112523455 |    28840274 |    27494052 |    22193244 |    28241532 |    16775726 |     22427636
    miss rate                        |       0.62% |      18.87% |      32.57% |       3.54% |       5.80% |       0.96% |       0.97% |        0.49%
    mpki                             |        2.92 |       51.38 |      115.36 |       12.29 |       27.02 |        5.53 |        3.91 |         2.06
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    19437313 |   114027450 |    32973881 |    31979704 |    30918951 |    28806307 |    31549345 |     34729128
    num cache misses                 |    14222115 |    74112875 |    24684230 |    22948820 |    22143420 |    20492329 |    17317207 |      4875456
    miss rate                        |      73.17% |      65.00% |      74.86% |      71.76% |      71.62% |      71.14% |      54.89% |       14.04%
    mpki                             |        2.40 |       33.84 |       98.74 |       10.26 |       26.96 |        4.01 |        4.03 |         0.45
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |    14289246 |    74112897 |    28638278 |    27325465 |    27496840 |    20680215 |    18337647 |      5147466
    num cache misses                 |    10334447 |    52322255 |    20731328 |    20816200 |    17917990 |    16631123 |     8622809 |      2031003
    miss rate                        |      72.32% |      70.60% |      72.39% |      76.18% |      65.16% |      80.42% |      47.02% |       39.46%
    mpki                             |        1.75 |       23.89 |       82.93 |        9.30 |       21.82 |        3.26 |        2.01 |         0.19
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   225367850 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      258.53 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      148.52 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
