                                   | Core 0    
  Instructions                     |   99999931
  Cycles                           |   99921354
  IPC                              |       1.00
  Time (ns)                        |   33307118
Branch predictor stats             |           
  num correct                      |    1021249
  num incorrect                    |     248524
  misprediction rate               |     19.57%
  mpki                             |       2.49
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9191444
    num misses                     |         49
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51375935
    num misses                     |      62540
    miss rate                      |      0.12%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      62589
    num misses                     |       1645
    miss rate                      |      2.63%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9191444
    num cache misses               |      19271
    miss rate                      |      0.21%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |   51375935
    num cache misses               |     709975
    miss rate                      |      1.38%
    mpki                           |       7.10
  Cache L2                         |           
    num cache accesses             |     759859
    num cache misses               |     312368
    miss rate                      |     41.11%
    mpki                           |       3.12
  Cache L3                         |           
    num cache accesses             |     343081
    num cache misses               |     269182
    miss rate                      |     78.46%
    mpki                           |       2.69
DRAM summary                       |           
  num dram accesses                |     521980
  average dram access latency (ns) |      51.74
  average dram queueing delay      |       1.74
Coherency Traffic                  |           
  num loads from dram              |     194560
  num loads from dram cache        |          0
  num loads from remote cache      |          0
