                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  2645552458 |   249999989 |   783884464 |  2507926329
  Cycles                             |  3768831010 |  3768826419 |  3768831295 |  3768831000
  IPC                                |        0.70 |        0.07 |        0.21 |        0.67
  Time (ns)                          |  1256277003 |  1256275473 |  1256277098 |  1256277000
Branch predictor stats               |             |             |             |            
  num correct                        |   160805962 |    43244780 |   107836565 |   382789300
  num incorrect                      |    96765367 |    11689069 |    14792288 |    81525393
  misprediction rate                 |      37.57% |      21.28% |      12.06% |      17.56%
  mpki                               |       36.58 |       46.76 |       18.87 |       32.51
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   315728996 |    23761816 |   137353878 |   345317245
    num misses                       |          10 |           3 |         100 |         482
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |  1216426585 |    88558906 |   365311363 |   972465042
    num misses                       |     8354749 |    21161065 |    14215323 |     5163292
    miss rate                        |       0.69% |      23.89% |       3.89% |       0.53%
    mpki                             |        3.16 |       84.64 |       18.13 |        2.06
  L2 TLB                             |             |             |             |            
    num accesses                     |     8354759 |    21161068 |    14215423 |     5163774
    num misses                       |     6640781 |    10898809 |     4272664 |      507561
    miss rate                        |      79.49% |      51.50% |      30.06% |       9.83%
    mpki                             |        2.51 |       43.60 |        5.45 |        0.20
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   315728996 |    23761816 |   137353878 |   345317245
    num cache misses                 |      175067 |      242077 |     3725576 |    20213568
    miss rate                        |       0.06% |       1.02% |       2.71% |       5.85%
    mpki                             |        0.07 |        0.97 |        4.75 |        8.06
  Cache L1-D                         |             |             |             |            
    num cache accesses               |  1216426585 |    88558906 |   365311363 |   972465042
    num cache misses                 |    18817110 |    28954641 |    21573740 |    23629294
    miss rate                        |       1.55% |      32.70% |       5.91% |       2.43%
    mpki                             |        7.11 |      115.82 |       27.52 |        9.42
  Cache L2                           |             |             |             |            
    num cache accesses               |    20681376 |    33392277 |    30722405 |    44952063
    num cache misses                 |    17687752 |    25552089 |    22265814 |    23532363
    miss rate                        |      85.53% |      76.52% |      72.47% |      52.35%
    mpki                             |        6.69 |      102.21 |       28.40 |        9.38
  Cache L3                           |             |             |             |            
    num cache accesses               |    19599832 |    29773123 |    27698710 |    24643955
    num cache misses                 |     5427336 |    22826254 |    18781354 |     6447641
    miss rate                        |      27.69% |      76.67% |      67.81% |      26.16%
    mpki                             |        2.05 |       91.31 |       23.96 |        2.57
DRAM summary                         |             |             |             |            
  num dram accesses                  |    71122684 |           0 |           0 |           0
  average dram access latency (ns)   |      119.45 |         inf |         inf |         inf
  average dram queueing delay        |        9.44 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      56.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
