                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3059165719 |   893881119 |  6098727090 |  3180050142 |  3638246358 |   487107298 |  2217402337 |   249999989
  Cycles                             |  3189795303 |  3189795595 |  3189795242 |  3189795313 |  3189795306 |  3189795660 |  3189795396 |  3189790289
  IPC                                |        0.96 |        0.28 |        1.91 |        1.00 |        1.14 |        0.15 |        0.70 |        0.08
  Time (ns)                          |  1063265101 |  1063265198 |  1063265081 |  1063265104 |  1063265102 |  1063265220 |  1063265132 |  1063263430
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   467541768 |   122835179 |  1125523686 |   168664864 |   548878427 |   114115412 |   336913895 |    43244780
  num incorrect                      |   119946390 |    16888574 |    76782299 |   121769574 |    61611946 |    12670167 |    72878142 |    11689069
  misprediction rate                 |      20.42% |      12.09% |       6.39% |      41.93% |      10.09% |       9.99% |      17.78% |      21.28%
  mpki                               |       39.21 |       18.89 |       12.59 |       38.29 |       16.93 |       26.01 |       32.87 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   398017710 |   156583179 |  1000039710 |   257295310 |   582383351 |    41184647 |   306810600 |    23761816
    num misses                       |          19 |         105 |          39 |          52 |       21330 |       33860 |         432 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1029661475 |   416545049 |  1987569474 |   934992226 |  1464511643 |   168792009 |   860430590 |    88558906
    num misses                       |     4559554 |    16208978 |          23 |       54453 |     8129676 |     2595469 |     4572964 |    21160172
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.56% |       1.54% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.13 |        0.00 |        0.02 |        2.23 |        5.33 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4559573 |    16209083 |          62 |       54505 |     8151006 |     2629329 |     4573396 |    21160175
    num misses                       |      954483 |     4846881 |          62 |       48552 |     1162506 |     2223186 |      435585 |    10898365
    miss rate                        |      20.93% |      29.90% |     100.00% |      89.08% |      14.26% |      84.55% |       9.52% |      51.50%
    mpki                             |        0.31 |        5.42 |        0.00 |        0.02 |        0.32 |        4.56 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   398017710 |   156583179 |  1000039710 |   257295310 |   582383351 |    41184647 |   306810600 |    23761816
    num cache misses                 |     2047747 |     3366543 |     9502094 |       79767 |    11001098 |      784874 |    17891375 |      189569
    miss rate                        |       0.51% |       2.15% |       0.95% |       0.03% |       1.89% |       1.91% |       5.83% |       0.80%
    mpki                             |        0.67 |        3.77 |        1.56 |        0.03 |        3.02 |        1.61 |        8.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1029661475 |   416545049 |  1987569474 |   934992226 |  1464511643 |   168792009 |   860430590 |    88558906
    num cache misses                 |     4253224 |    23674906 |      100652 |     3392163 |    13617844 |    14524677 |    19296336 |    28749489
    miss rate                        |       0.41% |       5.68% |       0.01% |       0.36% |       0.93% |       8.61% |       2.24% |      32.46%
    mpki                             |        1.39 |       26.49 |        0.02 |        1.07 |        3.74 |       29.82 |        8.70 |      115.00
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7134475 |    31042761 |     9617288 |     3593679 |    25065502 |    15343790 |    37998978 |    32550379
    num cache misses                 |     2863068 |    23247236 |      309601 |     3308281 |    13216987 |    14673622 |    18782320 |    24328081
    miss rate                        |      40.13% |      74.89% |       3.22% |      92.06% |      52.73% |      95.63% |      49.43% |      74.74%
    mpki                             |        0.94 |       26.01 |        0.05 |        1.04 |        3.63 |       30.12 |        8.47 |       97.31
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3711203 |    27253383 |      324143 |     3432050 |    13665284 |    14708867 |    19594713 |    27964992
    num cache misses                 |     1284399 |    13760241 |      305475 |     3285003 |     4023456 |    13692512 |     4759478 |    16013485
    miss rate                        |      34.61% |      50.49% |      94.24% |      95.72% |      29.44% |      93.09% |      24.29% |      57.26%
    mpki                             |        0.42 |       15.39 |        0.05 |        1.03 |        1.11 |       28.11 |        2.15 |       64.05
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    72763258 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      126.31 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       16.30 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      68.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
