                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   606209587 |   708059824 |   375892431 |   249999973
  Cycles                             |  1186367014 |  1186366985 |  1186367197 |  1186364630
  IPC                                |        0.51 |        0.60 |        0.32 |        0.21
  Time (ns)                          |   395455672 |   395455662 |   395455733 |   395454877
Branch predictor stats               |             |             |             |            
  num correct                        |    32437731 |   106421814 |     7122540 |    40600608
  num incorrect                      |      759125 |    23844210 |     9901479 |     2521753
  misprediction rate                 |       2.29% |      18.30% |      58.16% |       5.85%
  mpki                               |        1.25 |       33.68 |       26.34 |       10.09
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    61190896 |    98522692 |    41381970 |    41868591
    num misses                       |          47 |         202 |          14 |           4
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   211936301 |   275624773 |   138475087 |    75636447
    num misses                       |      327965 |     1460617 |      991437 |       88470
    miss rate                        |       0.15% |       0.53% |       0.72% |       0.12%
    mpki                             |        0.54 |        2.06 |        2.64 |        0.35
  L2 TLB                             |             |             |             |            
    num accesses                     |      328012 |     1460819 |      991451 |       88474
    num misses                       |      101992 |      117203 |      991440 |       88474
    miss rate                        |      31.09% |       8.02% |     100.00% |     100.00%
    mpki                             |        0.17 |        0.17 |        2.64 |        0.35
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    61190896 |    98522692 |    41381970 |    41868591
    num cache misses                 |       42161 |     5936400 |       19430 |        5966
    miss rate                        |       0.07% |       6.03% |       0.05% |       0.01%
    mpki                             |        0.07 |        8.38 |        0.05 |        0.02
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   211936301 |   275624773 |   138475087 |    75636447
    num cache misses                 |     7551900 |     5015371 |    10644995 |     5662101
    miss rate                        |       3.56% |       1.82% |       7.69% |       7.49%
    mpki                             |       12.46 |        7.08 |       28.32 |       22.65
  Cache L2                           |             |             |             |            
    num cache accesses               |     8670067 |    11253370 |    12074620 |     7687767
    num cache misses                 |     5828304 |     4712719 |    10664341 |     5668067
    miss rate                        |      67.22% |      41.88% |      88.32% |      73.73%
    mpki                             |        9.61 |        6.66 |       28.37 |       22.67
  Cache L3                           |             |             |             |            
    num cache accesses               |     6956274 |     5016036 |    12074536 |     7687767
    num cache misses                 |     5676352 |     1791512 |    10649164 |     5664454
    miss rate                        |      81.60% |      35.72% |      88.20% |      73.68%
    mpki                             |        9.36 |        2.53 |       28.33 |       22.66
DRAM summary                         |             |             |             |            
  num dram accesses                  |    33238273 |           0 |           0 |           0
  average dram access latency (ns)   |      156.33 |         inf |         inf |         inf
  average dram queueing delay        |       46.32 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      84.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
