                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1551208484 |  6996249481 |   945365908 |  6501106727 |  3918951753 |  11164211793 |  2065719610 |  15470846467 |  6025688499 |  6292304197 |  4943974530 |  3401591988 |  1233429026 |   249999989 |  6894014232 |  11346766928
  Cycles                             |  8387692450 |  8387692325 |  8387692696 |  8387692028 |  8387692193 |   8387692087 |  8387692466 |   8387692048 |  8387692158 |  8387692022 |  8387692200 |  8387692131 |  8387692295 |  8387686123 |  8387692006 |   8387692042
  IPC                                |        0.18 |        0.83 |        0.11 |        0.78 |        0.47 |         1.33 |        0.25 |         1.84 |        0.72 |        0.75 |        0.59 |        0.41 |        0.15 |        0.03 |        0.82 |         1.35
  Time (ns)                          |  2795897483 |  2795897442 |  2795897565 |  2795897343 |  2795897398 |   2795897362 |  2795897489 |   2795897349 |  2795897386 |  2795897341 |  2795897400 |  2795897377 |  2795897432 |  2795895374 |  2795897335 |   2795897347
Branch predictor stats               |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num correct                        |    14084400 |   398685383 |   159650317 |   837824277 |     5102881 |    988985298 |   127857923 |   2855151645 |   328935190 |   118082515 |   538079502 |   518073251 |    97795473 |    43244780 |  1054051905 |    500325786
  num incorrect                      |       94350 |    67435334 |    14757159 |   195238811 |       86478 |    164992913 |     4306284 |    194774417 |   227188328 |    17984952 |    81983451 |   111140810 |     8000995 |    11689069 |   270118462 |     28411488
  misprediction rate                 |       0.67% |      14.47% |       8.46% |      18.90% |       1.67% |       14.30% |       3.26% |        6.39% |      40.85% |      13.22% |      13.22% |      17.66% |       7.56% |      21.28% |      20.40% |        5.37%
  mpki                               |        0.06 |        9.64 |       15.61 |       30.03 |        0.02 |        14.78 |        2.08 |        12.59 |       37.70 |        2.86 |       16.58 |       32.67 |        6.49 |       46.76 |       39.18 |         2.50
TLB Summary                          |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   137097885 |   785560088 |   109592950 |   911668888 |   448907107 |   1267484869 |   196194684 |   2536828392 |   493640306 |   599425820 |   582028271 |   468964570 |   103292635 |    23761816 |   896922598 |   1081136184
    num misses                       |           3 |          56 |          42 |         381 |           6 |         3752 |          22 |           39 |          52 |         158 |          10 |         616 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   422552608 |  3287707975 |   328865098 |  2538185301 |  2931545223 |   4668654143 |   683548527 |   5041917285 |  1780948309 |  3196754177 |  2216211273 |  1319740507 |   339539653 |    88558906 |  2320629577 |   3452356361
    num misses                       |      755415 |     2122452 |     5643948 |     4578779 |   105694452 |      2463868 |     5562713 |           23 |      108355 |     7094816 |    22413790 |     6996952 |     1662294 |    21159802 |    10267461 |      1100683
    miss rate                        |       0.18% |       0.06% |       1.72% |       0.18% |       3.61% |        0.05% |       0.81% |        0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.97 |        0.70 |       26.97 |         0.22 |        2.69 |         0.00 |        0.02 |        1.13 |        4.53 |        2.06 |        1.35 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |      755418 |     2122508 |     5643990 |     4579160 |   105694458 |      2467620 |     5562735 |           62 |      108407 |     7094974 |    22413800 |     6997568 |     1662336 |    21159805 |    10267480 |      1100691
