                                     | Core 0     | Core 1     | Core 2      | Core 3     
  Instructions                       |  249999888 |  577249629 |  1165030207 |  1064709163
  Cycles                             |  782688825 |  782691380 |   782691077 |   782691187
  IPC                                |       0.32 |       0.74 |        1.49 |        1.36
  Time (ns)                          |  260896275 |  260897127 |   260897026 |   260897062
Branch predictor stats               |            |            |             |            
  num correct                        |   19818647 |   13206706 |    50740023 |    94731337
  num incorrect                      |    1620730 |     233658 |     2897242 |    15879261
  misprediction rate                 |      7.56% |      1.74% |       5.40% |      14.36%
  mpki                               |       6.48 |       0.40 |        2.49 |       14.91
TLB Summary                          |            |            |             |            
  I-TLB                              |            |            |             |            
    num accesses                     |   20925725 |   52317003 |   111496847 |   120955634
    num misses                       |         42 |          4 |           8 |         438
    miss rate                        |      0.00% |      0.00% |       0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |        0.00 |        0.00
  D-TLB                              |            |            |             |            
    num accesses                     |   68803936 |  225574410 |   356898022 |   445237250
    num misses                       |     336437 |     113656 |      110120 |      231492
    miss rate                        |      0.49% |      0.05% |       0.03% |       0.05%
    mpki                             |       1.35 |       0.20 |        0.09 |        0.22
  L2 TLB                             |            |            |             |            
    num accesses                     |     336479 |     113660 |      110128 |      231930
    num misses                       |     104714 |      63104 |        2902 |        7488
    miss rate                        |     31.12% |     55.52% |       2.64% |       3.23%
    mpki                             |       0.42 |       0.11 |        0.00 |        0.01
Cache Summary                        |            |            |             |            
  Cache L1-I                         |            |            |             |            
    num cache accesses               |   20925725 |   52317003 |   111496847 |   120955634
    num cache misses                 |      27968 |      29518 |       10683 |     1500040
    miss rate                        |      0.13% |      0.06% |       0.01% |       1.24%
    mpki                             |       0.11 |       0.05 |        0.01 |        1.41
  Cache L1-D                         |            |            |             |            
    num cache accesses               |   68803936 |  225574410 |   356898022 |   445237250
    num cache misses                 |    3674427 |    5615671 |     9545795 |     3937805
    miss rate                        |      5.34% |      2.49% |       2.67% |       0.88%
    mpki                             |      14.70 |       9.73 |        8.19 |        3.70
  Cache L2                           |            |            |             |            
    num cache accesses               |    3732676 |    5649185 |     9596830 |     5459201
    num cache misses                 |    3197318 |    4006403 |      266695 |      951944
    miss rate                        |     85.66% |     70.92% |       2.78% |      17.44%
    mpki                             |      12.79 |       6.94 |        0.23 |        0.89
  Cache L3                           |            |            |             |            
    num cache accesses               |    3227680 |    4011952 |      308696 |      975431
    num cache misses                 |    2995390 |    3969824 |      254415 |      344249
    miss rate                        |     92.80% |     98.95% |      82.42% |      35.29%
    mpki                             |      11.98 |       6.88 |        0.22 |        0.32
DRAM summary                         |            |            |             |            
  num dram accesses                  |    9053271 |          0 |           0 |           0
  average dram access latency (ns)   |     151.86 |        inf |         inf |         inf
  average dram queueing delay        |      31.84 |       0.00 |        0.00 |        0.00
  average dram bandwidth utilization |     69.00% |      0.00% |       0.00% |       0.00%
Coherency Traffic                    |            |            |             |            
  num loads from dram                |          0 |          0 |           0 |           0
  num loads from dram cache          |          0 |          0 |           0 |           0
  num loads from remote cache        |          0 |          0 |           0 |           0
