                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5561069626 |  3326425895 |  3672612624 |  4685423053 |   939466665 |  2629529236 |  5273206935 |   249999989
  Cycles                             |  4062761715 |  4062761820 |  4062761709 |  4062761749 |  4062761731 |  4062761700 |  4062762318 |  4062758286
  IPC                                |        1.37 |        0.82 |        0.90 |        1.15 |        0.23 |        0.65 |        1.30 |        0.06
  Time (ns)                          |  1354253905 |  1354253940 |  1354253903 |  1354253916 |  1354253910 |  1354253900 |  1354254106 |  1354252762
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   493145635 |   360162992 |   472494802 |   267316915 |   158756920 |   159831826 |   242838350 |    43244780
  num incorrect                      |    82312963 |    54849429 |   110460653 |    45251297 |    14647291 |    96179065 |     2020923 |    11689069
  misprediction rate                 |      14.30% |      13.22% |      18.95% |      14.48% |       8.45% |      37.57% |       0.83% |      21.28%
  mpki                               |       14.80 |       16.49 |       30.08 |        9.66 |       15.59 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   631538237 |   391458165 |   515104408 |   526346588 |   109039836 |   313827415 |   403428105 |    23761816
    num misses                       |        1913 |          10 |         259 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2325267693 |  1495051724 |  1436448063 |  2200872017 |   327082525 |  1209112874 |  3034370290 |    88558906
    num misses                       |     1221803 |    15213649 |     2544467 |     1419389 |     5617632 |     8302453 |      409150 |    21160145
    miss rate                        |       0.05% |       1.02% |       0.18% |       0.06% |       1.72% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.57 |        0.69 |        0.30 |        5.98 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1223716 |    15213659 |     2544726 |     1419445 |     5617674 |     8302463 |      409193 |    21160148
    num misses                       |       38659 |     1352185 |      406728 |      223730 |     1520105 |     6599495 |      117508 |    10898284
    miss rate                        |       3.16% |       8.89% |      15.98% |      15.76% |      27.06% |      79.49% |      28.72% |      51.50%
    mpki                             |        0.01 |        0.41 |        0.11 |        0.05 |        1.62 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   631538237 |   391458165 |   515104408 |   526346588 |   109039836 |   313827415 |   403428105 |    23761816
    num cache misses                 |     8688652 |      288638 |    16043939 |     1534266 |      124302 |      173062 |      365322 |      189933
    miss rate                        |       1.38% |       0.07% |       3.11% |       0.29% |       0.11% |       0.06% |       0.09% |       0.80%
    mpki                             |        1.56 |        0.09 |        4.37 |        0.33 |        0.13 |        0.07 |        0.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2325267693 |  1495051724 |  1436448063 |  2200872017 |   327082525 |  1209112874 |  3034370290 |    88558906
    num cache misses                 |    21538058 |    47928562 |    17830245 |    13510006 |    38257413 |    18682823 |    28540077 |    28755984
    miss rate                        |       0.93% |       3.21% |       1.24% |       0.61% |      11.70% |       1.55% |       0.94% |      32.47%
    mpki                             |        3.87 |       14.41 |        4.85 |        2.88 |       40.72 |        7.11 |        5.41 |      115.02
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    30301039 |    48743998 |    34916955 |    15061750 |    41918380 |    20385617 |    28946412 |    32628235
    num cache misses                 |    12102512 |    33768604 |    15536491 |    10599511 |    33859015 |    17560922 |    19986078 |    24334606
    miss rate                        |      39.94% |      69.28% |      44.50% |      70.37% |      80.77% |      86.14% |      69.05% |      74.58%
    mpki                             |        2.18 |       10.15 |        4.23 |        2.26 |       36.04 |        6.68 |        3.79 |       97.34
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12178459 |    34324585 |    16583514 |    10618583 |    37397363 |    19306609 |    20029616 |    28042619
    num cache misses                 |     1554455 |     9191102 |     2971950 |     6610810 |    21117191 |     5053991 |    11568818 |    16973476
    miss rate                        |      12.76% |      26.78% |      17.92% |      62.26% |      56.47% |      26.18% |      57.76% |      60.53%
    mpki                             |        0.28 |        2.76 |        0.81 |        1.41 |       22.48 |        1.92 |        2.19 |       67.89
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   112138154 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      173.82 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       63.81 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      82.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
