                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  412430647 |  462200379 |  249999979 |  382711599
  Cycles                             |  256157538 |  256157404 |  256155585 |  256157544
  IPC                                |       1.61 |       1.80 |       0.98 |       1.49
  Time (ns)                          |   85385846 |   85385802 |   85385195 |   85385848
Branch predictor stats               |            |            |            |           
  num correct                        |   17499475 |   58042626 |   38222132 |   34531732
  num incorrect                      |    1008519 |    6520615 |    9793313 |    5915639
  misprediction rate                 |      5.45% |     10.10% |     20.40% |     14.63%
  mpki                               |       2.45 |      14.11 |      39.17 |      15.46
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   39846197 |   71489078 |   32523298 |   43713881
    num misses                       |          8 |        358 |         19 |        223
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  128130873 |  187170393 |   84159510 |  160293230
    num misses                       |      36335 |      54689 |     372573 |      88389
    miss rate                        |      0.03% |      0.03% |      0.44% |      0.06%
    mpki                             |       0.09 |       0.12 |       1.49 |       0.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      36343 |      55047 |     372592 |      88612
    num misses                       |       1107 |       1799 |      78123 |       2781
    miss rate                        |      3.05% |      3.27% |     20.97% |      3.14%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   39846197 |   71489078 |   32523298 |   43713881
    num cache misses                 |       1533 |    1517289 |     121132 |     562445
    miss rate                        |      0.00% |      2.12% |      0.37% |      1.29%
    mpki                             |       0.00 |       3.28 |       0.48 |       1.47
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  128130873 |  187170393 |   84159510 |  160293230
    num cache misses                 |    3463107 |    1437920 |     315624 |    1167739
    miss rate                        |      2.70% |      0.77% |      0.38% |      0.73%
    mpki                             |       8.40 |       3.11 |       1.26 |       3.05
  Cache L2                           |            |            |            |           
    num cache accesses               |    3473008 |    2958303 |     502600 |    1730930
    num cache misses                 |      48251 |     149791 |     126212 |     254073
    miss rate                        |      1.39% |      5.06% |     25.11% |     14.68%
    mpki                             |       0.12 |       0.32 |       0.50 |       0.66
  Cache L3                           |            |            |            |           
    num cache accesses               |      56668 |     152897 |     193203 |     254837
    num cache misses                 |      37140 |      44927 |      89149 |      17990
    miss rate                        |     65.54% |     29.38% |     46.14% |      7.06%
    mpki                             |       0.09 |       0.10 |       0.36 |       0.05
DRAM summary                         |            |            |            |           
  num dram accesses                  |     271332 |          0 |          0 |          0
  average dram access latency (ns)   |     125.83 |        inf |        inf |        inf
  average dram queueing delay        |       5.81 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
