                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1949812233 |   962765653 |  1039478198 |   374931974 |  1657245297 |   249999973 |  1428644911 |   568546436
  Cycles                             |  1125668735 |  1125668804 |  1125668744 |  1125668828 |  1125668760 |  1125665780 |  1125668713 |  1125669333
  IPC                                |        1.73 |        0.86 |        0.92 |        0.33 |        1.47 |        0.22 |        1.27 |        0.51
  Time (ns)                          |   375222912 |   375222935 |   375222915 |   375222943 |   375222920 |   375221927 |   375222904 |   375223111
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   111434425 |   147306400 |    21022625 |     7111797 |   146782785 |    40600608 |   114959004 |    34541010
  num incorrect                      |    18905623 |    37710791 |     3168926 |     9884289 |    24533613 |     2521753 |    19289248 |    20785938
  misprediction rate                 |      14.50% |      20.38% |      13.10% |      58.16% |      14.32% |       5.85% |      14.37% |      37.57%
  mpki                               |        9.70 |       39.17 |        3.05 |       26.36 |       14.80 |       10.09 |       13.50 |       36.56
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   219198228 |   125223770 |    99603375 |    41298170 |   187949931 |    41868591 |   209352238 |    67825892
    num misses                       |          56 |          19 |          74 |          14 |         636 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   915271188 |   323957519 |   527446563 |   138197895 |   693451515 |    75636447 |   684970735 |   261661148
    num misses                       |      589884 |     1430587 |     1187534 |      990287 |      368693 |       88470 |     3832987 |     1786877
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.68%
    mpki                             |        0.30 |        1.49 |        1.14 |        2.64 |        0.22 |        0.35 |        2.68 |        3.14
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      589940 |     1430606 |     1187608 |      990301 |      369329 |       88474 |     3833052 |     1786887
    num misses                       |       92910 |      299708 |       16588 |      990290 |       11662 |       88474 |       23879 |     1420263
    miss rate                        |      15.75% |      20.95% |       1.40% |     100.00% |       3.16% |     100.00% |       0.62% |      79.48%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.50
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   219198228 |   125223770 |    99603375 |    41298170 |   187949931 |    41868591 |   209352238 |    67825892
    num cache misses                 |      636834 |      803626 |      191052 |       33801 |     2592262 |        8426 |     7055588 |       42201
    miss rate                        |       0.29% |       0.64% |       0.19% |       0.08% |       1.38% |       0.02% |       3.37% |       0.06%
    mpki                             |        0.33 |        0.83 |        0.18 |        0.09 |        1.56 |        0.03 |        4.94 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   915271188 |   323957519 |   527446563 |   138197895 |   693451515 |    75636447 |   684970735 |   261661148
    num cache misses                 |     5607569 |     1457819 |     8376777 |    10627567 |     6245977 |     5663773 |    23169809 |     4104266
    miss rate                        |       0.61% |       0.45% |       1.59% |       7.69% |       0.90% |       7.49% |       3.38% |       1.57%
    mpki                             |        2.88 |        1.51 |        8.06 |       28.35 |        3.77 |       22.66 |       16.22 |        7.22
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6245690 |     2557952 |     8797769 |    12071203 |     8844499 |     7691900 |    30249179 |     4729135
    num cache misses                 |     4384639 |     1194942 |     4460836 |    10661368 |     3476753 |     5672199 |     5032159 |     3868141
    miss rate                        |      70.20% |      46.71% |      50.70% |      88.32% |      39.31% |      73.74% |      16.64% |      81.79%
    mpki                             |        2.25 |        1.24 |        4.29 |       28.44 |        2.10 |       22.69 |        3.52 |        6.80
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4386049 |     1497952 |     4690863 |    12071203 |     3483152 |     7691900 |     5059552 |     4500324
    num cache misses                 |      273800 |      739143 |      925817 |    10627605 |      159408 |     5662672 |      483052 |     1998528
    miss rate                        |       6.24% |      49.34% |      19.74% |      88.04% |       4.58% |      73.62% |       9.55% |      44.41%
    mpki                             |        0.14 |        0.77 |        0.89 |       28.35 |        0.10 |       22.65 |        0.34 |        3.52
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29431878 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      150.06 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       40.05 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
