                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999909 |  583838818 |  587892501 |  775395396
  Cycles                             |  659872634 |  659875355 |  659875204 |  659875155
  IPC                                |       0.38 |       0.88 |       0.89 |       1.18
  Time (ns)                          |  219957545 |  219958452 |  219958401 |  219958385
Branch predictor stats               |            |            |            |           
  num correct                        |    2271023 |   26885083 |   29566060 |   51421218
  num incorrect                      |      15217 |     223180 |   23123082 |    8865702
  misprediction rate                 |      0.67% |      0.82% |     43.89% |     14.71%
  mpki                               |       0.06 |       0.38 |      39.33 |      11.43
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   22095385 |   44669651 |   46511391 |   94022054
    num misses                       |          3 |         43 |         52 |         18
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   68115827 |  335941476 |  171245249 |  326748415
    num misses                       |     121838 |      45000 |       9158 |    2307021
    miss rate                        |      0.18% |      0.01% |      0.01% |      0.71%
    mpki                             |       0.49 |       0.08 |       0.02 |       2.98
  L2 TLB                             |            |            |            |           
    num accesses                     |     121841 |      45043 |       9210 |    2307039
    num misses                       |     121749 |      13641 |       8269 |      17876
    miss rate                        |     99.92% |     30.28% |     89.78% |      0.77%
    mpki                             |       0.49 |       0.02 |       0.01 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   22095385 |   44669651 |   46511391 |   94022054
    num cache misses                 |      71002 |      32451 |      39824 |     997956
    miss rate                        |      0.32% |      0.07% |      0.09% |      1.06%
    mpki                             |       0.28 |       0.06 |       0.07 |       1.29
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   68115827 |  335941476 |  171245249 |  326748415
    num cache misses                 |   12858718 |    3155185 |     602831 |    1814876
    miss rate                        |     18.88% |      0.94% |      0.35% |      0.56%
    mpki                             |      51.43 |       5.40 |       1.03 |       2.34
  Cache L2                           |            |            |            |           
    num cache accesses               |   12929725 |    3222365 |     700723 |    2891248
    num cache misses                 |    7869089 |    2212549 |     637268 |     715798
    miss rate                        |     60.86% |     68.66% |     90.94% |     24.76%
    mpki                             |      31.48 |       3.79 |       1.08 |       0.92
  Cache L3                           |            |            |            |           
    num cache accesses               |    7869094 |    2249257 |     696685 |     797381
    num cache misses                 |    7789279 |    2207040 |     637264 |     710289
    miss rate                        |     98.99% |     98.12% |     91.47% |     89.08%
    mpki                             |      31.16 |       3.78 |       1.08 |       0.92
DRAM summary                         |            |            |            |           
  num dram accesses                  |   19527558 |          0 |          0 |          0
  average dram access latency (ns)   |     161.98 |        inf |        inf |        inf
  average dram queueing delay        |      51.97 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     88.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
