                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  373402781 |  249999973 |  947476402 |  1326328234
  Cycles                             |  942568527 |  942566321 |  942568444 |   942568249
  IPC                                |       0.40 |       0.27 |       1.01 |        1.41
  Time (ns)                          |  314189509 |  314188774 |  314189481 |   314189416
Branch predictor stats               |            |            |            |            
  num correct                        |   29574970 |   40600608 |   47062897 |   106731207
  num incorrect                      |    2423392 |    2521753 |   37650771 |    17938276
  misprediction rate                 |      7.57% |      5.85% |     44.44% |      14.39%
  mpki                               |       6.49 |      10.09 |      39.74 |       13.52
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   31544319 |   41868591 |   73592274 |   194367619
    num misses                       |         42 |          4 |         52 |          65
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |  102794347 |   75636447 |  274270944 |   636126505
    num misses                       |     502567 |      88470 |      15161 |     3551246
    miss rate                        |      0.49% |      0.12% |      0.01% |       0.56%
    mpki                             |       1.35 |       0.35 |       0.02 |        2.68
  L2 TLB                             |            |            |            |            
    num accesses                     |     502609 |      88474 |      15213 |     3551311
    num misses                       |     158606 |      88474 |      13425 |       22829
    miss rate                        |     31.56% |    100.00% |     88.25% |       0.64%
    mpki                             |       0.42 |       0.35 |       0.01 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   31544319 |   41868591 |   73592274 |   194367619
    num cache misses                 |      59792 |       7090 |      26535 |     6439863
    miss rate                        |      0.19% |      0.02% |      0.04% |       3.31%
    mpki                             |       0.16 |       0.03 |       0.03 |        4.86
  Cache L1-D                         |            |            |            |            
    num cache accesses               |  102794347 |   75636447 |  274270944 |   636126505
    num cache misses                 |    5506544 |    5663673 |     946099 |    21527250
    miss rate                        |      5.36% |      7.49% |      0.34% |       3.38%
    mpki                             |      14.75 |      22.65 |       1.00 |       16.23
  Cache L2                           |            |            |            |            
    num cache accesses               |    5609799 |    7690457 |    1014693 |    27977226
    num cache misses                 |    5155667 |    5670763 |     923154 |     4430750
    miss rate                        |     91.90% |     73.74% |     90.98% |      15.84%
    mpki                             |      13.81 |      22.68 |       0.97 |        3.34
  Cache L3                           |            |            |            |            
    num cache accesses               |    5199254 |    7690457 |     965864 |     4443164
    num cache misses                 |    4465049 |    5660106 |     917364 |      219142
    miss rate                        |     85.88% |     73.60% |     94.98% |       4.93%
    mpki                             |      11.96 |      22.64 |       0.97 |        0.17
DRAM summary                         |            |            |            |            
  num dram accesses                  |   14354837 |          0 |          0 |           0
  average dram access latency (ns)   |     118.07 |        inf |        inf |         inf
  average dram queueing delay        |       8.06 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     45.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
