                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  2807523396 |  1329651065 |   839865106 |   249999989
  Cycles                             |  3510008074 |  3510009140 |  3510009159 |  3509994951
  IPC                                |        0.80 |        0.38 |        0.24 |        0.07
  Time (ns)                          |  1170002692 |  1170003047 |  1170003053 |  1169998317
Branch predictor stats               |             |             |             |            
  num correct                        |   303674514 |   105357944 |   115595876 |    43244780
  num incorrect                      |    46227724 |     8615022 |    15850835 |    11689069
  misprediction rate                 |      13.21% |       7.56% |      12.06% |      21.28%
  mpki                               |       16.47 |        6.48 |       18.87 |       46.76
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   330349049 |   111779769 |   147186868 |    23761816
    num misses                       |          10 |          42 |         101 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |  1261935347 |   365887056 |   391385117 |    88558906
    num misses                       |    12915610 |     1785271 |    15259011 |    21160172
    miss rate                        |       1.02% |       0.49% |       3.90% |      23.89%
    mpki                             |        4.60 |        1.34 |       18.17 |       84.64
  L2 TLB                             |             |             |             |            
    num accesses                     |    12915620 |     1785313 |    15259112 |    21160175
    num misses                       |     1148118 |      556939 |     4580446 |    10898324
    miss rate                        |       8.89% |      31.20% |      30.02% |      51.50%
    mpki                             |        0.41 |        0.42 |        5.45 |       43.59
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   330349049 |   111779769 |   147186868 |    23761816
    num cache misses                 |      250078 |      211895 |     3231049 |      190435
    miss rate                        |       0.08% |       0.19% |       2.20% |       0.80%
    mpki                             |        0.09 |        0.16 |        3.85 |        0.76
  Cache L1-D                         |             |             |             |            
    num cache accesses               |  1261935347 |   365887056 |   391385117 |    88558906
    num cache misses                 |    40493241 |    19586767 |    22410117 |    28764022
    miss rate                        |       3.21% |       5.35% |       5.73% |      32.48%
    mpki                             |       14.42 |       14.73 |       26.68 |      115.06
  Cache L2                           |             |             |             |            
    num cache accesses               |    41293336 |    19956318 |    30352773 |    32678151
    num cache misses                 |    28551844 |    18358548 |    22020789 |    24341873
    miss rate                        |      69.14% |      91.99% |      72.55% |      74.49%
    mpki                             |       10.17 |       13.81 |       26.22 |       97.37
  Cache L3                           |             |             |             |            
    num cache accesses               |    29133036 |    18516618 |    26740311 |    28091427
    num cache misses                 |    10930350 |    15047547 |    15848966 |    17996197
    miss rate                        |      37.52% |      81.27% |      59.27% |      64.06%
    mpki                             |        3.89 |       11.32 |       18.87 |       71.98
DRAM summary                         |             |             |             |            
  num dram accesses                  |    77575642 |           0 |           0 |           0
  average dram access latency (ns)   |      134.57 |         inf |         inf |         inf
  average dram queueing delay        |       24.56 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      66.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
