                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999888 |  419376022 |  345320031 |  409583115
  Cycles                             |  752659741 |  752664446 |  752664306 |  752664910
  IPC                                |       0.33 |       0.56 |       0.46 |       0.54
  Time (ns)                          |  250886580 |  250888149 |  250888102 |  250888303
Branch predictor stats               |            |            |            |           
  num correct                        |   19818647 |   11305777 |   44413773 |   44470861
  num incorrect                      |    1620730 |    5621308 |   10489765 |    6875359
  misprediction rate                 |      7.56% |     33.21% |     19.11% |     13.39%
  mpki                               |       6.48 |      13.40 |      30.38 |      16.79
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20925725 |   32410906 |   48360677 |   48046049
    num misses                       |         42 |          3 |        113 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   68803935 |  197581167 |  135106440 |  182631747
    num misses                       |     336509 |     196270 |     224402 |    2024121
    miss rate                        |      0.49% |      0.10% |      0.17% |      1.11%
    mpki                             |       1.35 |       0.47 |       0.65 |       4.94
  L2 TLB                             |            |            |            |           
    num accesses                     |     336551 |     196273 |     224515 |    2024131
    num misses                       |     104715 |     127429 |      37464 |     189196
    miss rate                        |     31.11% |     64.92% |     16.69% |      9.35%
    mpki                             |       0.42 |       0.30 |       0.11 |       0.46
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20925725 |   32410906 |   48360677 |   48046049
    num cache misses                 |      31785 |      24373 |    1690837 |      31774
    miss rate                        |      0.15% |      0.08% |      3.50% |      0.07%
    mpki                             |       0.13 |       0.06 |       4.90 |       0.08
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   68803935 |  197581167 |  135106440 |  182631747
    num cache misses                 |    3684206 |    9381970 |    1769317 |    6107956
    miss rate                        |      5.35% |      4.75% |      1.31% |      3.34%
    mpki                             |      14.74 |      22.37 |       5.12 |      14.91
  Cache L2                           |            |            |            |           
    num cache accesses               |    3761657 |    9806786 |    3687176 |    6294335
    num cache misses                 |    3292766 |    8189347 |    1778053 |    3626559
    miss rate                        |     87.53% |     83.51% |     48.22% |     57.62%
    mpki                             |      13.17 |      19.53 |       5.15 |       8.85
  Cache L3                           |            |            |            |           
    num cache accesses               |    3338538 |    8589790 |    2009713 |    3793635
    num cache misses                 |    3275430 |    8160700 |    1761085 |    3320699
    miss rate                        |     98.11% |     95.00% |     87.63% |     87.53%
    mpki                             |      13.10 |      19.46 |       5.10 |       8.11
DRAM summary                         |            |            |            |           
  num dram accesses                  |   19117480 |          0 |          0 |          0
  average dram access latency (ns)   |     142.46 |        inf |        inf |        inf
  average dram queueing delay        |      32.45 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     76.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
