                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999898 |  697980759 |  377181686 |  999844426
  Cycles                             |  707708106 |  707711452 |  707711318 |  707711238
  IPC                                |       0.35 |       0.99 |       0.53 |       1.41
  Time (ns)                          |  235902702 |  235903817 |  235903773 |  235903746
Branch predictor stats               |            |            |            |           
  num correct                        |    4856955 |   33510733 |   22896430 |   80397299
  num incorrect                      |    6669357 |   28236445 |   13778569 |   13507488
  misprediction rate                 |     57.86% |     45.73% |     37.57% |     14.38%
  mpki                               |      26.68 |      40.45 |      36.53 |      13.51
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   27532058 |   53091455 |   44949922 |  146458758
    num misses                       |         14 |         52 |         10 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   93614435 |  200476024 |  173703424 |  479378528
    num misses                       |     661938 |      10775 |    1174073 |    2673111
    miss rate                        |      0.71% |      0.01% |      0.68% |      0.56%
    mpki                             |       2.65 |       0.02 |       3.11 |       2.67
  L2 TLB                             |            |            |            |           
    num accesses                     |     661952 |      10827 |    1174083 |    2673176
    num misses                       |     661946 |       9524 |     931057 |      17246
    miss rate                        |    100.00% |     87.97% |     79.30% |      0.65%
    mpki                             |       2.65 |       0.01 |       2.47 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   27532058 |   53091455 |   44949922 |  146458758
    num cache misses                 |      39335 |      28685 |      21182 |    4327046
    miss rate                        |      0.14% |      0.05% |      0.05% |      2.95%
    mpki                             |       0.16 |       0.04 |       0.06 |       4.33
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   93614435 |  200476024 |  173703424 |  479378528
    num cache misses                 |    7322723 |     674295 |    2730579 |   15781860
    miss rate                        |      7.82% |      0.34% |      1.57% |      3.29%
    mpki                             |      29.29 |       0.97 |       7.24 |      15.78
  Cache L2                           |            |            |            |           
    num cache accesses               |    8308206 |     723636 |    3100320 |   20116856
    num cache misses                 |    7362042 |     673535 |    2431102 |     217952
    miss rate                        |     88.61% |     93.08% |     78.41% |      1.08%
    mpki                             |      29.45 |       0.96 |       6.45 |       0.22
  Cache L3                           |            |            |            |           
    num cache accesses               |    8308188 |     694524 |    2813317 |     227209
    num cache misses                 |    7359304 |     672694 |    1412058 |     167362
    miss rate                        |     88.58% |     96.86% |     50.19% |     73.66%
    mpki                             |      29.44 |       0.96 |       3.74 |       0.17
DRAM summary                         |            |            |            |           
  num dram accesses                  |   13947107 |          0 |          0 |          0
  average dram access latency (ns)   |     130.40 |        inf |        inf |        inf
  average dram queueing delay        |      20.39 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     59.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
