                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999883 |  354046614 |  255116970 |  353932666
  Cycles                             |  238835009 |  238836900 |  238836901 |  238836900
  IPC                                |       1.05 |       1.48 |       1.07 |       1.48
  Time (ns)                          |   79611670 |   79612300 |   79612300 |   79612300
Branch predictor stats               |            |            |            |           
  num correct                        |   13678195 |   31947202 |    5006417 |   28498899
  num incorrect                      |    9414386 |    5446944 |     759919 |    4773956
  misprediction rate                 |     40.77% |     14.57% |     13.18% |     14.35%
  mpki                               |      37.66 |      15.38 |       2.98 |      13.49
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20500819 |   40359358 |   24391155 |   51869231
    num misses                       |         52 |        206 |         62 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   73920987 |  148202149 |  129569211 |  169685658
    num misses                       |       4511 |      78009 |     290665 |     951062
    miss rate                        |      0.01% |      0.05% |      0.22% |      0.56%
    mpki                             |       0.02 |       0.22 |       1.14 |       2.69
  L2 TLB                             |            |            |            |           
    num accesses                     |       4563 |      78215 |     290727 |     951127
    num misses                       |       4160 |       2563 |       4223 |       6051
    miss rate                        |     91.17% |      3.28% |      1.45% |      0.64%
    mpki                             |       0.02 |       0.01 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20500819 |   40359358 |   24391155 |   51869231
    num cache misses                 |       2824 |     563294 |      44867 |    1702882
    miss rate                        |      0.01% |      1.40% |      0.18% |      3.28%
    mpki                             |       0.01 |       1.59 |       0.18 |       4.81
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   73920987 |  148202149 |  129569211 |  169685658
    num cache misses                 |     268190 |    1130679 |    2027161 |    5778484
    miss rate                        |      0.36% |      0.76% |      1.56% |      3.41%
    mpki                             |       1.07 |       3.19 |       7.95 |      16.33
  Cache L2                           |            |            |            |           
    num cache accesses               |     273623 |    1695119 |    2090714 |    7482015
    num cache misses                 |     261770 |     653234 |    1064723 |    1128087
    miss rate                        |     95.67% |     38.54% |     50.93% |     15.08%
    mpki                             |       1.05 |       1.85 |       4.17 |       3.19
  Cache L3                           |            |            |            |           
    num cache accesses               |     264439 |     654394 |    1083422 |    1128901
    num cache misses                 |     259872 |      26445 |     143375 |      16697
    miss rate                        |     98.27% |      4.04% |     13.23% |      1.48%
    mpki                             |       1.04 |       0.07 |       0.56 |       0.05
DRAM summary                         |            |            |            |           
  num dram accesses                  |     683543 |          0 |          0 |          0
  average dram access latency (ns)   |     112.52 |        inf |        inf |        inf
  average dram queueing delay        |       2.51 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      8.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
