                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1599147334 |  6999774497 |   957956862 |  5001674189 |  3997881884 |  9774448432 |  2096490271 |  16455291997 |  6305262760 |  4938665019 |  4307719562 |  3392314322 |  1262677356 |   249999989 |  6801448081 |  11575327979
  Cycles                             |  8906713467 |  8906712516 |  8906712304 |  8906712210 |  8906712564 |  8906712770 |  8906712441 |   8906712201 |  8906712503 |  8906712172 |  8906713189 |  8906712930 |  8906713254 |  8906692187 |  8906712302 |   8906712167
  IPC                                |        0.18 |        0.79 |        0.11 |        0.56 |        0.45 |        1.10 |        0.24 |         1.85 |        0.71 |        0.55 |        0.48 |        0.38 |        0.14 |        0.03 |        0.76 |         1.30
  Time (ns)                          |  2968904489 |  2968904172 |  2968904101 |  2968904070 |  2968904188 |  2968904257 |  2968904147 |   2968904067 |  2968904168 |  2968904057 |  2968904396 |  2968904310 |  2968904418 |  2968897396 |  2968904101 |   2968904056
Branch predictor stats               |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  num correct                        |    14513405 |   399023094 |   162103041 |   644619933 |     5210233 |   866619164 |   129691040 |   3036831794 |   343351337 |    91295818 |   466404008 |   516729477 |   100069672 |    43244780 |  1039706680 |    510609968
  num incorrect                      |       97208 |    67467830 |    14952201 |   150205947 |       88298 |   144564884 |     4356884 |    207168461 |   238052869 |    13842000 |    71044482 |   110802812 |     8182461 |    11689069 |   266536018 |     28993602
  misprediction rate                 |       0.67% |      14.46% |       8.44% |      18.90% |       1.67% |      14.30% |       3.25% |        6.39% |      40.94% |      13.17% |      13.22% |      17.66% |       7.56% |      21.28% |      20.40% |        5.37%
  mpki                               |        0.06 |        9.64 |       15.61 |       30.03 |        0.02 |       14.79 |        2.08 |        12.59 |       37.75 |        2.80 |       16.49 |       32.66 |        6.48 |       46.76 |       39.19 |         2.50
TLB Summary                          |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   141334502 |   786064719 |   111163386 |   701390469 |   457935146 |  1109917630 |   199200132 |   2698252918 |   515990101 |   470025869 |   507116133 |   467665739 |   105787690 |    23761816 |   884881430 |   1102746948
    num misses                       |           3 |          56 |          42 |         315 |           6 |        3299 |          22 |           39 |          52 |         134 |          10 |         609 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   435525527 |  3289053187 |   332797911 |  1952747544 |  2990633937 |  4086720734 |   694098953 |   5362747079 |  1862741912 |  2510993110 |  1936216653 |  1316096286 |   347591312 |    88558906 |  2289446075 |   3521100386
    num misses                       |      778234 |     2124569 |     5686814 |     3523840 |   107825128 |     2149310 |     5668240 |           23 |      112865 |     5591052 |    19652833 |     6983017 |     1696658 |    21159891 |    10136789 |      1126532
