                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  500262343 |  1386056100 |  249999898 |  817599060 |  1216855269 |  1302324622 |  420583947 |  686409674
  Cycles                             |  861784676 |   861784379 |  861780736 |  861784402 |   861784392 |   861784333 |  861784622 |  861784500
  IPC                                |       0.58 |        1.61 |       0.29 |       0.95 |        1.41 |        1.51 |       0.49 |       0.80
  Time (ns)                          |  287261559 |   287261460 |  287260245 |  287261467 |   287261464 |   287261444 |  287261541 |  287261500
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   76369811 |    92457533 |    4856955 |   17254719 |   107164632 |    59964409 |   22407661 |   54473125
  num incorrect                      |   16256044 |    15825898 |    6669357 |    2555580 |    17886444 |      497777 |     524123 |    4475708
  misprediction rate                 |     17.55% |      14.62% |     57.86% |     12.90% |      14.30% |       0.82% |      2.29% |      7.59%
  mpki                               |      32.50 |       11.42 |      26.68 |       3.13 |       14.70 |        0.38 |       1.25 |       6.52
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   68868531 |   168058477 |   27532058 |   78416124 |   137976483 |    99626501 |   42236787 |   57246786
    num misses                       |        178 |          18 |         14 |         70 |         493 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  193964891 |   583991503 |   93614435 |  410033447 |   509404108 |   749404713 |  148757486 |  189129985
    num misses                       |    1029529 |     4114959 |     661938 |     984110 |      271769 |      100234 |     228182 |     936764
    miss rate                        |      0.53% |       0.70% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.50%
    mpki                             |       2.06 |        2.97 |       2.65 |       1.20 |        0.22 |        0.08 |       0.54 |       1.36
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |    1029707 |     4114977 |     661952 |     984180 |      272262 |      100277 |     228229 |     936806
    num misses                       |     101562 |       31213 |     661946 |      13887 |        8783 |       29681 |      71992 |     292832
    miss rate                        |      9.86% |       0.76% |    100.00% |      1.41% |       3.23% |      29.60% |     31.54% |     31.26%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.43
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   68868531 |   168058477 |   27532058 |   78416124 |   137976483 |    99626501 |   42236787 |   57246786
    num cache misses                 |    4001454 |     1516725 |      19148 |     148812 |     1914428 |       89022 |      43512 |     109980
    miss rate                        |      5.81% |       0.90% |      0.07% |      0.19% |       1.39% |       0.09% |      0.10% |      0.19%
    mpki                             |       8.00 |        1.09 |       0.08 |       0.18 |        1.57 |        0.07 |       0.10 |       0.16
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  193964891 |   583991503 |   93614435 |  410033447 |   509404108 |   749404713 |  148757486 |  189129985
    num cache misses                 |    4703782 |     2915729 |    7295198 |    6654771 |     4706971 |     7042084 |    5261091 |   10164014
    miss rate                        |      2.43% |       0.50% |      7.79% |      1.62% |       0.92% |       0.94% |      3.54% |      5.37%
    mpki                             |       9.40 |        2.10 |      29.18 |       8.14 |        3.87 |        5.41 |      12.51 |      14.81
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    8931114 |     4484257 |    8259176 |    6894714 |     6633539 |     7136996 |    6024279 |   10306955
    num cache misses                 |    4633158 |      639160 |    7314346 |    3428653 |     2646164 |     4927790 |    4325763 |    9503684
    miss rate                        |     51.88% |      14.25% |     88.56% |     49.73% |      39.89% |      69.05% |     71.81% |     92.21%
    mpki                             |       9.26 |        0.46 |      29.26 |       4.19 |        2.17 |        3.78 |      10.29 |      13.85
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    4859261 |      691474 |    8259176 |    3519859 |     2658754 |     4933988 |    5060070 |    9536781
    num cache misses                 |    1304286 |      276334 |    7294339 |     662163 |      253152 |     1723151 |    3844700 |    2153581
    miss rate                        |     26.84% |      39.96% |     88.32% |     18.81% |       9.52% |      34.92% |     75.98% |     22.58%
    mpki                             |       2.61 |        0.20 |      29.18 |       0.81 |        0.21 |        1.32 |       9.14 |       3.14
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   24842583 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     171.94 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      61.93 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     86.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
