                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   557483419 |  2076737794 |   249999981 |  1229468244
  Cycles                             |  7891318602 |  7891318180 |  7891314978 |  7891318204
  IPC                                |        0.07 |        0.26 |        0.03 |        0.16
  Time (ns)                          |  2630439534 |  2630439394 |  2630438326 |  2630439402
Branch predictor stats               |             |             |             |            
  num correct                        |    90405589 |   316372466 |    58565837 |    40866100
  num incorrect                      |     5669687 |    67791885 |     6500447 |    19172720
  misprediction rate                 |       5.90% |      17.65% |       9.99% |      31.93%
  mpki                               |       10.17 |       32.64 |       26.00 |       15.59
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    95148418 |   286400384 |    21135842 |    97124198
    num misses                       |           4 |         406 |       17441 |           3
    miss rate                        |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   171654701 |   805777210 |    86633855 |   534568612
    num misses                       |      200245 |     4281355 |     1331679 |      552575
    miss rate                        |       0.12% |       0.53% |       1.54% |       0.10%
    mpki                             |        0.36 |        2.06 |        5.33 |        0.45
  L2 TLB                             |             |             |             |            
    num accesses                     |      200249 |     4281761 |     1349120 |      552578
    num misses                       |      200249 |      411697 |     1140464 |      375801
    miss rate                        |     100.00% |       9.62% |      84.53% |      68.01%
    mpki                             |        0.36 |        0.20 |        4.56 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    95148418 |   286400384 |    21135842 |    97124198
    num cache misses                 |        8406 |    16432065 |      364186 |       66784
    miss rate                        |       0.01% |       5.74% |       1.72% |       0.07%
    mpki                             |        0.02 |        7.91 |        1.46 |        0.05
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   171654701 |   805777210 |    86633855 |   534568612
    num cache misses                 |    12815297 |    18431422 |     7427170 |    27136852
    miss rate                        |       7.47% |       2.29% |       8.57% |       5.08%
    mpki                             |       22.99 |        8.88 |       29.71 |       22.07
  Cache L2                           |             |             |             |            
    num cache accesses               |    17635039 |    35754540 |     7812110 |    29131853
    num cache misses                 |    12823704 |    17007848 |     7405660 |    24149990
    miss rate                        |      72.72% |      47.57% |      94.80% |      82.90%
    mpki                             |       23.00 |        8.19 |       29.62 |       19.64
  Cache L3                           |             |             |             |            
    num cache accesses               |    17635039 |    17901780 |     7427299 |    26078207
    num cache misses                 |    12811522 |     5139887 |     7301314 |    24057984
    miss rate                        |      72.65% |      28.71% |      98.30% |      92.25%
    mpki                             |       22.98 |        2.47 |       29.21 |       19.57
DRAM summary                         |             |             |             |            
  num dram accesses                  |    58111005 |           0 |           0 |           0
  average dram access latency (ns)   |      550.68 |         inf |         inf |         inf
  average dram queueing delay        |      410.64 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
