                                   | Core 0    
  Instructions                     |   99999892
  Cycles                           |  145604816
  IPC                              |       0.69
  Time (ns)                        |   48534939
Branch predictor stats             |           
  num correct                      |    5563643
  num incorrect                    |     913021
  misprediction rate               |     14.10%
  mpki                             |       9.13
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9896916
    num misses                     |          5
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29723322
    num misses                     |     202724
    miss rate                      |      0.68%
    mpki                           |       2.03
  L2 TLB                           |           
    num accesses                   |     202729
    num misses                     |       5394
    miss rate                      |      2.66%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9896916
    num cache misses               |     280034
    miss rate                      |      2.83%
    mpki                           |       2.80
  Cache L1-D                       |           
    num cache accesses             |   29723322
    num cache misses               |    1594645
    miss rate                      |      5.36%
    mpki                           |      15.95
  Cache L2                         |           
    num cache accesses             |    2022700
    num cache misses               |    1413136
    miss rate                      |     69.86%
    mpki                           |      14.13
  Cache L3                         |           
    num cache accesses             |    1562803
    num cache misses               |    1371591
    miss rate                      |     87.76%
    mpki                           |      13.72
DRAM summary                       |           
  num dram accesses                |    2726798
  average dram access latency (ns) |      51.75
  average dram queueing delay      |       1.74
Coherency Traffic                  |           
  num loads from dram              |     884761
  num loads from dram cache        |          0
  num loads from remote cache      |          0
