                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3011285257 |   919241553 |  5828113787 |  3124657054 |  3522142815 |   460556648 |  2178641722 |   249999989
  Cycles                             |  3131036635 |  3131036657 |  3131036444 |  3131036525 |  3131036503 |  3131037139 |  3131036501 |  3131032444
  IPC                                |        0.96 |        0.29 |        1.86 |        1.00 |        1.12 |        0.15 |        0.70 |        0.08
  Time (ns)                          |  1043678879 |  1043678886 |  1043678815 |  1043678842 |  1043678835 |  1043679047 |  1043678834 |  1043677482
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   460260998 |   126472988 |  1075581841 |   167282292 |   531124589 |   107887092 |   331171689 |    43244780
  num incorrect                      |   118015833 |    17376972 |    73375322 |   119053646 |    59739916 |    11968395 |    71508019 |    11689069
  misprediction rate                 |      20.41% |      12.08% |       6.39% |      41.58% |      10.11% |       9.99% |      17.76% |      21.28%
  mpki                               |       39.19 |       18.90 |       12.59 |       38.10 |       16.96 |       25.99 |       32.82 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   391777406 |   161023727 |   955665955 |   253832005 |   563964045 |    38943910 |   300697206 |    23761816
    num misses                       |          19 |         108 |          39 |          52 |       20483 |       32130 |         427 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1013672348 |   428352696 |  1899376990 |   920246062 |  1418813387 |   159617329 |   845672447 |    88558906
    num misses                       |     4489969 |    16709946 |          23 |       54452 |     7928208 |     2471546 |     4472893 |    21160082
    miss rate                        |       0.44% |       3.90% |       0.00% |       0.01% |       0.56% |       1.55% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.18 |        0.00 |        0.02 |        2.25 |        5.37 |        2.05 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4489988 |    16710054 |          62 |       54504 |     7948691 |     2503676 |     4473320 |    21160085
    num misses                       |      940051 |     4994201 |          62 |       48551 |     1130590 |     2119094 |      418341 |    10898227
    miss rate                        |      20.94% |      29.89% |     100.00% |      89.08% |      14.22% |      84.64% |       9.35% |      51.50%
    mpki                             |        0.31 |        5.43 |        0.00 |        0.02 |        0.32 |        4.60 |        0.19 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   391777406 |   161023727 |   955665955 |   253832005 |   563964045 |    38943910 |   300697206 |    23761816
    num cache misses                 |     2017895 |     3433256 |     9241129 |       68231 |    10753671 |      749121 |    17572309 |      189530
    miss rate                        |       0.52% |       2.13% |       0.97% |       0.03% |       1.91% |       1.92% |       5.84% |       0.80%
    mpki                             |        0.67 |        3.73 |        1.59 |        0.02 |        3.05 |        1.63 |        8.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1013672348 |   428352696 |  1899376990 |   920246062 |  1418813387 |   159617329 |   845672447 |    88558906
    num cache misses                 |     4190087 |    24336380 |      231629 |     3355016 |    13314949 |    13739185 |    19043396 |    28747864
    miss rate                        |       0.41% |       5.68% |       0.01% |       0.36% |       0.94% |       8.61% |       2.25% |      32.46%
    mpki                             |        1.39 |       26.47 |        0.04 |        1.07 |        3.78 |       29.83 |        8.74 |      114.99
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7027456 |    31592671 |     9504242 |     3511991 |    24504701 |    14527688 |    37444676 |    32475023
    num cache misses                 |     2805229 |    23872258 |      618302 |     3277670 |    12949928 |    13891303 |    18523203 |    24325226
    miss rate                        |      39.92% |      75.56% |       6.51% |      93.33% |      52.85% |      95.62% |      49.47% |      74.90%
    mpki                             |        0.93 |       25.97 |        0.11 |        1.05 |        3.68 |       30.16 |        8.50 |       97.30
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3638797 |    27699974 |      649788 |     3368513 |    13387643 |    13931778 |    19353059 |    27888278
    num cache misses                 |     1225218 |    13151424 |      563569 |     3252110 |     4023635 |    13457066 |     4731155 |    15768055
    miss rate                        |      33.67% |      47.48% |      86.73% |      96.54% |      30.05% |      96.59% |      24.45% |      56.54%
    mpki                             |        0.41 |       14.31 |        0.10 |        1.04 |        1.14 |       29.22 |        2.17 |       63.07
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    71455906 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      126.82 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       16.81 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      68.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
