                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1442408645 |  2154232758 |  2151779479 |  1836719612 |   776825371 |   603337079 |  1468721599 |   294327027 |  2404397259 |   573598566 |  2266341112 |   847534966 |  1259884506 |  2904370721 |  1475021410
  Cycles                             |  1704548270 |  1704553119 |  1704552597 |  1704552533 |  1704552600 |  1704552600 |  1704553030 |  1704552619 |  1704552982 |  1704552631 |  1704553045 |  1704552514 |  1704552966 |  1704552602 |  1704552606 |  1704553024
  IPC                                |        0.15 |        0.85 |        1.26 |        1.26 |        1.08 |        0.46 |        0.35 |        0.86 |        0.17 |        1.41 |        0.34 |        1.33 |        0.50 |        0.74 |        1.70 |        0.87
  Time (ns)                          |   568182757 |   568184373 |   568184199 |   568184178 |   568184200 |   568184200 |   568184343 |   568184206 |   568184327 |   568184210 |   568184348 |   568184171 |   568184322 |   568184201 |   568184202 |   568184341
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    73225167 |   190946140 |    99078887 |   104643763 |    47214484 |    32339137 |   224644386 |    49118140 |   105500341 |    35327857 |   182230771 |    19183271 |    23829917 |   193752218 |   222440136
  num incorrect                      |     4720676 |    56475407 |    31904334 |      822382 |    17735307 |    28411286 |      756800 |    57546382 |     4513073 |     5996269 |     1133629 |    30620587 |      340038 |     3630593 |    33166071 |    24987817
  misprediction rate                 |      12.07% |      43.54% |      14.32% |       0.82% |      14.49% |      37.57% |       2.29% |      20.39% |       8.42% |       5.38% |       3.11% |      14.39% |       1.74% |      13.22% |      14.62% |      10.10%
  mpki                               |       18.88 |       39.15 |       14.81 |        0.38 |        9.66 |       36.57 |        1.25 |       39.18 |       15.33 |        2.49 |        1.98 |       13.51 |        0.40 |        2.88 |       11.42 |       16.94
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   114562191 |   244394165 |   164612254 |   206733393 |    92702631 |    60991810 |   191034592 |    34286920 |   229554782 |    54558819 |   331980046 |    76496960 |   120090259 |   352307392 |   236169369
    num misses                       |          84 |          52 |         800 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          78 |          18 |        8789
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   420834693 |   901158109 |  1238211375 |   863152211 |   357220045 |   211027990 |   494245493 |   104434941 |   733577771 |   189260877 |  1086555797 |   333611648 |   639925617 |  1224185765 |   594175104
    num misses                       |     4543073 |       22895 |      478576 |      166133 |      557417 |     2455601 |      325349 |     2184787 |     1898470 |      229805 |     1637176 |     6061872 |      169381 |     1424033 |     8648500 |     3339711
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.69% |       0.15% |       0.44% |       1.82% |       0.03% |       0.87% |       0.56% |       0.05% |       0.22% |       0.71% |       0.56%
    mpki                             |       18.17 |        0.02 |        0.22 |        0.08 |        0.30 |        3.16 |        0.54 |        1.49 |        6.45 |        0.10 |        2.85 |        2.67 |        0.20 |        1.13 |        2.98 |        2.26
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4543157 |       22947 |      479376 |      166176 |      557473 |     2455611 |      325396 |     2184806 |     1898512 |      229813 |     1637198 |     6061937 |      169385 |     1424111 |     8648518 |     3348500
    num misses                       |     1361684 |       20384 |       15111 |       48680 |       87717 |     1951607 |      101770 |      457613 |      506953 |        5888 |      147294 |       38723 |       93553 |       19800 |       65799 |      476947
    miss rate                        |      29.97% |      88.83% |       3.15% |      29.29% |      15.73% |      79.48% |      31.28% |      20.95% |      26.70% |       2.56% |       9.00% |       0.64% |      55.23% |       1.39% |       0.76% |      14.24%
    mpki                             |        5.45 |        0.01 |        0.01 |        0.02 |        0.05 |        2.51 |        0.17 |        0.31 |        1.72 |        0.00 |        0.26 |        0.02 |        0.11 |        0.02 |        0.02 |        0.32
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    43801034 |   114562191 |   244394165 |   164612254 |   206733393 |    92702631 |    60991810 |   191034592 |    34286920 |   229554782 |    54558819 |   331980046 |    76496960 |   120090259 |   352307392 |   236169369
    num cache misses                 |      957192 |       25809 |     3396830 |      147028 |      606149 |       52589 |       59491 |     1015227 |       40152 |       41650 |      375551 |    11020168 |      100010 |      227792 |     3040894 |     4544133
    miss rate                        |       2.19% |       0.02% |       1.39% |       0.09% |       0.29% |       0.06% |       0.10% |       0.53% |       0.12% |       0.02% |       0.69% |       3.32% |       0.13% |       0.19% |       0.86% |       1.92%
    mpki                             |        3.83 |        0.02 |        1.58 |        0.07 |        0.33 |        0.07 |        0.10 |        0.69 |        0.14 |        0.02 |        0.65 |        4.86 |        0.12 |        0.18 |        1.05 |        3.08
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   116504258 |   420834693 |   901158109 |  1238211375 |   863152211 |   357220045 |   211027990 |   494245493 |   104434941 |   733577771 |   189260877 |  1086555797 |   333611648 |   639925617 |  1224185765 |   594175104
    num cache misses                 |     6661429 |     1398827 |     8208569 |    11637239 |     5300782 |     5542363 |     7513110 |     2065367 |    12353871 |    19509768 |    11499225 |    36596735 |     8377867 |     9926948 |     5800608 |     5610371
    miss rate                        |       5.72% |       0.33% |       0.91% |       0.94% |       0.61% |       1.55% |       3.56% |       0.42% |      11.83% |       2.66% |       6.08% |       3.37% |       2.51% |       1.55% |       0.47% |       0.94%
    mpki                             |       26.65 |        0.97 |        3.81 |        5.41 |        2.89 |        7.13 |       12.45 |        1.41 |       41.97 |        8.11 |       20.05 |       16.15 |        9.88 |        7.88 |        2.00 |        3.80
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     8888521 |     1461549 |    11639159 |    11789792 |     5914917 |     6149329 |     8518161 |     3488374 |    13471469 |    19630232 |    12714390 |    47628438 |     8479126 |    10439465 |     8876847 |    10328594
    num cache misses                 |     6553446 |     1353176 |     4633899 |     8142416 |     4178831 |     5223177 |     6152344 |     1426705 |    10947981 |      654987 |     5508737 |     7395429 |     6098507 |     5428824 |      876883 |     5436799
    miss rate                        |      73.73% |      92.59% |      39.81% |      69.06% |      70.65% |      84.94% |      72.23% |      40.90% |      81.27% |       3.34% |      43.33% |      15.53% |      71.92% |      52.00% |       9.88% |      52.64%
    mpki                             |       26.21 |        0.94 |        2.15 |        3.78 |        2.28 |        6.72 |       10.20 |        0.97 |       37.20 |        0.27 |        9.60 |        3.26 |        7.20 |        4.31 |        0.30 |        3.69
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     7825012 |     1390680 |     4668579 |     8148055 |     4187512 |     5842353 |     7111635 |     1841854 |    12025786 |      735749 |     6352177 |     7409411 |     6100487 |     5713712 |      912829 |     5611550
    num cache misses                 |     4287031 |     1341799 |      642593 |     2413317 |     1895453 |     1975353 |     5186388 |      658025 |     6035485 |      438933 |     3090012 |      280586 |     5650151 |     1302026 |      201835 |     1587352
    miss rate                        |      54.79% |      96.49% |      13.76% |      29.62% |      45.26% |      33.81% |      72.93% |      35.73% |      50.19% |      59.66% |      48.64% |       3.79% |      92.62% |      22.79% |      22.11% |      28.29%
    mpki                             |       17.15 |        0.93 |        0.30 |        1.12 |        1.03 |        2.54 |        8.60 |        0.45 |       20.51 |        0.18 |        5.39 |        0.12 |        6.67 |        1.03 |        0.07 |        1.08
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    53375593 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      253.97 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      143.96 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
