                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  343151458 |  374869919 |  249999907 |  347207203
  Cycles                             |  345647714 |  345647672 |  345644916 |  345647700
  IPC                                |       0.99 |       1.08 |       0.72 |       1.00
  Time (ns)                          |  115215905 |  115215891 |  115214972 |  115215900
Branch predictor stats               |            |            |            |           
  num correct                        |   16018756 |   33946975 |    4611008 |   27967367
  num incorrect                      |   13966820 |    5819872 |     704186 |    4690153
  misprediction rate                 |     46.58% |     14.63% |     13.25% |     14.36%
  mpki                               |      40.70 |      15.53 |       2.82 |      13.51
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   26339290 |   42774473 |   23785065 |   50898961
    num misses                       |         52 |        221 |         62 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   98723822 |  156910444 |  127043714 |  166518209
    num misses                       |       4649 |      85021 |     281014 |     932916
    miss rate                        |      0.00% |      0.05% |      0.22% |      0.56%
    mpki                             |       0.01 |       0.23 |       1.12 |       2.69
  L2 TLB                             |            |            |            |           
    num accesses                     |       4701 |      85242 |     281076 |     932981
    num misses                       |       4245 |       2736 |       4008 |       5983
    miss rate                        |     90.30% |      3.21% |      1.43% |      0.64%
    mpki                             |       0.01 |       0.01 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   26339290 |   42774473 |   23785065 |   50898961
    num cache misses                 |      20580 |     601837 |      18757 |    1564623
    miss rate                        |      0.08% |      1.41% |      0.08% |      3.07%
    mpki                             |       0.06 |       1.61 |       0.08 |       4.51
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   98723822 |  156910444 |  127043714 |  166518209
    num cache misses                 |     305318 |    1221852 |    1970410 |    5644769
    miss rate                        |      0.31% |      0.78% |      1.55% |      3.39%
    mpki                             |       0.89 |       3.26 |       7.88 |      16.26
  Cache L2                           |            |            |            |           
    num cache accesses               |     357269 |    1861352 |    2222120 |    7230680
    num cache misses                 |     319861 |     576646 |     791965 |     466364
    miss rate                        |     89.53% |     30.98% |     35.64% |      6.45%
    mpki                             |       0.93 |       1.54 |       3.17 |       1.34
  Cache L3                           |            |            |            |           
    num cache accesses               |     351736 |     621501 |    1025090 |     491551
    num cache misses                 |     319750 |     538729 |     698067 |     438613
    miss rate                        |     90.91% |     86.68% |     68.10% |     89.23%
    mpki                             |       0.93 |       1.44 |       2.79 |       1.26
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2769013 |          0 |          0 |          0
  average dram access latency (ns)   |     114.63 |        inf |        inf |        inf
  average dram queueing delay        |       4.62 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     24.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
