                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  282210051 |  364706573 |  569741579 |  668837642 |  410705321 |  277222163 |  648598647 |  249999884
  Cycles                             |  425305147 |  425305110 |  425305442 |  425305111 |  425305113 |  425305111 |  425305110 |  425303107
  IPC                                |       0.66 |       0.86 |       1.34 |       1.57 |       0.97 |       0.65 |       1.53 |       0.59
  Time (ns)                          |  141768383 |  141768370 |  141768481 |  141768371 |  141768371 |  141768371 |  141768370 |  141767703
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17141760 |   55677353 |   45880598 |   38638769 |   17720920 |   42046559 |   43466429 |   13325983
  num incorrect                      |   10315324 |   14400495 |    7718485 |    6586520 |   17263718 |    9126175 |    7370967 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.40% |     14.56% |     49.35% |     17.83% |     14.50% |      2.29%
  mpki                               |      36.55 |      39.49 |      13.55 |       9.85 |      42.03 |      32.92 |      11.36 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33652064 |   47507227 |   83533722 |   75540660 |   30576717 |   38406910 |   78576149 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  129865394 |  122609109 |  273343213 |  312855612 |  116710871 |  107787627 |  272948582 |   86640605
    num misses                       |     889431 |     542778 |    1527545 |     200833 |       4854 |     579335 |    1883047 |     133133
    miss rate                        |      0.68% |      0.44% |      0.56% |      0.06% |      0.00% |      0.54% |      0.69% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.30 |       0.01 |       2.09 |       2.90 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     889441 |     542797 |    1527610 |     200889 |       4906 |     579475 |    1883065 |     133180
    num misses                       |     706114 |     113483 |       9886 |      31598 |       4288 |      53147 |      14116 |      40812
    miss rate                        |     79.39% |     20.91% |      0.65% |     15.73% |     87.40% |      9.17% |      0.75% |     30.64%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33652064 |   47507227 |   83533722 |   75540660 |   30576717 |   38406910 |   78576149 |   24892730
    num cache misses                 |      20026 |     315065 |    2768354 |     225103 |      38948 |    2294096 |     764643 |      30796
    miss rate                        |      0.06% |      0.66% |      3.31% |      0.30% |      0.13% |      5.97% |      0.97% |      0.12%
    mpki                             |       0.07 |       0.86 |       4.86 |       0.34 |       0.09 |       8.28 |       1.18 |       0.12
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  129865394 |  122609109 |  273343213 |  312855612 |  116710871 |  107787627 |  272948582 |   86640605
    num cache misses                 |    2028812 |     579755 |    9333731 |    1922280 |     343304 |    2430907 |    1468405 |    3096698
    miss rate                        |      1.56% |      0.47% |      3.41% |      0.61% |      0.29% |      2.26% |      0.54% |      3.57%
    mpki                             |       7.19 |       1.59 |      16.38 |       2.87 |       0.84 |       8.77 |       2.26 |      12.39
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2254182 |    1008630 |   12108499 |    2150839 |     423872 |    4847660 |    2268447 |    3613777
    num cache misses                 |    1910621 |     506482 |    2006106 |    1535033 |     374095 |    2454750 |     501986 |    2638118
    miss rate                        |     84.76% |     50.21% |     16.57% |     71.37% |     88.26% |     50.64% |     22.13% |     73.00%
    mpki                             |       6.77 |       1.39 |       3.52 |       2.30 |       0.91 |       8.85 |       0.77 |      10.55
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2138484 |     622552 |    2014034 |    1538713 |     416048 |    2577810 |     538547 |    3146581
    num cache misses                 |     662983 |     331237 |     160124 |     340208 |     372340 |     740134 |     289507 |    2424295
    miss rate                        |     31.00% |     53.21% |      7.95% |     22.11% |     89.49% |     28.71% |     53.76% |     77.05%
    mpki                             |       2.35 |       0.91 |       0.28 |       0.51 |       0.91 |       2.67 |       0.45 |       9.70
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    7570558 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     123.52 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      13.51 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     53.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
