                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  7050205637 |  1588003894 |   249999989 |  2128797795 |   875158585 |  7347466352 |  5225566367 |  10320479229
  Cycles                             |  6321263015 |  6321263069 |  6321260504 |  6321263017 |  6321262593 |  6321262519 |  6321263703 |   6321262520
  IPC                                |        1.12 |        0.25 |        0.04 |        0.34 |        0.14 |        1.16 |        0.83 |         1.63
  Time (ns)                          |  2107087672 |  2107087690 |  2107086835 |  2107087673 |  2107087531 |  2107087507 |  2107087901 |   2107087507
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   401415660 |    14413527 |    43244780 |   114107747 |   120310279 |   338349728 |   788146093 |    687468783
  num incorrect                      |    67854816 |       96544 |    11689069 |     2669455 |    16532498 |     2814571 |    88553719 |    118045569
  misprediction rate                 |      14.46% |       0.67% |      21.28% |       2.29% |      12.08% |       0.82% |      10.10% |       14.65%
  mpki                               |        9.62 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.95 |        11.44
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   791309384 |   140349578 |    23761816 |   212794947 |   153334647 |   562111633 |   836644830 |   1252278171
    num misses                       |          56 |           3 |           3 |          47 |         105 |          43 |       30509 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  3314089575 |   432507473 |    88558906 |   739641070 |   407792209 |  4227972280 |  2104516090 |   4351860689
    num misses                       |     2142859 |      772917 |    21159842 |     1138984 |    15875809 |      569959 |    11745018 |     30944587
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.54 |       18.14 |        0.08 |        2.25 |         3.00
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     2142915 |      772920 |    21159845 |     1139031 |    15875914 |      570002 |    11775527 |     30944605
    num misses                       |      337682 |      772335 |    10898376 |      351195 |     4756502 |      163725 |     1673761 |       236502
    miss rate                        |      15.76% |      99.92% |      51.50% |      30.83% |      29.96% |      28.72% |      14.21% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.44 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   791309384 |   140349578 |    23761816 |   212794947 |   153334647 |   562111633 |   836644830 |   1252278171
    num cache misses                 |     2308189 |     1090619 |      190170 |      209856 |     3339214 |      507585 |    16026051 |     10964807
    miss rate                        |       0.29% |       0.78% |       0.80% |       0.10% |       2.18% |       0.09% |       1.92% |        0.88%
    mpki                             |        0.33 |        0.69 |        0.76 |        0.10 |        3.82 |        0.07 |        3.07 |         1.06
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  3314089575 |   432507473 |    88558906 |   739641070 |   407792209 |  4227972280 |  2104516090 |   4351860689
    num cache misses                 |    20350696 |    81653561 |    28758566 |    26174071 |    23260960 |    39744747 |    19848665 |     20899055
    miss rate                        |       0.61% |      18.88% |      32.47% |       3.54% |       5.70% |       0.94% |       0.94% |        0.48%
    mpki                             |        2.89 |       51.42 |      115.03 |       12.30 |       26.58 |        5.41 |        3.80 |         2.03
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    22679201 |    82744200 |    32652462 |    30161835 |    31195681 |    40292067 |    36541152 |     32089455
    num cache misses                 |    15956244 |    53772609 |    24339675 |    21313504 |    22849683 |    27819061 |    19361988 |      3609202
    miss rate                        |      70.36% |      64.99% |      74.54% |      70.66% |      73.25% |      69.04% |      52.99% |       11.25%
    mpki                             |        2.26 |       33.86 |       97.36 |       10.01 |       26.11 |        3.79 |        3.71 |         0.35
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |    15978558 |    53772629 |    28068795 |    25155371 |    27452277 |    27860760 |    20030987 |      3837738
    num cache misses                 |     6499467 |    49413963 |    17333076 |    18657670 |    15566514 |    11723406 |     6238336 |      1167270
    miss rate                        |      40.68% |      91.89% |      61.75% |      74.17% |      56.70% |      42.08% |      31.14% |       30.42%
    mpki                             |        0.92 |       31.12 |       69.33 |        8.76 |       17.79 |        1.60 |        1.19 |         0.11
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   198953094 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      248.81 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      138.80 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
