                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12      | Core 13     | Core 14     | Core 15    
  Instructions                       |  7842177860 |  3297291743 |   851460654 |   402305934 |  1155067198 |  2406569377 |  2479660574 |  1687445115 |  1787099311 |   249999981 |  1584028246 |   694349886 |  10744707353 |  1309496756 |   895121967 |   711464783
  Cycles                             |  5739652536 |  5739654183 |  5739653978 |  5739654204 |  5739653802 |  5739653045 |  5739652530 |  5739653971 |  5739653887 |  5739650843 |  5739654221 |  5739653517 |   5739652516 |  5739653336 |  5739652708 |  5739653012
  IPC                                |        1.37 |        0.57 |        0.15 |        0.07 |        0.20 |        0.42 |        0.43 |        0.29 |        0.31 |        0.04 |        0.28 |        0.12 |         1.87 |        0.23 |        0.16 |        0.12
  Time (ns)                          |  1913217512 |  1913218061 |  1913217993 |  1913218068 |  1913217934 |  1913217682 |  1913217510 |  1913217990 |  1913217962 |  1913216948 |  1913218074 |  1913217839 |   1913217505 |  1913217779 |  1913217569 |  1913217671
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |              |             |             |            
  num correct                        |   850109096 |   179013580 |    51730278 |    55270444 |    61838012 |   160622829 |   319329612 |   135736819 |    41051054 |    58565837 |    69232132 |    12870273 |    494806619 |   241669242 |     8111644 |   106913510
  num incorrect                      |   129591076 |   124689960 |    31129215 |     7613755 |     1446659 |    27470067 |    74525546 |    22784632 |      731569 |     6500447 |     3937436 |    17767931 |      4118477 |    16487102 |       54302 |    23958920
  misprediction rate                 |      13.23% |      41.06% |      37.57% |      12.11% |       2.29% |      14.60% |      18.92% |      14.37% |       1.75% |       9.99% |       5.38% |      57.99% |        0.83% |       6.39% |       0.66% |      18.31%
  mpki                               |       16.52 |       37.82 |       36.56 |       18.93 |        1.25 |       11.41 |       30.05 |       13.50 |        0.41 |       26.00 |        2.49 |       25.59 |         0.38 |       12.59 |        0.06 |       33.68
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |              |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |              |             |             |            
    num accesses                     |   923575116 |   269481983 |   101572446 |    70462752 |   115472045 |   291905501 |   347746356 |   247238633 |   159747177 |    21135842 |   151433830 |    75035104 |    822023404 |   214727351 |    79111290 |    99002387
    num misses                       |          10 |          52 |          10 |          91 |          47 |          18 |         205 |          65 |           4 |       17441 |           8 |          14 |           43 |          39 |           3 |         204
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |              |             |             |            
    num accesses                     |  3524502874 |   973568208 |   391805405 |   187474183 |   403360101 |  1014285975 |   968846341 |   808981562 |   700952472 |    86633855 |   484339612 |   252248446 |   6182856959 |   426770315 |   243617558 |   277069767
    num misses                       |    35466264 |       58757 |     2674605 |     7279260 |      611485 |     7158830 |     1732729 |     4524309 |      370404 |     1331631 |      147505 |     1733877 |       833692 |          23 |      434595 |     1470925
    miss rate                        |       1.01% |       0.01% |       0.68% |       3.88% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |        0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.52 |        0.02 |        3.14 |       18.09 |        0.53 |        2.97 |        0.70 |        2.68 |        0.21 |        5.33 |        0.09 |        2.50 |         0.08 |        0.00 |        0.49 |        2.07
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |             |            
    num accesses                     |    35466274 |       58809 |     2674615 |     7279351 |      611532 |     7158848 |     1732934 |     4524374 |      370408 |     1349072 |      147513 |     1733891 |       833735 |          62 |      434598 |     1471129
