                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   918710783 |   778827989 |   249999973 |   812067867
  Cycles                             |  1021380611 |  1021380527 |  1021378403 |  1021380887
  IPC                                |        0.90 |        0.76 |        0.24 |        0.80
  Time (ns)                          |   340460204 |   340460176 |   340459468 |   340460296
Branch predictor stats               |             |             |             |            
  num correct                        |    80980242 |    62628731 |    40600608 |     1054468
  num incorrect                      |    13563441 |    10526985 |     2521753 |       17870
  misprediction rate                 |      14.35% |      14.39% |       5.85% |       1.67%
  mpki                               |       14.76 |       13.52 |       10.09 |        0.02
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   104035170 |   114099223 |    41868591 |    93029018
    num misses                       |         391 |          65 |           4 |           6
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   384861199 |   373371761 |    75636447 |   607432710
    num misses                       |      207813 |     2086552 |       88470 |    21917512
    miss rate                        |       0.05% |       0.56% |       0.12% |       3.61%
    mpki                             |        0.23 |        2.68 |        0.35 |       26.99
  L2 TLB                             |             |             |             |            
    num accesses                     |      208204 |     2086617 |       88474 |    21917518
    num misses                       |        6594 |       13359 |       88474 |    15671277
    miss rate                        |       3.17% |       0.64% |     100.00% |      71.50%
    mpki                             |        0.01 |        0.02 |        0.35 |       19.30
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   104035170 |   114099223 |    41868591 |    93029018
    num cache misses                 |     1634502 |     3753986 |       13028 |      382506
    miss rate                        |       1.57% |       3.29% |       0.03% |       0.41%
    mpki                             |        1.78 |        4.82 |        0.05 |        0.47
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   384861199 |   373371761 |    75636447 |   607432710
    num cache misses                 |     3693801 |    12788088 |     5764725 |     7097371
    miss rate                        |       0.96% |       3.43% |       7.62% |       1.17%
    mpki                             |        4.02 |       16.42 |       23.06 |        8.74
  Cache L2                           |             |             |             |            
    num cache accesses               |     5460303 |    16626936 |     7761766 |     7502253
    num cache misses                 |     2087936 |     1846890 |     5777785 |     5378423
    miss rate                        |      38.24% |      11.11% |      74.44% |      71.69%
    mpki                             |        2.27 |        2.37 |       23.11 |        6.62
  Cache L3                           |             |             |             |            
    num cache accesses               |     2243157 |     1943347 |     7761766 |     5400940
    num cache misses                 |     1969881 |     1761813 |     5773146 |     5151974
    miss rate                        |      87.82% |      90.66% |      74.38% |      95.39%
    mpki                             |        2.14 |        2.26 |       23.09 |        6.34
DRAM summary                         |             |             |             |            
  num dram accesses                  |    19029342 |           0 |           0 |           0
  average dram access latency (ns)   |      134.99 |         inf |         inf |         inf
  average dram queueing delay        |       24.98 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      55.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
