                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1746566363 |   4102393769 |   1083763302 |   1197081188 |   4355051067 |   4547000503 |   2201147412 |   4404572490 |   6033699511 |   2300618161 |  15225816513 |   1064098194 |   1627849891 |    249999989 |   3369760082 |   3164204740
  Cycles                             |  11002593430 |  11002593309 |  11002594271 |  11002593856 |  11002593300 |  11002593300 |  11002594238 |  11002593300 |  11002593300 |  11002594286 |  11002593300 |  11002593507 |  11002593584 |  11002588267 |  11002594489 |  11002593419
  IPC                                |         0.16 |         0.37 |         0.10 |         0.11 |         0.40 |         0.41 |         0.20 |         0.40 |         0.55 |         0.21 |         1.38 |         0.10 |         0.15 |         0.02 |         0.31 |         0.29
  Time (ns)                          |   3667531143 |   3667531103 |   3667531424 |   3667531285 |   3667531100 |   3667531100 |   3667531413 |   3667531100 |   3667531100 |   3667531429 |   3667531100 |   3667531169 |   3667531195 |   3667529422 |   3667531496 |   3667531140
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     15835005 |    234119098 |    183310626 |    153566736 |      5670684 |    403469263 |    135834231 |    812867003 |    329134880 |     44699565 |   1651606286 |    161865072 |    129020987 |     43244780 |    515157148 |    139044815
  num incorrect                      |       106207 |     39627133 |     16887381 |     36101458 |        96100 |     67305408 |      4728230 |     55453161 |    227581288 |      6767019 |    252060702 |     34838556 |     10557350 |     11689069 |    132097512 |      7909555
  misprediction rate                 |        0.67% |       14.48% |        8.44% |       19.03% |        1.67% |       14.30% |        3.36% |        6.39% |       40.88% |       13.15% |       13.24% |       17.71% |        7.56% |       21.28% |       20.41% |        5.38%
  mpki                               |         0.06 |         9.66 |        15.58 |        30.16 |         0.02 |        14.80 |         2.15 |        12.59 |        37.72 |         2.94 |        16.55 |        32.74 |         6.49 |        46.76 |        39.20 |         2.50
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    154351102 |    461421505 |    125753245 |    167910164 |    498861427 |    516370499 |    209183536 |    722240257 |    494141087 |    219739710 |   1793402828 |    146979932 |    136536292 |     23761816 |    438430054 |    301860422
    num misses                       |            3 |           56 |           42 |          150 |            6 |         1577 |           22 |           39 |           52 |           94 |           10 |          254 |           42 |            3 |           19 |            8
