                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4     | Core 5      | Core 6     | Core 7     
  Instructions                       |  321768396 |  1094238557 |  249999898 |  406613791 |  948705329 |  1009842845 |  377228220 |  1653106376
  Cycles                             |  963702600 |   963702381 |  963699182 |  963702325 |  963702493 |   963702336 |  963702538 |   963702335
  IPC                                |       0.33 |        1.14 |       0.26 |       0.42 |       0.98 |        1.05 |       0.39 |        1.72
  Time (ns)                          |  321234200 |   321234127 |  321233061 |  321234108 |  321234164 |   321234112 |  321234179 |   321234112
Branch predictor stats               |            |             |            |            |            |             |            |            
  num correct                        |   48488161 |    72884503 |    4856955 |    8227628 |   83119526 |    46505787 |   20762132 |   131113882
  num incorrect                      |   10748036 |    12520334 |    6669357 |    1161841 |   13882178 |      387365 |     485381 |    10735310
  misprediction rate                 |     18.14% |      14.66% |     57.86% |     12.37% |     14.31% |       0.83% |      2.28% |       7.57%
  mpki                               |      33.40 |       11.44 |      26.68 |       2.86 |      14.63 |        0.38 |       1.29 |        6.49
TLB Summary                          |            |             |            |            |            |             |            |            
  I-TLB                              |            |             |            |            |            |             |            |            
    num accesses                     |   44795399 |   132687781 |   27532058 |   38967285 |  107442897 |    77261039 |   38408752 |   138357682
    num misses                       |        140 |          18 |         14 |         62 |        406 |          43 |         47 |          42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            |            |             |            |            
    num accesses                     |  125319308 |   461170689 |   93614435 |  206083590 |  397597167 |   581084688 |  132553285 |   455073808
    num misses                       |     671191 |     3264044 |     661938 |     513545 |     214805 |       78200 |     207861 |     2233078
    miss rate                        |      0.54% |       0.71% |      0.71% |      0.25% |      0.05% |       0.01% |      0.16% |       0.49%
    mpki                             |       2.09 |        2.98 |       2.65 |       1.26 |       0.23 |        0.08 |       0.55 |        1.35
  L2 TLB                             |            |             |            |            |            |             |            |            
    num accesses                     |     671331 |     3264062 |     661952 |     513607 |     215211 |       78243 |     207908 |     2233120
    num misses                       |      56673 |       24828 |     661946 |       6446 |       6953 |       22662 |      65715 |      695643
    miss rate                        |      8.44% |       0.76% |    100.00% |      1.26% |      3.23% |      28.96% |     31.61% |      31.15%
    mpki                             |       0.18 |        0.02 |       2.65 |       0.02 |       0.01 |        0.02 |       0.17 |        0.42
Cache Summary                        |            |             |            |            |            |             |            |            
  Cache L1-I                         |            |             |            |            |            |             |            |            
    num cache accesses               |   44795399 |   132687781 |   27532058 |   38967285 |  107442897 |    77261039 |   38408752 |   138357682
    num cache misses                 |    3034658 |     1461663 |      30576 |     113931 |    1667872 |       71758 |      47656 |      264125
    miss rate                        |      6.77% |       1.10% |      0.11% |      0.29% |      1.55% |       0.09% |      0.12% |       0.19%
    mpki                             |       9.43 |        1.34 |       0.12 |       0.28 |       1.76 |        0.07 |       0.13 |        0.16
  Cache L1-D                         |            |             |            |            |            |             |            |            
    num cache accesses               |  125319308 |   461170689 |   93614435 |  206083590 |  397597167 |   581084688 |  132553285 |   455073808
    num cache misses                 |    2731070 |     2793644 |    7303199 |    3504925 |    3760464 |     5557544 |    4874200 |    24381740
    miss rate                        |      2.18% |       0.61% |      7.80% |      1.70% |      0.95% |       0.96% |      3.68% |       5.36%
    mpki                             |       8.49 |        2.55 |      29.21 |       8.62 |       3.96 |        5.50 |      12.92 |       14.75
  Cache L2                           |            |             |            |            |            |             |            |            
    num cache accesses               |    5967724 |     4366380 |    8279401 |    4397212 |    5483482 |     5644710 |    5686163 |    24663807
    num cache misses                 |    3361357 |     1455738 |    7333776 |    2453604 |    2474487 |     3966258 |    4340471 |    22846471
    miss rate                        |     56.33% |      33.34% |     88.58% |     55.80% |     45.13% |      70.27% |     76.33% |      92.63%
    mpki                             |      10.45 |        1.33 |      29.34 |       6.03 |       2.61 |        3.93 |      11.51 |       13.82
  Cache L3                           |            |             |            |            |            |             |            |            
    num cache accesses               |    3564098 |     1571655 |    8279401 |    3232146 |    2532333 |     3982250 |    5136019 |    22864538
    num cache misses                 |    1578019 |      982810 |    7317401 |    1899039 |     907818 |     2538682 |    4118066 |      600233
    miss rate                        |     44.28% |      62.53% |     88.38% |     58.75% |     35.85% |      63.75% |     80.18% |       2.63%
    mpki                             |       4.90 |        0.90 |      29.27 |       4.67 |       0.96 |        2.51 |      10.92 |        0.36
DRAM summary                         |            |             |            |            |            |             |            |            
  num dram accesses                  |   28843760 |           0 |          0 |          0 |          0 |           0 |          0 |           0
  average dram access latency (ns)   |     196.03 |         inf |        inf |        inf |        inf |         inf |        inf |         inf
  average dram queueing delay        |      86.02 |        0.00 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     89.00% |       0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            |            |             |            |            
  num loads from dram                |          0 |           0 |          0 |          0 |          0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |          0 |          0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |          0 |          0 |           0 |          0 |           0
