                                   | Core 0    
  Instructions                     |  499999905
  Cycles                           |  551241771
  IPC                              |       0.91
  Time (ns)                        |  183747257
Branch predictor stats             |           
  num correct                      |   13748171
  num incorrect                    |     237589
  misprediction rate               |      1.70%
  mpki                             |       0.48
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49006107
    num misses                     |         15
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  211163136
    num misses                     |     263190
    miss rate                      |      0.12%
    mpki                           |       0.53
  L2 TLB                           |           
    num accesses                   |     263205
    num misses                     |      62497
    miss rate                      |     23.74%
    mpki                           |       0.12
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49006107
    num cache misses               |      77296
    miss rate                      |      0.16%
    mpki                           |       0.15
  Cache L1-D                       |           
    num cache accesses             |  211163136
    num cache misses               |    6670464
    miss rate                      |      3.16%
    mpki                           |      13.34
  Cache L2                         |           
    num cache accesses             |    7109048
    num cache misses               |    4921754
    miss rate                      |     69.23%
    mpki                           |       9.84
  Cache L3                         |           
    num cache accesses             |    5303475
    num cache misses               |    4554419
    miss rate                      |     85.88%
    mpki                           |       9.11
DRAM summary                       |           
  num dram accesses                |    5938554
  average dram access latency (ns) |      72.15
  average dram queueing delay      |       7.13
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
